image_id,split,class_id,class_name,image_path,bbox_cx,bbox_cy,bbox_w,bbox_h,left_shoulder_x,left_shoulder_y,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_vis,left_eye_x,left_eye_y,left_eye_vis,left_ear_x,left_ear_y,left_ear_vis,nose_x,nose_y,nose_vis,right_ear_x,right_ear_y,right_ear_vis,right_eye_x,right_eye_y,right_eye_vis
ngaphai_mp4-0016_jpg.rf.f2a61b4f39deceddc32abb750f9c6d77,train,4,thang,train\images\ngaphai_mp4-0016_jpg.rf.f2a61b4f39deceddc32abb750f9c6d77.jpg,0.5322820312500001,0.41341416666666664,0.43786749999999997,0.7553015277777777,0.385018125,0.6370393055555555,2,0.681393671875,0.6276238888888889,2,0.438822890625,0.347165,2,0.482210859375,0.2938219444444444,2,0.5200766406249999,0.3682215277777778,2,0.55320921875,0.2938219444444444,2,0.585552890625,0.347165,2
ngaphai_mp4-0017_jpg.rf.79d8e82eb46a777a0ab9bc742e535edf,train,4,thang,train\images\ngaphai_mp4-0017_jpg.rf.79d8e82eb46a777a0ab9bc742e535edf.jpg,0.531886484375,0.40495319444444455,0.39653335937499995,0.7737170833333332,0.38227703125,0.6258286111111111,2,0.682972265625,0.61546125,2,0.43941984375,0.3468276388888889,2,0.47142859374999996,0.2997613888888889,2,0.517741796875,0.36460791666666664,2,0.554464296875,0.2997613888888889,2,0.583035703125,0.33946736111111114,2
ngaphai_mp4-0018_jpg.rf.ac1d383a2b06455e4125d7ddfe107c65,train,4,thang,train\images\ngaphai_mp4-0018_jpg.rf.ac1d383a2b06455e4125d7ddfe107c65.jpg,0.521027265625,0.4419518055555556,0.42253953125,0.820851388888889,0.372321484375,0.625867638888889,2,0.6813215625,0.6111752777777778,2,0.43660718750000005,0.3431616666666667,2,0.47857140625000005,0.29551458333333336,2,0.517891640625,0.36779902777777773,2,0.5553571875000001,0.2923381944444444,2,0.5892857031250001,0.33680875,2
ngaphai_mp4-0020_jpg.rf.24e49d08093b92fb982f8be86376acb9,train,4,thang,train\images\ngaphai_mp4-0020_jpg.rf.24e49d08093b92fb982f8be86376acb9.jpg,0.518835859375,0.4317875,0.4327403125,0.8377444444444445,0.377455390625,0.6285029166666667,2,0.68428734375,0.618445138888889,2,0.43995539062500005,0.33467930555555553,2,0.47745531249999995,0.2933851388888889,2,0.516490625,0.36558944444444447,2,0.556919609375,0.2949733333333333,2,0.587276796875,0.3362675,2
ngaphai_mp4-0021_jpg.rf.97d889d6d78e122f5e4877228186613a,train,4,thang,train\images\ngaphai_mp4-0021_jpg.rf.97d889d6d78e122f5e4877228186613a.jpg,0.527489375,0.45107666666666674,0.414436171875,0.8091411111111111,0.357142890625,0.6267069444444444,2,0.68020078125,0.6219618055555556,2,0.43839281249999995,0.34746680555555554,2,0.47767859375,0.2966959722222222,2,0.516964296875,0.3680925,2,0.557142890625,0.29510930555555553,2,0.5866071875000001,0.33636069444444444,2
ngaphai_mp4-0023_jpg.rf.f0a7f2b86fcf73ab62e64e46bab3a5b9,train,4,thang,train\images\ngaphai_mp4-0023_jpg.rf.f0a7f2b86fcf73ab62e64e46bab3a5b9.jpg,0.51872625,0.4352351388888888,0.38484164062500004,0.8249343055555556,0.372898515625,0.6316581944444445,2,0.68113015625,0.6212959722222222,2,0.436291328125,0.34259930555555557,2,0.47639882812499995,0.2994002777777778,2,0.5153253906249999,0.3590691666666667,2,0.554148515625,0.2949522222222222,2,0.584419921875,0.34251208333333333,2
ngaphai_mp4-0025_jpg.rf.24ba027c5840cff463d11cf2bc43c7c6,train,4,thang,train\images\ngaphai_mp4-0025_jpg.rf.24ba027c5840cff463d11cf2bc43c7c6.jpg,0.5242859375,0.40486708333333343,0.40968296875,0.7520140277777778,0.3675259375,0.6399344444444444,2,0.6752319531250001,0.6343759722222222,2,0.43803398437499996,0.35137625,2,0.47432210937499997,0.29662944444444445,2,0.5106101562500001,0.3583951388888889,2,0.5484759375,0.29241819444444445,2,0.5808196875,0.33733861111111113,2
ngaphai_mp4-0026_jpg.rf.15c62d806aa0de58bcce387098cce8da,train,4,thang,train\images\ngaphai_mp4-0026_jpg.rf.15c62d806aa0de58bcce387098cce8da.jpg,0.52607984375,0.4165236111111111,0.41162164062500006,0.7614272222222223,0.3658446875,0.6344252777777778,2,0.68233140625,0.6014144444444445,2,0.434878515625,0.34945458333333335,2,0.47353328125000005,0.29611152777777777,2,0.5106101562500001,0.3662998611111111,2,0.5470636718749999,0.2954298611111111,2,0.58003078125,0.34383958333333337,2
ngaphai_mp4-0027_jpg.rf.39e3a225ac1ff319702c7bc5783067b6,train,4,thang,train\images\ngaphai_mp4-0027_jpg.rf.39e3a225ac1ff319702c7bc5783067b6.jpg,0.5285009374999999,0.4250598611111111,0.4176514062500001,0.7689125,0.366954453125,0.6416015277777778,2,0.68312765625,0.62427,2,0.43392859375,0.35222666666666663,2,0.47053578125,0.2998691666666667,2,0.510714296875,0.3649193055555555,2,0.5473214843750001,0.2919361111111111,2,0.580357109375,0.34112041666666665,2
ngaphai_mp4-0028_jpg.rf.b301221808da33a5cbcc811b80c5d403,train,4,thang,train\images\ngaphai_mp4-0028_jpg.rf.b301221808da33a5cbcc811b80c5d403.jpg,0.51600296875,0.4250695833333334,0.40719953125,0.7703829166666667,0.37473921875,0.6484868055555556,2,0.6775457031250001,0.63054375,2,0.43482023437499995,0.35941375,2,0.47426382812499995,0.3046669444444444,2,0.5086475781249999,0.3673897222222222,2,0.5452621875,0.29624430555555553,2,0.579183671875,0.35379875,2
ngaphai_mp4-0030_jpg.rf.1da827689a12b14e78d5712c60323648,train,4,thang,train\images\ngaphai_mp4-0030_jpg.rf.1da827689a12b14e78d5712c60323648.jpg,0.51995796875,0.4538316666666666,0.3975896875,0.8356569444444445,0.36767578125,0.6316879166666667,2,0.679157578125,0.6220456944444445,2,0.429464296875,0.3431616666666667,2,0.47142859374999996,0.29869111111111113,2,0.50892859375,0.3653970833333333,2,0.551785703125,0.29710277777777777,2,0.579464296875,0.33680875,2
ngaphai_mp4-0031_jpg.rf.8ddeb3d4189b631815de0ba912e15072,train,4,thang,train\images\ngaphai_mp4-0031_jpg.rf.8ddeb3d4189b631815de0ba912e15072.jpg,0.52799296875,0.4482118055555555,0.44969867187499996,0.8702963888888888,0.370535703125,0.6306323611111111,2,0.6748490625,0.619263888888889,2,0.433035703125,0.3431616666666667,2,0.466071484375,0.30345583333333337,2,0.5071428906250001,0.3781029166666667,2,0.54711359375,0.2944138888888889,2,0.582142890625,0.32727930555555557,2
ngaphai_mp4-0032_jpg.rf.927abdefceceb2681a695bc60ac36144,train,4,thang,train\images\ngaphai_mp4-0032_jpg.rf.927abdefceceb2681a695bc60ac36144.jpg,0.53034984375,0.4479734722222223,0.4683815625000001,0.8143261111111111,0.363101484375,0.6250244444444445,2,0.677265546875,0.6093502777777777,2,0.42470867187500005,0.34708319444444446,2,0.457744375,0.2994361111111111,2,0.5014944531250001,0.3709068055555556,2,0.545244375,0.28990680555555554,2,0.574099453125,0.3391877777777778,2
ngaphai_mp4-0034_jpg.rf.b32ee45623a317873600b1b478da3cea,train,0,nga_phai,train\images\ngaphai_mp4-0034_jpg.rf.b32ee45623a317873600b1b478da3cea.jpg,0.517132109375,0.3679966666666667,0.42690078124999997,0.6639391666666666,0.36186335937499997,0.6492377777777777,2,0.66859671875,0.5923852777777778,2,0.419375859375,0.32833694444444445,2,0.46055765624999995,0.3750823611111111,2,0.49108906250000006,0.28917194444444444,2,0.54505140625,0.32075666666666663,2,0.40446523437500004,0.3952966666666667,2
ngaphai_mp4-0036_jpg.rf.551fa061af37400d4563ab566a12f78d,train,0,nga_phai,train\images\ngaphai_mp4-0036_jpg.rf.551fa061af37400d4563ab566a12f78d.jpg,0.5106524218749999,0.3784333333333333,0.4171389843749999,0.6440209722222222,0.36186335937499997,0.6580815277777777,2,0.65723625,0.5885951388888889,2,0.394524765625,0.3472877777777778,2,0.42789625,0.3826627777777778,2,0.46055765624999995,0.2967522222222222,2,0.5230403906250001,0.3043326388888889,2,0.386004375,0.42435458333333337,2
ngaphai_mp4-0037_jpg.rf.21374a725b571d88384a6bfbdc4835c4,train,0,nga_phai,train\images\ngaphai_mp4-0037_jpg.rf.21374a725b571d88384a6bfbdc4835c4.jpg,0.485385546875,0.39142375,0.458717578125,0.6773091666666667,0.34765890625,0.6780133333333334,2,0.66397359375,0.5859684722222221,2,0.385147578125,0.35433722222222225,2,0.42769781250000005,0.3887106944444444,2,0.452526015625,0.2941313888888889,2,0.5140974218750001,0.3035947222222222,2,0.375,0.41406194444444444,2
ngaphai_mp4-0038_jpg.rf.4836f7db43321fbc21a5b274a2a69948,train,0,nga_phai,train\images\ngaphai_mp4-0038_jpg.rf.4836f7db43321fbc21a5b274a2a69948.jpg,0.506636796875,0.3926293055555556,0.44533195312500007,0.6360786111111112,0.34411257812499996,0.6631351388888889,2,0.64019546875,0.5873318055555555,2,0.37038375,0.36371180555555555,2,0.403755234375,0.3940331944444444,2,0.432866484375,0.30306916666666667,2,0.49605921875,0.3081227777777778,2,0.366123515625,0.4433054166666666,2
ngaphai_mp4-0040_jpg.rf.0fe19bc61b8f3f34927c7c1e1ded646d,train,0,nga_phai,train\images\ngaphai_mp4-0040_jpg.rf.0fe19bc61b8f3f34927c7c1e1ded646d.jpg,0.485896953125,0.39323347222222227,0.41034898437499995,0.6441551388888889,0.327781875,0.67197875,2,0.622444765625,0.5746977777777778,2,0.356893125,0.3662386111111111,2,0.390264609375,0.39908680555555553,2,0.41724578125,0.3106495833333333,2,0.48185859375,0.31191291666666665,2,0.344822578125,0.44077861111111105,2
ngaphai_mp4-0043_jpg.rf.0f1fa1b636b2e831944c2cec6a55a9e2,train,0,nga_phai,train\images\ngaphai_mp4-0043_jpg.rf.0f1fa1b636b2e831944c2cec6a55a9e2.jpg,0.465021640625,0.4452798611111111,0.4428466406250001,0.7583309722222222,0.306998203125,0.700913888888889,2,0.603613671875,0.5829976388888889,2,0.3330309375,0.3738365277777778,2,0.3740521875,0.40612319444444445,2,0.39535171875,0.3190897222222222,2,0.45609476562499995,0.32891597222222224,2,0.31330914062500004,0.4159495833333333,2
ngaphai_mp4-0045_jpg.rf.84fb57b7e8b7258088008f6ac5e22ce2,train,0,nga_phai,train\images\ngaphai_mp4-0045_jpg.rf.84fb57b7e8b7258088008f6ac5e22ce2.jpg,0.46037953125,0.46045125,0.5131697656249999,0.8124077777777778,0.294642890625,0.6966859722222222,2,0.6008928906250001,0.5315573611111111,2,0.31964281250000004,0.37913097222222225,2,0.35892859375,0.3965965277777778,2,0.39017859375,0.32673430555555555,2,0.458035703125,0.3235588888888889,2,0.304464296875,0.4124741666666667,2
ngaphai_mp4-0047_jpg.rf.7bea0886ed45715bff70bf48f1ae2d7e,train,0,nga_phai,train\images\ngaphai_mp4-0047_jpg.rf.7bea0886ed45715bff70bf48f1ae2d7e.jpg,0.446331328125,0.46591666666666665,0.4817549218750001,0.7584484722222222,0.274708671875,0.6975877777777778,2,0.586315859375,0.5500348611111111,2,0.301494375,0.38502930555555553,2,0.343458671875,0.41834777777777776,2,0.367565859375,0.335845,2,0.43006585937499997,0.3342584722222222,2,0.28810156249999996,0.4326270833333333,2
ngaphai_mp4-0049_jpg.rf.6166188a23a3373e1a33382097eb73e2,train,0,nga_phai,train\images\ngaphai_mp4-0049_jpg.rf.6166188a23a3373e1a33382097eb73e2.jpg,0.43058039062500003,0.4410022222222222,0.49955359374999997,0.7559879166666666,0.29375,0.6871593055555556,2,0.559821484375,0.5331451388888889,2,0.295535703125,0.38548208333333334,2,0.33660718749999996,0.4124741666666667,2,0.361607109375,0.3299098611111111,2,0.420535703125,0.3314977777777778,2,0.28125,0.42835194444444447,2
ngaphai_mp4-0050_jpg.rf.f7860703b17adaaa417bb8bd22a413c3,train,0,nga_phai,train\images\ngaphai_mp4-0050_jpg.rf.f7860703b17adaaa417bb8bd22a413c3.jpg,0.46622062499999994,0.4723436111111111,0.5211301562499999,0.7570693055555555,0.2428571875,0.6335005555555556,2,0.559821484375,0.4716681944444444,2,0.269642890625,0.31935555555555556,2,0.307142890625,0.36060694444444447,2,0.33392859375,0.26223819444444446,2,0.39642859375,0.26382486111111114,2,0.257142890625,0.3669533333333333,2
ngaphai_mp4-0051_jpg.rf.6e4a2cefb094e97e1b9da18959e1eda6,train,0,nga_phai,train\images\ngaphai_mp4-0051_jpg.rf.6e4a2cefb094e97e1b9da18959e1eda6.jpg,0.456652421875,0.48683625,0.49383812500000007,0.8583029166666667,0.26875,0.7208370833333333,2,0.5785714843750001,0.5463120833333334,2,0.294642890625,0.3844797222222222,2,0.33125,0.4273176388888889,2,0.357142890625,0.3321222222222222,2,0.41964289062500004,0.3400551388888889,2,0.28125,0.4431836111111111,2
ngaphai_mp4-0052_jpg.rf.099d0cfdd2a29100c191789bfdcc53a7,train,0,nga_phai,train\images\ngaphai_mp4-0052_jpg.rf.099d0cfdd2a29100c191789bfdcc53a7.jpg,0.45085765625,0.45389152777777775,0.4846930468749999,0.7544705555555555,0.29022390625,0.7219704166666667,2,0.567117578125,0.5815938888888889,2,0.29732375,0.3766440277777778,2,0.335978359375,0.42717958333333333,2,0.357277890625,0.3261084722222222,2,0.41802093749999997,0.3345311111111111,2,0.27839078125,0.4468323611111111,2
ngaphai_mp4-0054_jpg.rf.38d3dc91db97d10b0801a4488f75194f,train,0,nga_phai,train\images\ngaphai_mp4-0054_jpg.rf.38d3dc91db97d10b0801a4488f75194f.jpg,0.417210234375,0.4755412500000001,0.4976149218749999,0.7764190277777778,0.29130406249999996,0.7177591666666667,2,0.562675625,0.5886126388888889,2,0.299981640625,0.3808554166666666,2,0.33942515625,0.41454569444444445,2,0.36466906250000003,0.33172361111111115,2,0.42383437500000004,0.33733861111111113,2,0.269215703125,0.4117381944444445,2
ngaphai_mp4-0055_jpg.rf.774c1b1cdbd717165471d0cd36c34c91,train,0,nga_phai,train\images\ngaphai_mp4-0055_jpg.rf.774c1b1cdbd717165471d0cd36c34c91.jpg,0.45792414062500003,0.41245305555555556,0.47879460937499996,0.6511280555555555,0.294642890625,0.6982738888888889,2,0.58482140625,0.5537862499999999,2,0.30267859375,0.3759554166666667,2,0.3446428125,0.3934209722222222,2,0.36875,0.3203833333333333,2,0.4303571875,0.3299098611111111,2,0.2928571875,0.44264194444444444,2
ngaphai_mp4-0059_jpg.rf.1227030709644b7a58f48b3a1dea5299,train,0,nga_phai,train\images\ngaphai_mp4-0059_jpg.rf.1227030709644b7a58f48b3a1dea5299.jpg,0.45987859374999995,0.4123956944444444,0.48738546875,0.7147223611111113,0.29375,0.7141519444444444,2,0.575892890625,0.5521988888888889,2,0.30892859375000004,0.38230694444444446,2,0.344642890625,0.40453583333333337,2,0.37232140625,0.3267348611111111,2,0.426785703125,0.3299104166666667,2,0.284821484375,0.40771124999999997,2
ngaphai_mp4-0062_jpg.rf.e2484e370313c996e537942fab8e3108,train,0,nga_phai,train\images\ngaphai_mp4-0062_jpg.rf.e2484e370313c996e537942fab8e3108.jpg,0.472879453125,0.49636819444444447,0.5304444531250001,0.8233666666666666,0.275601484375,0.7081409722222222,2,0.5809585937499999,0.5447220833333334,2,0.29792296875,0.3860629166666667,2,0.33631578125,0.42731430555555555,2,0.363101484375,0.33529194444444443,2,0.42292296875,0.33846513888888885,2,0.283637265625,0.42890097222222223,2
ngaphai_mp4-0063_jpg.rf.c96c2f10da48ec4ebabad5239ab0639c,train,0,nga_phai,train\images\ngaphai_mp4-0063_jpg.rf.c96c2f10da48ec4ebabad5239ab0639c.jpg,0.471554765625,0.45530166666666666,0.48903328125000006,0.7147322222222223,0.270535859375,0.6903284722222222,2,0.574107265625,0.5299631944444445,2,0.28839296875,0.3632468055555555,2,0.33392859375,0.42575,2,0.351785859375,0.3172013888888889,2,0.412500078125,0.3092625,2,0.276785859375,0.4029411111111111,2
ngaphai_mp4-0064_jpg.rf.712f1ef18b1ead9fde77858a2738237d,train,0,nga_phai,train\images\ngaphai_mp4-0064_jpg.rf.712f1ef18b1ead9fde77858a2738237d.jpg,0.42600453125,0.44678347222222214,0.5819196875000001,0.7825661111111111,0.263392890625,0.7459070833333333,2,0.5785714843750001,0.5537862499999999,2,0.28303578125,0.3965965277777778,2,0.32142859375,0.4092986111111111,2,0.34553578125,0.3441998611111111,2,0.40982140625,0.3410243055555556,2,0.27410718749999996,0.4410541666666667,2
ngaphai_mp4-0065_jpg.rf.5d614b8eba7d31073accd3783b604e3c,train,0,nga_phai,train\images\ngaphai_mp4-0065_jpg.rf.5d614b8eba7d31073accd3783b604e3c.jpg,0.41462062499999996,0.42407861111111106,0.6493303906250001,0.745335972222222,0.28125007812499997,0.7141515277777779,2,0.5660715625,0.5553740277777778,2,0.28125007812499997,0.3838943055555556,2,0.3116071875,0.43686763888888885,2,0.350000078125,0.33467319444444443,2,0.40089296875,0.3299098611111111,2,0.27142867187499997,0.44264194444444444,2
ngaphai_mp4-0067_jpg.rf.462a2f1f1171265fcb8ac6252567ca5c,train,0,nga_phai,train\images\ngaphai_mp4-0067_jpg.rf.462a2f1f1171265fcb8ac6252567ca5c.jpg,0.42948531250000005,0.49612194444444446,0.5104737500000001,0.7612352777777779,0.27075046875000003,0.7160625,2,0.5365999218749999,0.5770895833333334,2,0.258917421875,0.388985,2,0.292838828125,0.41004152777777775,2,0.321238203125,0.32721930555555556,2,0.3843478125,0.32300805555555556,2,0.244717734375,0.43390555555555554,2
ngaphai_mp4-0068_jpg.rf.8ffe001ff81e1e9d25e52196443c75a8,train,0,nga_phai,train\images\ngaphai_mp4-0068_jpg.rf.8ffe001ff81e1e9d25e52196443c75a8.jpg,0.362137109375,0.4660552777777778,0.433304453125,0.7511333333333334,0.23581179687499998,0.7298431944444446,2,0.545633203125,0.5678902777777778,2,0.2438475,0.421815,2,0.28224031250000003,0.44404375,2,0.310811796875,0.35989166666666667,2,0.37063320312500003,0.34242625,2,0.23402609375,0.4630970833333333,2
ngaphai_mp4-0069_jpg.rf.f048dfbaa7401e63f7317878dd03aab9,train,0,nga_phai,train\images\ngaphai_mp4-0069_jpg.rf.f048dfbaa7401e63f7317878dd03aab9.jpg,0.361296640625,0.5390348611111111,0.43177656249999996,0.8332286111111112,0.247321484375,0.7319398611111112,2,0.541964296875,0.552655,2,0.238392890625,0.43207416666666665,2,0.273214296875,0.4542863888888889,2,0.29642859375,0.36385069444444446,2,0.36607140625,0.3495713888888889,2,0.22767859375000002,0.46539250000000004,2
ngaphai_mp4-0070_jpg.rf.6b2a63b346cdeb99692ad3b6fa4447b8,train,0,nga_phai,train\images\ngaphai_mp4-0070_jpg.rf.6b2a63b346cdeb99692ad3b6fa4447b8.jpg,0.4008928125,0.5088594444444445,0.5517857812499999,0.8174230555555555,0.236607109375,0.7351130555555555,2,0.54017859375,0.5478952777777778,2,0.23125,0.42890097222222223,2,0.266964296875,0.4638059722222222,2,0.288392890625,0.3670238888888889,2,0.35892859375,0.35750430555555557,2,0.223214296875,0.4733254166666667,2
ngaphai_mp4-0071_jpg.rf.dee0915ed5e519ec311c04b9d7ccc17c,train,0,nga_phai,train\images\ngaphai_mp4-0071_jpg.rf.dee0915ed5e519ec311c04b9d7ccc17c.jpg,0.33885515625,0.46337138888888885,0.41871835937499996,0.6506515277777777,0.245535703125,0.7443191666666666,2,0.528571484375,0.5553740277777778,2,0.223214296875,0.42835194444444447,2,0.266071484375,0.45534416666666666,2,0.287500078125,0.36801652777777777,2,0.3531521875,0.3581075,2,0.23035718749999998,0.49503847222222225,2
ngaphai_mp4-0074_jpg.rf.cb838650a503553450ff217ee9178727,train,0,nga_phai,train\images\ngaphai_mp4-0074_jpg.rf.cb838650a503553450ff217ee9178727.jpg,0.36269203125000005,0.4663263888888889,0.52460875,0.6440275000000001,0.24791617187499998,0.7472381944444444,2,0.5042992187500001,0.5844013888888889,2,0.199006171875,0.4468323611111111,2,0.23844976562500003,0.46648513888888893,2,0.26211585937500004,0.3738365277777778,2,0.330747578125,0.36962527777777776,2,0.189539765625,0.5001754166666667,2
ngaphai_mp4-0075_jpg.rf.7b86b35e4f58945ced5cdfc14a3bdd6e,train,0,nga_phai,train\images\ngaphai_mp4-0075_jpg.rf.7b86b35e4f58945ced5cdfc14a3bdd6e.jpg,0.387738828125,0.4995263888888889,0.6000313281249999,0.7625709722222221,0.24260203125,0.73759625,2,0.494251796875,0.6042386111111111,2,0.196847578125,0.44420916666666665,2,0.22998015624999998,0.4652656944444445,2,0.257590625,0.3726172222222222,2,0.328588984375,0.37121347222222223,2,0.182647890625,0.5003598611111111,2
ngaphai_mp4-0076_jpg.rf.bc63fb75171b478363d4c0ba0d2f4d2a,train,0,nga_phai,train\images\ngaphai_mp4-0076_jpg.rf.bc63fb75171b478363d4c0ba0d2f4d2a.jpg,0.31085109375000003,0.48111583333333324,0.44987164062500007,0.7006969444444444,0.2297721875,0.7402193055555556,2,0.488521796875,0.5928240277777778,2,0.18796203125,0.4426209722222222,2,0.22503890625,0.4735038888888889,2,0.251071640625,0.37804777777777776,2,0.32206999999999997,0.3682215277777778,2,0.16745140625,0.49315666666666663,2
ngaphai_mp4-0078_jpg.rf.8a87bf74e219751c5df944f381d07223,train,0,nga_phai,train\images\ngaphai_mp4-0078_jpg.rf.8a87bf74e219751c5df944f381d07223.jpg,0.278125,0.4417329166666667,0.55625,0.6782801388888889,0.207142890625,0.690335,2,0.485714296875,0.5236184722222222,2,0.179464296875,0.4569319444444444,2,0.22611609375000002,0.4932476388888889,2,0.2491071875,0.38230652777777774,2,0.31517859375,0.36166541666666663,2,0.169642890625,0.4998018055555556,2
ngaphai_mp4-0079_jpg.rf.a3dc347846d62a91596e83f8848468ac,train,0,nga_phai,train\images\ngaphai_mp4-0079_jpg.rf.a3dc347846d62a91596e83f8848468ac.jpg,0.34140640625,0.4286905555555555,0.5439734374999999,0.5964244444444445,0.20625,0.7014493055555555,2,0.5008928906250001,0.5299695833333333,2,0.1741071875,0.4601075,2,0.22767859375000002,0.4870997222222222,2,0.25267859375,0.38548208333333334,2,0.31607140624999996,0.3632531944444445,2,0.1741071875,0.5236184722222222,2
