hamming_distance,same_split,same_label,split_a,label_a,path_a,split_b,label_b,path_b
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,leaning_backward,train\leaning_backward\extract0630_jpg.rf.59f82ddfb802c1212cc8c2db010a8701.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,leaning_backward,train\leaning_backward\extract0630_jpg.rf.9d0c69ce4a9e254cd75a1b0650201020.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,leaning_backward,train\leaning_backward\extract0632_jpg.rf.e9fb387a53fc955b5ea58b36207e3c24.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,upright,train\upright\extract0631_jpg.rf.1ac0830aad7037d1dab6c4c7b77a0b2d.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,upright,train\upright\extract0633_jpg.rf.4b2d1b85d52643fe600576953c6ad474.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,upright,train\upright\extract0634_jpg.rf.551258b59850537566e987d62521146d.jpg
0,False,False,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,train,upright,train\upright\extract0635_jpg.rf.320fc97a6a2bbfab4097851cf9d1a3bd.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,valid,leaning_backward,valid\leaning_backward\extract0625_jpg.rf.29377dba97b778d47850c2df4e06a21c.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2315_jpg.rf.bd0871fa15402a3c44c31f827b7367d1.jpg,train,leaning_backward,train\leaning_backward\extract2315_jpg.rf.b6e00b38f6a238323aab020b3560749a.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2328_jpg.rf.19f11a616e0b0290bf9d5dfbdc628b0c.jpg,valid,leaning_backward,valid\leaning_backward\extract2329_jpg.rf.d8f3228fffcb4cb4197484a6328ff116.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2337_jpg.rf.f69308a1bb0ee1cfac87c410ad45caba.jpg,train,leaning_backward,train\leaning_backward\extract2333_jpg.rf.698361486cb98f7987054893b358be69.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2337_jpg.rf.f69308a1bb0ee1cfac87c410ad45caba.jpg,train,leaning_backward,train\leaning_backward\extract2334_jpg.rf.9cacbee2b2f5afdbf430f66d1e22c04e.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2337_jpg.rf.f69308a1bb0ee1cfac87c410ad45caba.jpg,train,leaning_backward,train\leaning_backward\extract2335_jpg.rf.fb72af8dc91fc4faf89824fe4dcc40fe.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2337_jpg.rf.f69308a1bb0ee1cfac87c410ad45caba.jpg,train,leaning_backward,train\leaning_backward\extract2336_jpg.rf.5c82687eead4e935b38e2245bce18ea3.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2337_jpg.rf.f69308a1bb0ee1cfac87c410ad45caba.jpg,train,leaning_backward,train\leaning_backward\extract2338_jpg.rf.ae43c4d0377c6d987ce68b37a4c728b3.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2337_jpg.rf.f69308a1bb0ee1cfac87c410ad45caba.jpg,valid,leaning_backward,valid\leaning_backward\extract2336_jpg.rf.b92f9026bb914f119e920de32b990107.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2357_jpg.rf.651a032aa596cf4fbf0eae33b4c2bfe5.jpg,train,leaning_backward,train\leaning_backward\extract2370_jpg.rf.bf7834cf81e8649805eecb71221531fc.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2357_jpg.rf.651a032aa596cf4fbf0eae33b4c2bfe5.jpg,valid,leaning_backward,valid\leaning_backward\extract2375_jpg.rf.ed46f10c3712c7b34b540458dcc6dca8.jpg
0,True,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,test,leaning_backward,test\leaning_backward\extract2364_jpg.rf.a7a1023e182b97d881615837cf6c4615.jpg
0,True,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,test,leaning_backward,test\leaning_backward\extract2365_jpg.rf.0ccca2c6614d61447d03a1e384c5956d.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2350_jpg.rf.db0ffffec998675faa77db175b360fcc.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2352_jpg.rf.9d4642293544ce40b808896a62d6ae96.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2353_jpg.rf.43c56c04e9e8ea06d192b8ab7470f4ef.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2354_jpg.rf.052e0ff18de871277ed14ceeefaf8fbe.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2355_jpg.rf.496b4d444488f20c1a70e8a067183169.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2356_jpg.rf.eec0db94db07a7e9ee7e896324906e7b.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2357_jpg.rf.56ee9164ded4d320da06c727413c2697.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2358_jpg.rf.26008fc07ad6494ba3b6d56f5c0e8c61.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2358_jpg.rf.2fffd4fc86fd29c65762d1c207fd8b4b.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2359_jpg.rf.977539d1b3a0f55de4294a12338cdf79.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2359_jpg.rf.aabd8968f4f2d12b92ee2257a92f924e.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2362_jpg.rf.6721cb093ddff6d40ad87d8cf2457eb1.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2363_jpg.rf.be1f22adb3f4500697282623a8a12471.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2365_jpg.rf.7d97bdee782517d2555448113f02e352.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2366_jpg.rf.97b5029e6bb4f37a72101799a108eadd.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2366_jpg.rf.bdf6a03e98e27e399e436c54b57d0a24.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2367_jpg.rf.512bd182e20d3b0fbb8b25da2c1c66ff.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2367_jpg.rf.51f77a8342af884aab962ac2fea5b9ea.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2368_jpg.rf.d4d09a7889971f58c3ea3eefa70d5014.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2370_jpg.rf.64dd3d8baaffad95181ff08b545156e7.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2371_jpg.rf.21a123590b341dd69d161370dd58b0c1.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2372_jpg.rf.fffc7d21f84db088d95e30f66b5bcd0c.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2373_jpg.rf.7d1b009a2839ed1667c707dd8eb742c4.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2374_jpg.rf.2ac7f58d704d3237471f13ddcc3582ac.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2375_jpg.rf.555493c6798d93c3d3b08bd8e8d87ac1.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2376_jpg.rf.b3e0bb5d81f5815182d228cba04a7f06.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,train,leaning_backward,train\leaning_backward\extract2377_jpg.rf.887672d5c56b48c42fd6c8c70e14b00c.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,valid,leaning_backward,valid\leaning_backward\extract2349_jpg.rf.df65c36528a9497a528c231f40bdccd9.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,valid,leaning_backward,valid\leaning_backward\extract2351_jpg.rf.1118fd80d95af18d686de5cbf0152d38.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,valid,leaning_backward,valid\leaning_backward\extract2356_jpg.rf.ea3eae6db23d100992b7862f93e10bf7.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,valid,leaning_backward,valid\leaning_backward\extract2361_jpg.rf.e513f7b59d1a9f195142b302a8388c77.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,valid,leaning_backward,valid\leaning_backward\extract2369_jpg.rf.f64d4ea008330a9fb6a3acdd5b91ecd8.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,valid,leaning_backward,valid\leaning_backward\extract2376_jpg.rf.8dfa2114f2c417ef38996352b087d1ea.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2363_jpg.rf.341137ff33ff013450b0e3b679dfbf1f.jpg,train,leaning_backward,train\leaning_backward\extract2361_jpg.rf.e971b3cf2d8052c6f24e4092b8468c77.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2363_jpg.rf.341137ff33ff013450b0e3b679dfbf1f.jpg,train,leaning_backward,train\leaning_backward\extract2362_jpg.rf.38e7e1f4ff826cd1f88e5c54c099fe12.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2363_jpg.rf.341137ff33ff013450b0e3b679dfbf1f.jpg,train,leaning_backward,train\leaning_backward\extract2368_jpg.rf.3949b6880ce8ef0f2bcebce93fc4ffe0.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2363_jpg.rf.341137ff33ff013450b0e3b679dfbf1f.jpg,valid,leaning_backward,valid\leaning_backward\extract2353_jpg.rf.2acbb376faf094d79e27e5efaf074aa5.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2364_jpg.rf.9dd425d1c0951b6f3d805ac01033edf4.jpg,train,leaning_backward,train\leaning_backward\extract2349_jpg.rf.eb15842e9b1a44a3f70c703cc2228f9c.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2364_jpg.rf.9dd425d1c0951b6f3d805ac01033edf4.jpg,train,leaning_backward,train\leaning_backward\extract2350_jpg.rf.540c34293604618d09bb8295a3436b69.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2364_jpg.rf.9dd425d1c0951b6f3d805ac01033edf4.jpg,train,leaning_backward,train\leaning_backward\extract2354_jpg.rf.13306a04df52d051720784103274f4e5.jpg
0,False,True,test,leaning_backward,test\leaning_backward\extract2364_jpg.rf.9dd425d1c0951b6f3d805ac01033edf4.jpg,train,leaning_backward,train\leaning_backward\extract2369_jpg.rf.143ba48b392e12bdab1b0fddb29b9248.jpg
