path,relative_path,split,label,width,height,aspect_ratio,file_size_bytes,sha256,dhash64,brightness_mean,edge_variance,is_corrupt,error
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract0617_jpg.rf.f5a1896477d710d0f23e637bb09b6094.jpg,test\leaning_backward\extract0617_jpg.rf.f5a1896477d710d0f23e637bb09b6094.jpg,test,leaning_backward,1080,720,1.5,28882,5eb7d0f74f75e48c9e9419c95a89a13bda66773a15fe79237490b7d9ec0df192,a7971a4d1f1b1b39,111.9962,241.1112,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract0619_jpg.rf.ab84bbcaf8a35fdeeea1bdd5cf5579d2.jpg,test\leaning_backward\extract0619_jpg.rf.ab84bbcaf8a35fdeeea1bdd5cf5579d2.jpg,test,leaning_backward,1080,720,1.5,29079,40c20ab04b22fb67916c344bf5299ee6e9bb1fb3dd8afc36b560ee4b020a5f7d,a7971a4d1f1b1b39,112.0062,246.5537,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract0620_jpg.rf.d419a420326b55360a59c80f9fbffbe9.jpg,test\leaning_backward\extract0620_jpg.rf.d419a420326b55360a59c80f9fbffbe9.jpg,test,leaning_backward,1080,720,1.5,29254,3114c7e7f28738f8a2e8e47fb5f4ee889fc23aac2591ab81d921ce2f57046064,a7971a4d1f1b1b39,111.9405,249.9326,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract0623_jpg.rf.bba46de39f180ddbff817dc23fa8f420.jpg,test\leaning_backward\extract0623_jpg.rf.bba46de39f180ddbff817dc23fa8f420.jpg,test,leaning_backward,1080,720,1.5,52348,81c4f8318a30364f5bfbb85ad6be7a1123a5727fbf706b79778a26ffe8be56a5,1a14a74d07272763,111.7451,167.9171,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,test\leaning_backward\extract0624_jpg.rf.951de2a07e986dd4a90b9c6275eeac3c.jpg,test,leaning_backward,1080,720,1.5,29592,098985edceb3ae48cc149aa78d70a520a09daf22eb71f13c95d908400afc2a28,87d71a4d0f1b1b39,111.6802,248.4935,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,test\leaning_backward\extract0626_jpg.rf.2a0028b4515061e42e9d4cd185ae5b7c.jpg,test,leaning_backward,1080,720,1.5,55353,a69b9678f93a90b8ef66ff6947e9fd6c10ef12e53ce33f759577d30b4685bfc9,87d71a4d0f1b1b39,111.8944,164.3153,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,test\leaning_backward\extract0626_jpg.rf.2c31fd90121e21c682bb44b3ff773210.jpg,test,leaning_backward,1080,720,1.5,29765,b122b33e486c672bc2ccf78931429060b742fbde8c382ebf8ae2afdabfc71561,87d71a4d0f1b1b39,111.6719,251.6728,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2314_jpg.rf.5de2fbe76ab6a0b61ca755b44fe6680f.jpg,test\leaning_backward\extract2314_jpg.rf.5de2fbe76ab6a0b61ca755b44fe6680f.jpg,test,leaning_backward,1080,720,1.5,54010,fe521723834818650f260bd58f87835e2f01b74d1a3b773d5f903d44b0002a13,1a1497550f262b23,111.7675,162.126,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2315_jpg.rf.bd0871fa15402a3c44c31f827b7367d1.jpg,test\leaning_backward\extract2315_jpg.rf.bd0871fa15402a3c44c31f827b7367d1.jpg,test,leaning_backward,1080,720,1.5,28904,bd0ed1fb644ee925904d8f2da3826e29e78d2b5ded5c2786cc6fd0c13da1cf77,a3df16550f9b2b3b,112.7929,247.0265,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2317_jpg.rf.1108843af13f5a3f48e57db881b346f1.jpg,test\leaning_backward\extract2317_jpg.rf.1108843af13f5a3f48e57db881b346f1.jpg,test,leaning_backward,1080,720,1.5,53006,b697ca1945b5cfc41230a9f933db1b9a11661204c7da0829e5264fd3546f8451,300c97540f272b23,114.7296,173.4184,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2328_jpg.rf.19f11a616e0b0290bf9d5dfbdc628b0c.jpg,test\leaning_backward\extract2328_jpg.rf.19f11a616e0b0290bf9d5dfbdc628b0c.jpg,test,leaning_backward,1080,720,1.5,28424,647acf9a4fbbdeaceda86b0d5c8144c835f208d0ef0624c15b640f38f660c43f,f3df0e510f0b9b1a,119.684,269.1255,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2337_jpg.rf.252b286b6a53e82bd5299eff3e97ea23.jpg,test\leaning_backward\extract2337_jpg.rf.252b286b6a53e82bd5299eff3e97ea23.jpg,test,leaning_backward,1080,720,1.5,51711,f69034ded14e9bbd7019c371d90a29ef7aac05ce40a89b5515c8098d16e7566e,30008b650f2f36b7,120.6523,190.8254,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2337_jpg.rf.f69308a1bb0ee1cfac87c410ad45caba.jpg,test\leaning_backward\extract2337_jpg.rf.f69308a1bb0ee1cfac87c410ad45caba.jpg,test,leaning_backward,1080,720,1.5,28125,a662dd3c740752ccd49e6480c09caebf54f311908c1563e23d6a381006eb24a4,f3d72e590f0b9392,120.6442,276.2467,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2343_jpg.rf.bc7dd1b550e5978c98c4602efa9b37c4.jpg,test\leaning_backward\extract2343_jpg.rf.bc7dd1b550e5978c98c4602efa9b37c4.jpg,test,leaning_backward,1080,720,1.5,50636,0e12af106be868b058f2f5ec6e9f47edc08593e489e1f1be068d7b1e46cdfdc4,f3f72e4d1b039392,122.0773,187.5558,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2357_jpg.rf.651a032aa596cf4fbf0eae33b4c2bfe5.jpg,test\leaning_backward\extract2357_jpg.rf.651a032aa596cf4fbf0eae33b4c2bfe5.jpg,test,leaning_backward,1080,720,1.5,51087,2300a206b862294f35d25e361dcf2f3dbc61ec7e3e169ec61df236ba7c5ae0d0,30008b4f273f36b6,123.3429,202.8412,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,test\leaning_backward\extract2360_jpg.rf.717ae1cb99bcecfef2591d2aa86b28cc.jpg,test,leaning_backward,1080,720,1.5,28583,d5588458b8a453efbed4965dd94376aa7949c540a9124d745536b0b1dc9f72f3,f3f72e0d1b039392,122.4437,303.4957,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2363_jpg.rf.341137ff33ff013450b0e3b679dfbf1f.jpg,test\leaning_backward\extract2363_jpg.rf.341137ff33ff013450b0e3b679dfbf1f.jpg,test,leaning_backward,1080,718,1.504178,51063,5a70f9d864fc6602b24c7a21bca3c23ca0b21a3db12fa556be48127a817a82e8,30008b4d273f36b6,123.1684,211.6161,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2364_jpg.rf.9dd425d1c0951b6f3d805ac01033edf4.jpg,test\leaning_backward\extract2364_jpg.rf.9dd425d1c0951b6f3d805ac01033edf4.jpg,test,leaning_backward,1080,720,1.5,52444,885e95bd7b6baeee8ced86320355d748f97367a2dff0b752b460edeecd8f9aab,f3ff2e0d1b039392,122.4614,205.3728,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2364_jpg.rf.a7a1023e182b97d881615837cf6c4615.jpg,test\leaning_backward\extract2364_jpg.rf.a7a1023e182b97d881615837cf6c4615.jpg,test,leaning_backward,1080,720,1.5,28507,722280ff0863892351480f24fc137686bb2152aa6a019d42471d3b41bac56d04,f3f72e0d1b039392,122.2386,301.0225,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2365_jpg.rf.0ccca2c6614d61447d03a1e384c5956d.jpg,test\leaning_backward\extract2365_jpg.rf.0ccca2c6614d61447d03a1e384c5956d.jpg,test,leaning_backward,1080,720,1.5,28508,bf8c2bbbc5145e45c8651334c0a3be4be8b17ac8676069bd215d14d9ef28ef3f,f3f72e0d1b039392,122.122,295.79,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2378_jpg.rf.b36a51947dadf016c43ce73c61308dbc.jpg,test\leaning_backward\extract2378_jpg.rf.b36a51947dadf016c43ce73c61308dbc.jpg,test,leaning_backward,1080,720,1.5,50166,f32ea8ebcb1b8a7219fb04d56b7ea2ba8044a65fc5b270748f036c97e449782b,f3f72e0d1b038392,120.4631,200.2961,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2387_jpg.rf.b6c0a56ac06f6b739825fdd4fecd7a8c.jpg,test\leaning_backward\extract2387_jpg.rf.b6c0a56ac06f6b739825fdd4fecd7a8c.jpg,test,leaning_backward,1080,720,1.5,27661,f0bfe7a814dda9ec12ae6038864fc43f061f6535dbd09219f7e2831822780cbc,f3f72e0d17039336,118.0766,278.5202,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2389_jpg.rf.88c38bf54c3b6532b536723064b5d079.jpg,test\leaning_backward\extract2389_jpg.rf.88c38bf54c3b6532b536723064b5d079.jpg,test,leaning_backward,1080,718,1.504178,49321,e78d304bebe278430568da5a8870c21c7d1e57d3098c92246fafbff00d533c25,30008b4d173f3693,118.4109,190.1484,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2391_jpg.rf.22054cefc67778e79e86ceeef5e6f051.jpg,test\leaning_backward\extract2391_jpg.rf.22054cefc67778e79e86ceeef5e6f051.jpg,test,leaning_backward,1080,720,1.5,27838,762b3491ed99562b5ef818f334e307e266f95f8510ba686e0181af15b6f08068,f3f72e0d17039336,118.0923,282.5797,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2396_jpg.rf.d78ab4423155f318542162e159654eac.jpg,test\leaning_backward\extract2396_jpg.rf.d78ab4423155f318542162e159654eac.jpg,test,leaning_backward,1080,720,1.5,28231,671c7b703c6c8e5696c0e78e0ecbfd42f5850e9f169243c09663c01a33f1836a,f3f72e0d17131336,119.0912,294.6152,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2406_jpg.rf.110096db6db7215a860d399020fbc6a9.jpg,test\leaning_backward\extract2406_jpg.rf.110096db6db7215a860d399020fbc6a9.jpg,test,leaning_backward,1080,720,1.5,28344,e3ca8acbd3b9ed7e566cde4dc6e9b69fe0c56d306f06eab5a3a37fdb91d7cc07,f3f72e1d17131336,119.3069,291.7333,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2411_jpg.rf.08fc4ac6e60379251ebf23afa3aa7616.jpg,test\leaning_backward\extract2411_jpg.rf.08fc4ac6e60379251ebf23afa3aa7616.jpg,test,leaning_backward,1080,720,1.5,48138,d1e89d904ebc7c99ea7b72934000aba4b69817b187b09b1d14e7d4a872087f6e,f3f70e1517133336,118.4798,190.5251,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2417_jpg.rf.be8d46bf007c4864ac64dc1bbd8d0c90.jpg,test\leaning_backward\extract2417_jpg.rf.be8d46bf007c4864ac64dc1bbd8d0c90.jpg,test,leaning_backward,1080,720,1.5,28118,5682cd1722f21da71ff76320233b6b53b4309495a6918ef83bd86d50d6f7c1c7,f3ff1e151f1b3b22,117.8799,277.4926,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2418_jpg.rf.3b3958595bbda2516695f9d4e4b13729.jpg,test\leaning_backward\extract2418_jpg.rf.3b3958595bbda2516695f9d4e4b13729.jpg,test,leaning_backward,1080,720,1.5,49519,0becd17d7085d732f503ff882f24531a8da558d67785d70339e933c9040fb042,f3ef1e151f1b3b2a,117.4672,184.9982,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2418_jpg.rf.45530c5e25ef71e0849c0ca3ffca6946.jpg,test\leaning_backward\extract2418_jpg.rf.45530c5e25ef71e0849c0ca3ffca6946.jpg,test,leaning_backward,1080,720,1.5,28262,4f994f83de18d7b857d927d81d930b3d24ab4f307fad1bd2f8df8e3f2dc33199,f3ef1e151f0b3b2a,117.4539,276.549,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2421_jpg.rf.923323ef7c246b7eab6c10726892b8e6.jpg,test\leaning_backward\extract2421_jpg.rf.923323ef7c246b7eab6c10726892b8e6.jpg,test,leaning_backward,1080,718,1.504178,52792,8df9697d3c284c337762e69df9ac2d0e5056d4bc2cc5898676eb330b17f2fd5d,f3cf1e510f1b2b2a,116.6495,186.3112,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract2424_jpg.rf.d8e1f096e93f1fe678073f7ea15e4938.jpg,test\leaning_backward\extract2424_jpg.rf.d8e1f096e93f1fe678073f7ea15e4938.jpg,test,leaning_backward,1080,720,1.5,49724,bb6f62ffc11de39cfb3b12bd51fdfe4a922ee04ffc874135af58f1bfd9c27804,f3cf16110f1b2b2a,115.5244,179.5173,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract3230_jpg.rf.34356384c9eb63f2b9fa8d46b1950731.jpg,test\leaning_backward\extract3230_jpg.rf.34356384c9eb63f2b9fa8d46b1950731.jpg,test,leaning_backward,1080,720,1.5,28036,e86b103ac76e2aa848c532b37e0ba559892ada0a477a21e2cc938dfecbb3433b,8bd797961d172b29,114.9943,216.128,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract3237_jpg.rf.6c1a6302d4106f00070e84eef863b18e.jpg,test\leaning_backward\extract3237_jpg.rf.6c1a6302d4106f00070e84eef863b18e.jpg,test,leaning_backward,1080,720,1.5,28114,afea6e947aa7977e10ae1c4b66ea802b5cc3b6a4053e355228b03e2844a8b278,8b97d7965d172b29,114.6013,223.2537,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract3253_jpg.rf.4e54f84ae071b6618760aaa722196f0c.jpg,test\leaning_backward\extract3253_jpg.rf.4e54f84ae071b6618760aaa722196f0c.jpg,test,leaning_backward,1080,720,1.5,51706,f735e665b622059f80ddefb304671eaf0b82f938814070f6cda3648ad02f7ae7,b3b7d71e55172b2b,120.2015,159.4375,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract3254_jpg.rf.8b7b1753e168fe323a0aa73621fe3f86.jpg,test\leaning_backward\extract3254_jpg.rf.8b7b1753e168fe323a0aa73621fe3f86.jpg,test,leaning_backward,1080,720,1.5,27882,1ccde2c9d16df38cc873b93593760c86f07e26dacdf5ada65aed355f4a744712,b3b7d71e55172b2b,119.9705,238.64,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract3265_jpg.rf.d2bfc58292198ee3598af99eeb849dd6.jpg,test\leaning_backward\extract3265_jpg.rf.d2bfc58292198ee3598af99eeb849dd6.jpg,test,leaning_backward,1080,720,1.5,27245,0e379549744015e21b37ecc85f80bcd73f9376f4e39af9ae04054af2fab35473,b3b7d71a55172b2b,112.0275,221.343,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract3273_jpg.rf.bb9fd52b20d6eb8cbe346967e1232a68.jpg,test\leaning_backward\extract3273_jpg.rf.bb9fd52b20d6eb8cbe346967e1232a68.jpg,test,leaning_backward,1080,720,1.5,50804,98fe20863977c1ef8695856cb8c95fb6e920d29650e2d176e42afe63fbda8525,b3a7571e5d1f2b29,112.5994,150.615,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\extract3276_jpg.rf.0a64a1791779c90138aff085e4edd52d.jpg,test\leaning_backward\extract3276_jpg.rf.0a64a1791779c90138aff085e4edd52d.jpg,test,leaning_backward,1080,720,1.5,27403,720c62aaa0a6f4c6000b61419d5c8a038818b4be6b6d7a5bab52f038454dc570,b3afd71e5d1f2b29,113.7375,226.6284,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0168_jpg.rf.8a4de90ab892787dc7639d1f8189fc81.jpg,test\leaning_backward\mb0168_jpg.rf.8a4de90ab892787dc7639d1f8189fc81.jpg,test,leaning_backward,1080,720,1.5,76266,c91d50098f3a6be117a0712e6590d84f5e26ba74949d9671edc3e6f46b9d9868,e164642e2c2c39b9,155.3412,314.5956,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0169_jpg.rf.93779746b0fee685fbb83bce904071fe.jpg,test\leaning_backward\mb0169_jpg.rf.93779746b0fee685fbb83bce904071fe.jpg,test,leaning_backward,1079,720,1.498611,74841,c6bc137f3d6610979755f11908275058c43e929f2e66cc9a1180ff7001f1c64b,e1e56c2c2c2c39b9,152.4784,310.3465,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0219_jpg.rf.9b413f3d760ce989eb6c8018ae6d43d4.jpg,test\leaning_backward\mb0219_jpg.rf.9b413f3d760ce989eb6c8018ae6d43d4.jpg,test,leaning_backward,1080,720,1.5,67156,916efbeb6698aa7ccf2651f29414d4400070ec4b504d3ae4e20e61a79cc8c5b4,f6cc4dcd0c2b1030,156.8631,359.6692,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0260_jpg.rf.7071dfb6a3bffe38fa4652350cc6db19.jpg,test\leaning_backward\mb0260_jpg.rf.7071dfb6a3bffe38fa4652350cc6db19.jpg,test,leaning_backward,1080,720,1.5,53046,2a66507a5d7694614486a121ddb06d7378fdc8a90325e8985787ec649d5ceed5,2030c88f050f1b39,158.3724,279.1151,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0285_jpg.rf.4ea80556bc3d646fc74391d1eda67a77.jpg,test\leaning_backward\mb0285_jpg.rf.4ea80556bc3d646fc74391d1eda67a77.jpg,test,leaning_backward,1079,720,1.498611,69359,f009a437c630116eba669efedf4dc5aa60c7ab71af40878d37ca016d05d00b53,564c4dcd0c181818,145.1043,319.1778,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0318_jpg.rf.c6bdf8616b28844b639a6ded1e2dac59.jpg,test\leaning_backward\mb0318_jpg.rf.c6bdf8616b28844b639a6ded1e2dac59.jpg,test,leaning_backward,1079,720,1.498611,51814,f80fe755feb7b31933b9e13784e6cc3d942693d55c532f577879ed4c58e12bee,2214c88f050b0b19,161.7453,263.3675,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0371_jpg.rf.d26caadf4d3f3f32f674383d34795a78.jpg,test\leaning_backward\mb0371_jpg.rf.d26caadf4d3f3f32f674383d34795a78.jpg,test,leaning_backward,1079,720,1.498611,50002,3f86c261fc9890621acbc3a13100be3bdd2507af6dddfc2b87e8bca54161a67f,2070c8cd4d491f9d,169.8746,280.8846,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0405_jpg.rf.f777db56432c1cc36b196293f2c5fdca.jpg,test\leaning_backward\mb0405_jpg.rf.f777db56432c1cc36b196293f2c5fdca.jpg,test,leaning_backward,1080,720,1.5,70443,8b7f6e25ec56cbe55356da733ff3276ebdb36511b7d811e94d35d1d73bee7215,f06434378e0c99f1,165.6471,346.3894,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0433_jpg.rf.07c2202b4f00a9d43a6492d604200bfc.jpg,test\leaning_backward\mb0433_jpg.rf.07c2202b4f00a9d43a6492d604200bfc.jpg,test,leaning_backward,1080,720,1.5,68464,82a00c74ba98003dcd3e86690cf48044ec56e63be6481d15ee8cca8d20dadf5b,5e5c19c90d212260,148.7754,426.9961,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0456_jpg.rf.9147061b86c1d46198cc1a428a872eed.jpg,test\leaning_backward\mb0456_jpg.rf.9147061b86c1d46198cc1a428a872eed.jpg,test,leaning_backward,1080,720,1.5,74076,1ecba1368bc82c7f55d9b1f34054b6122b4af813f5509696b1dc2422f2aa4328,f06c2c268e1899f9,142.0014,387.6765,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0479_jpg.rf.6be37a0ec82092dcae16341f790667ef.jpg,test\leaning_backward\mb0479_jpg.rf.6be37a0ec82092dcae16341f790667ef.jpg,test,leaning_backward,1080,720,1.5,84159,162fc61b1595df77bd749b8cf0fa8a6a069dd6dc101edd2a58de19c1933383ca,e17849c99bcaef22,143.9843,550.718,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0483_jpg.rf.04a37bec435851fd8cdb26a0c146eda6.jpg,test\leaning_backward\mb0483_jpg.rf.04a37bec435851fd8cdb26a0c146eda6.jpg,test,leaning_backward,1080,720,1.5,81888,3483ee3c469d420602a8870a2f279aa9f3f974ecbbacb019098bc3c434f9eb69,78e16d6c2cac38b9,141.7427,550.5524,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0511_jpg.rf.cd9d457b02d9ca4a24a2b0ca3a647461.jpg,test\leaning_backward\mb0511_jpg.rf.cd9d457b02d9ca4a24a2b0ca3a647461.jpg,test,leaning_backward,1079,720,1.498611,71293,9a85fea20522fa3dac67f496b1fcc873ef0d5622feae8bce55c286644aed9abc,83c0666647b7b397,139.8837,305.7467,False,
D:\.Candra\Project\TA\Sitting Posture Classification.v5i.folder\test\leaning_backward\mb0512_jpg.rf.e6639760c6969746ea587a68e30cddd1.jpg,test\leaning_backward\mb0512_jpg.rf.e6639760c6969746ea587a68e30cddd1.jpg,test,leaning_backward,1080,720,1.5,70240,0eb936e499b350801917904b237d0db710de9c0c5c41e28035a3c64e55d9b938,1efc99991d1a3216,140.0881,302.7742,False,
