split,image_id,filename,relative_path,width,height,file_size_bytes,sha256,dhash64,brightness_mean,edge_variance,is_corrupt,has_annotation,annotation_count,error
test,17,image_20241007_193055_jpg.rf.f0149ffe4facc6c0a86b206f8d572fd3.jpg,test/image_20241007_193055_jpg.rf.f0149ffe4facc6c0a86b206f8d572fd3.jpg,640,640,40131,703056d75af8e52163bde09538e6cfae73d5facd12533bd04e8339a4d210675a,a43130a1b1808685,102.8351,645.9231,False,True,1,
test,18,image_20241008_210940_jpg.rf.2aec852a508796ec39b3f6fbf6230067.jpg,test/image_20241008_210940_jpg.rf.2aec852a508796ec39b3f6fbf6230067.jpg,640,640,36371,cb336fc70e4aa40f5ba17fccbf33dd7045d18e0a37930b83f9b786f07a7ab981,a49c983959460764,83.5621,556.7343,False,True,1,
test,19,good_posture_20241021_141554_png.rf.619fa86d083a2092f85ed3146c8c3dd9.jpg,test/good_posture_20241021_141554_png.rf.619fa86d083a2092f85ed3146c8c3dd9.jpg,640,640,32307,dcfba90efc7ef6c3c4005c9478329d9fc088cdc558eed799c3b83ee48daa2dd1,c3979f9eb39dcf1f,131.4268,503.0461,False,True,1,
test,20,bad_posture_20241012_174058_png.rf.09ed9018c8ed440c95ea4b529de4e4e1.jpg,test/bad_posture_20241012_174058_png.rf.09ed9018c8ed440c95ea4b529de4e4e1.jpg,640,640,40305,e02036df4c1581601a2835ca2318008f9808504b11e1ae82726121ecf8cd5500,306c8cb890cec603,132.5919,716.669,False,True,1,
test,21,bad_posture_20241021_142117_png.rf.de94348d74c4109ef0128fc64e610d88.jpg,test/bad_posture_20241021_142117_png.rf.de94348d74c4109ef0128fc64e610d88.jpg,640,640,30659,c5964e546a42b2ce4731f8c1a11f65a9af58ea4c0ff4b67ab5e9ec5702eb8bb1,83cba7c68391cd0f,132.5113,447.1731,False,True,1,
test,22,good_posture_20241012_174128_png.rf.7b70d5ce397ba6d0f6c73a6ffe55b575.jpg,test/good_posture_20241012_174128_png.rf.7b70d5ce397ba6d0f6c73a6ffe55b575.jpg,640,640,40792,8741466f7c63f7ee0d4d6c6e7b09fc3aefacd1a815707e4e9c74a822661760a2,30b8b8d898dec603,135.3407,719.7514,False,True,1,
test,23,bad_posture_20241013_225802_png.rf.34dd19fba4a0606a0af4f1ef545c1d26.jpg,test/bad_posture_20241013_225802_png.rf.34dd19fba4a0606a0af4f1ef545c1d26.jpg,640,640,30589,e954508e01f893a29162cc524bd40f51f7fe710394c9b341108c5ae049854ded,c8cccca0c0812626,57.5745,313.2652,False,True,1,
test,24,bad_posture_20241013_220804_png.rf.d26014a7fa46be0769b8bb1977083fb0.jpg,test/bad_posture_20241013_220804_png.rf.d26014a7fa46be0769b8bb1977083fb0.jpg,640,640,38185,bb8f4a00c33ccca1a7c20c15ca1de2a6c0c8786aa414bb39ce2c84521741009d,ceccccc8420a3607,94.3755,518.2396,False,True,1,
test,25,image_20241007_191052_jpg.rf.fb41f9fa31c02b6115588cc204762ff8.jpg,test/image_20241007_191052_jpg.rf.fb41f9fa31c02b6115588cc204762ff8.jpg,640,640,39886,6999917573a8a76a8d87f74ff85b64afd69d2299c9538e84adf2a8cf3ae194c4,a4999891d9664365,102.2679,598.1995,False,True,1,
test,26,good_posture_20241021_141329_png.rf.ff15b6917f26885a4a837bf0afd5b7e9.jpg,test/good_posture_20241021_141329_png.rf.ff15b6917f26885a4a837bf0afd5b7e9.jpg,640,640,31865,152d53d0a3bd274870eb79eaab5682f2d79d82f115cf68134543514633331350,63979f9e938ccd8f,128.0743,514.4427,False,True,1,
train,0,bad_posture_20241021_142856_png.rf.d63238b8aa0715cda8e88f5ecaef0e2f.jpg,train/bad_posture_20241021_142856_png.rf.d63238b8aa0715cda8e88f5ecaef0e2f.jpg,640,640,64569,311c5f31b11f997f80db0573ee6c0a65d006423829b71db746c065aad959d74a,82b3cf8cba91999f,136.3591,1805.3824,False,True,1,
train,1,good_posture_20241013_222712_png.rf.d4260da6ca2e54e87b93742653249b2b.jpg,train/good_posture_20241013_222712_png.rf.d4260da6ca2e54e87b93742653249b2b.jpg,640,640,79725,51a597ea32254b5b756f0e824e864631e747d5601d1340c68057df93e72730b4,dcdce8e0622c3617,60.8037,1761.848,False,True,1,
train,2,bad_posture_20241013_225750_png.rf.daa920390fdfc539db263e20cfef43ef.jpg,train/bad_posture_20241013_225750_png.rf.daa920390fdfc539db263e20cfef43ef.jpg,640,640,30923,002d4877664528e78d022e63110095f1610aea9936d1038df35f1695d997c1a2,ccccccc0c081a626,56.0477,314.481,False,True,1,
train,3,bad_posture_20241021_142448_png.rf.d33dd9f9f893e9afb7e761de880c9371.jpg,train/bad_posture_20241021_142448_png.rf.d33dd9f9f893e9afb7e761de880c9371.jpg,640,640,33766,616af096d1088996cc40e7c715359b4f5618c47e0852c03f20ed59cdad261c44,82cfd3c292898f9f,137.6209,576.6271,False,True,1,
train,4,bad_posture_20241013_225714_png.rf.d2c1738f716f13eb44311e3ea1d89477.jpg,train/bad_posture_20241013_225714_png.rf.d2c1738f716f13eb44311e3ea1d89477.jpg,640,640,30478,deac7096deaf34a42aabd27c0d30355256c2bbebbd75b6153a951e4991452803,c6c6e4a4c0894e46,55.1258,306.9066,False,True,1,
train,5,image_20241008_203730_jpg.rf.db22bb8d251335e4b0098ff677b77b70.jpg,train/image_20241008_203730_jpg.rf.db22bb8d251335e4b0098ff677b77b70.jpg,640,640,83762,94cf556480037a994ecab64becf5c9da556fe361be4d3fe18a8a821f7970e6b3,a4343031d9661784,80.754,2093.1414,False,True,1,
train,6,good_posture_20241021_141536_png.rf.d3f0e943b02c7be763e6cf54d93d567f.jpg,train/good_posture_20241021_141536_png.rf.d3f0e943b02c7be763e6cf54d93d567f.jpg,640,640,76797,360187668b70d4229042742da4a08c0236cd7cd8d279dd37cb766535d4e0b4b8,e29b9b9eb39dcd9f,130.4798,2447.6931,False,True,1,
train,7,good_posture_20241013_225734_png.rf.d9808e2e835c5aa353fe9631a6258afb.jpg,train/good_posture_20241013_225734_png.rf.d9808e2e835c5aa353fe9631a6258afb.jpg,640,640,37443,4fa3d36a7fcd2912be2d2893ec83216ffb0bb7a2512b84cca050d0dc939b5a3f,b0b0d458c0854646,55.3936,508.6617,False,True,1,
train,8,good_posture_20241021_141341_png.rf.d8f8602154db4e80d92f4cd2f119a846.jpg,train/good_posture_20241021_141341_png.rf.d8f8602154db4e80d92f4cd2f119a846.jpg,640,640,81202,cebc5de593e2f53bc7e21242adab9057f731eba3f17b1130b4ffc97925ebffa3,e39b9b9eb394cf9f,128.4115,2506.7925,False,True,1,
train,9,bad_posture_20241021_143008_png.rf.d9c1ef0798864f8bfa499de7693cc403.jpg,train/bad_posture_20241021_143008_png.rf.d9c1ef0798864f8bfa499de7693cc403.jpg,640,640,32130,a84a4b38f4fed03af94d8911d180d80ab7af4bfcd49bbbff37c0ecf66e010628,8393cf8e92a9999f,136.7487,500.2902,False,True,1,
train,10,good_posture_20241021_142342_png.rf.d7977438f1a429a0c4f3e34cd03074e1.jpg,train/good_posture_20241021_142342_png.rf.d7977438f1a429a0c4f3e34cd03074e1.jpg,640,640,30989,03e60e373384f0e8f94247e442e8d544bdbe7e3cab5ff5df3f80662a0d774ffe,b2cfcf9e92938d9f,137.131,431.3259,False,True,1,
train,11,good_posture_20241021_144124_png.rf.d1fc5160ed82325c329aaaf90ef09fd4.jpg,train/good_posture_20241021_144124_png.rf.d1fc5160ed82325c329aaaf90ef09fd4.jpg,640,640,31713,f9684856a60cb841885f68fff45c4a4c5443c263fec47bf36e4505c6f49ae6a6,639f9f9e998b8d9f,132.613,422.8741,False,True,1,
train,12,bad_posture_20241021_142856_png.rf.d4683811d3b2e345171fee3e044ee2f0.jpg,train/bad_posture_20241021_142856_png.rf.d4683811d3b2e345171fee3e044ee2f0.jpg,640,640,31571,741cf857c56be10a34cca45246e04602a07e51cbfff38fa5b0fd5174c76e773d,82b3cf8cba99999f,136.4113,404.0728,False,True,1,
train,13,image_20241008_200913_jpg.rf.d5692304206ef908694a131f59cd4ce7.jpg,train/image_20241008_200913_jpg.rf.d5692304206ef908694a131f59cd4ce7.jpg,640,640,36881,220b1079dcfcbdddd9e326c23997e82e4ae5d8bd597d33f0315fddbb71b19c11,a49c9831714e4764,85.4641,560.2156,False,True,1,
train,14,good_posture_20241013_225742_png.rf.d33f51690b5f0b8d693c2cd787bf8808.jpg,train/good_posture_20241013_225742_png.rf.d33f51690b5f0b8d693c2cd787bf8808.jpg,640,640,77918,32312a3d246d986ff3b46490dd1202aa1f8d4fd120f553f1586a8b5ff2a5b5f8,9898c0c8c081a626,56.668,1714.7869,False,True,1,
train,15,good_posture_20241021_180607_png.rf.d0e2520a5d55463255fdbfe0196973f3.jpg,train/good_posture_20241021_180607_png.rf.d0e2520a5d55463255fdbfe0196973f3.jpg,640,640,39837,eb51ab8511094eeaacd652890a65fc3681d9bef7952e99bbd9b9a4cd6d8feca5,f3cf4d8f9ecfc69f,132.6086,653.9064,False,True,1,
train,16,bad_posture_20241021_180513_png.rf.d84928495a9e069e0b719fb4b2f83f4e.jpg,train/bad_posture_20241021_180513_png.rf.d84928495a9e069e0b719fb4b2f83f4e.jpg,640,640,33904,a54c718ebe0c9594783d33c6eff1f00bbff3a7b0947d7b0e5c43b03954bd81ee,d9e7a786cccfc69f,132.5285,407.2268,False,True,1,
train,17,good_posture_20241021_141454_png.rf.d7da762e5bde110e2e736c424fdbbd03.jpg,train/good_posture_20241021_141454_png.rf.d7da762e5bde110e2e736c424fdbbd03.jpg,640,640,89127,6b8afc4fd45acadb5f3f0136be5e8a97ff0b8be2672924cfb0b0732ddf1a01c9,a3db9f9e939dcf9f,129.3334,2775.1118,False,True,1,
train,18,bad_posture_20241021_143227_png.rf.d47fb2984e45e06df89cca454d075518.jpg,train/bad_posture_20241021_143227_png.rf.d47fb2984e45e06df89cca454d075518.jpg,640,640,52852,c0580ea2a1bf2383ed91cd4f3f511094e6878082b9211a1aedf3e5782110c460,82d3e78e9a91999f,136.0771,1310.4011,False,True,1,
train,19,good_posture_20241021_142318_png.rf.d9232b17db88f20ba4907f59d38abb25.jpg,train/good_posture_20241021_142318_png.rf.d9232b17db88f20ba4907f59d38abb25.jpg,640,640,31006,321df152f3efbba77461ef05d4e373ebec41f590e347692e0294e4ffe6edd979,e29f9b9e90898d9f,136.8163,423.116,False,True,1,
train,20,good_posture_20241021_142330_png.rf.d4be117b0eb5892d616618a89a77bf6f.jpg,train/good_posture_20241021_142330_png.rf.d4be117b0eb5892d616618a89a77bf6f.jpg,640,640,30679,2419aa1bca79169ad0b612104b93bfd977b4e53afdf03898f61e6d500d8aa287,a3cfcf9e92838d9e,135.1985,415.7102,False,True,1,
train,21,image_20241007_215802_jpg.rf.dbdb54ba63ed92b744009950b4bdbff8.jpg,train/image_20241007_215802_jpg.rf.dbdb54ba63ed92b744009950b4bdbff8.jpg,640,640,51074,2172145d6cf8e168aa9cae38d41816a5579ff815b65cef7b4c16ea6a10086788,a4347061315e0585,82.6224,1065.7198,False,True,1,
train,22,bad_posture_20241021_144100_png.rf.d6f4e4bdff8b3b8caac4a51b8ef9f50c.jpg,train/bad_posture_20241021_144100_png.rf.d6f4e4bdff8b3b8caac4a51b8ef9f50c.jpg,640,640,65229,7406ed8421f8f0063e1c531b3ea0dd27e7face28687d55214bbf90521eccb29c,8393efce98938d97,130.4599,1957.0244,False,True,1,
train,23,bad_posture_20241021_143948_png.rf.d48d2917df4c400c127a1435cc580624.jpg,train/bad_posture_20241021_143948_png.rf.d48d2917df4c400c127a1435cc580624.jpg,640,640,57926,3b9a9f516cfbdf9b364de9c57e8c63de3d5d37686b3ec1501113e951d3b09d91,8393cfce98938d9f,130.5,1536.4691,False,True,1,
train,24,good_posture_20241021_141630_png.rf.d6b3a72f5d321b47ddcd7ae9b33ab2af.jpg,train/good_posture_20241021_141630_png.rf.d6b3a72f5d321b47ddcd7ae9b33ab2af.jpg,640,640,31939,eee767fd1b2ef51b93559d9b2fceef302682cba1503e9882031fcc15a67f2865,a3db9f9e9382cf9f,130.3643,505.7149,False,True,1,
train,25,image_20241009_224730_jpg.rf.dc5962d0a6506d889d394912c37c2831.jpg,train/image_20241009_224730_jpg.rf.dc5962d0a6506d889d394912c37c2831.jpg,640,640,39208,ba535785a29a23ed30d21a9f88114e69111514123e5572c772a91a79d80bc2d3,b29890d8e1454073,94.2065,519.765,False,True,1,
train,26,image_20241009_224235_jpg.rf.dcb0c6c6bf6276f47836883b24387513.jpg,train/image_20241009_224235_jpg.rf.dcb0c6c6bf6276f47836883b24387513.jpg,640,640,91620,b1f02f5b84d5af70489e00e358b9c9f9164d80366c7e79be4b200b2dade65132,8cccc8e873070033,99.4611,2466.3413,False,True,1,
train,27,image_20241009_143702_jpg.rf.dd4731183ae5628a64ed6244dbb55b48.jpg,train/image_20241009_143702_jpg.rf.dd4731183ae5628a64ed6244dbb55b48.jpg,640,640,87464,0e13778fed15c64132b2e852511938dc3ead0321398627a779b1e6d5df52d637,a0cd8db1524f2514,112.8839,2557.9258,False,True,1,
train,28,good_posture_20241013_222757_png.rf.dde627f4ad54320fb1a7f1f6755e0fb3.jpg,train/good_posture_20241013_222757_png.rf.dde627f4ad54320fb1a7f1f6755e0fb3.jpg,640,640,64542,b7d00a987e2a41c916061962b2921a89fd7df399b1063be7aaad43e2f8d6cae8,cccce8e0626c3627,60.4466,1325.2426,False,True,1,
train,29,bad_posture_20241021_143008_png.rf.e4219080ea89fe4c65fce8c779f2a3f4.jpg,train/bad_posture_20241021_143008_png.rf.e4219080ea89fe4c65fce8c779f2a3f4.jpg,640,640,74976,b0db923792219ed08cfe8f151c057fdabe039b0228b7798ebfca20f4eca8d2d7,8393cf8e92a1999f,136.7218,2264.1138,False,True,1,
train,30,good_posture_20241021_142153_png.rf.e06a2ffac509cb1cc9c1a852ace0cdb6.jpg,train/good_posture_20241021_142153_png.rf.e06a2ffac509cb1cc9c1a852ace0cdb6.jpg,640,640,92327,4901185440217c785add4fa99fd0a31ed40f4d711da40ddcb129c3d2476e8826,a3cfcfce93818d9f,137.6792,2994.0293,False,True,1,
train,31,bad_posture_20241021_142555_png.rf.e313463ebdee7eea418ec43162fcd683.jpg,train/bad_posture_20241021_142555_png.rf.e313463ebdee7eea418ec43162fcd683.jpg,640,640,82241,10592f42605006911d97489b03dc0c791112c7d4933f12cbef1972d572751f18,82cfd3c292998f9f,137.5798,2570.0566,False,True,1,
train,32,good_posture_20241013_225737_png.rf.e1c15d7f07506d6650761e065d27409d.jpg,train/good_posture_20241013_225737_png.rf.e1c15d7f07506d6650761e065d27409d.jpg,640,640,30944,b717591ae4c666080413482280dcb7278425780a5b65778ce9c58943ac51018f,9898d0d080854e46,55.8528,315.9075,False,True,1,
train,33,image_20241008_201334_jpg.rf.e742353a85cfddcbe8cb5bd96c8db275.jpg,train/image_20241008_201334_jpg.rf.e742353a85cfddcbe8cb5bd96c8db275.jpg,640,640,59448,31aebecffab95173da942c5d8111e9b5ccbe2d64cbc72231bbe0fea1201b6ab5,90989891b9364f64,85.0245,1327.2919,False,True,1,
train,34,good_posture_20241012_174139_png.rf.e820667afa93896a51f53c1dfc11f41d.jpg,train/good_posture_20241012_174139_png.rf.e820667afa93896a51f53c1dfc11f41d.jpg,640,640,41155,fd47bad0918c84bc361aa731784f2d06ba77a43a7d75c1adbcf1b1ff6d6461e7,30b8b8d098dec603,135.6801,715.6122,False,True,1,
train,35,bad_posture_20241013_222600_png.rf.e3bbbd81cbad152f54f470ee95ffdd17.jpg,train/bad_posture_20241013_222600_png.rf.e3bbbd81cbad152f54f470ee95ffdd17.jpg,640,640,29204,ddde3a4641d4748b9fc65b0df2bce313394de8f0e37b56732fe674a3bc8387fc,c8cccccc24113617,48.6274,257.5181,False,True,1,
train,36,good_posture_20241021_180549_png.rf.df4763572605f1adce89580b52af8c75.jpg,train/good_posture_20241021_180549_png.rf.df4763572605f1adce89580b52af8c75.jpg,640,640,65909,e7fabe8647865391885e1d902885751ce4d9ec06932cee9381121604552acdd3,f3cfcd8e9ecfc69f,132.4615,1751.1324,False,True,1,
train,37,bad_posture_20241021_143245_png.rf.e182e517d8fbba0a6f1da3597693b1b9.jpg,train/bad_posture_20241021_143245_png.rf.e182e517d8fbba0a6f1da3597693b1b9.jpg,640,640,83681,3ebd3f7a227050925fd4aa4c7fd10ed4f5ae4f8548020c0083ebf35f6c88064b,82dbe7868491999f,136.4147,2562.5564,False,True,1,
train,38,image_20241008_205601_jpg.rf.dfbb727b39a24d63a7339b8458c76403.jpg,train/image_20241008_205601_jpg.rf.dfbb727b39a24d63a7339b8458c76403.jpg,640,640,50255,8b30bf4fe8b34cf968698198f5b2773cc6fce876489ccbd72404570ca9b5a0df,b4b4b03119368344,76.8673,1039.0345,False,True,1,
train,39,image_20241007_215802_jpg.rf.e5a92a843b04789f63bab3bca2dfcbfb.jpg,train/image_20241007_215802_jpg.rf.e5a92a843b04789f63bab3bca2dfcbfb.jpg,640,640,84907,5a429f9f78335fd5ec4aa02adca785ad4a00ea22fd3935117968b80efd621956,a4347061315e0585,83.1497,2226.8352,False,True,1,
train,40,image_20241009_225822_jpg.rf.de5e20aaab1341db95b6df0ffb16cd6d.jpg,train/image_20241009_225822_jpg.rf.de5e20aaab1341db95b6df0ffb16cd6d.jpg,640,640,66371,4a4c378a209982f55c390b166cd67c2f8a5ae76d749ce13f241475fbd4bcbb64,929898d0f1854267,95.3167,1617.2063,False,True,1,
train,41,bad_posture_20241021_180437_png.rf.dc6b37401fc09622a7a83ca31f0d00e7.jpg,train/bad_posture_20241021_180437_png.rf.dc6b37401fc09622a7a83ca31f0d00e7.jpg,640,640,33532,db21ea3275a0a8216e69e0fae7c9940d19e61cbdc3db274338d8cbee12534a8b,c3cdd383cecdc69f,131.9793,404.7137,False,True,1,
train,42,good_posture_20241021_142205_png.rf.e6b1271d5b97553fd11b79e8f6a7fd46.jpg,train/good_posture_20241021_142205_png.rf.e6b1271d5b97553fd11b79e8f6a7fd46.jpg,640,640,31183,3a0c5f63ee3d9e14c7757987aef0d0c613d5ac6e198856863fbaeb5491fe65b7,b2cfcf8e93998d9f,137.882,463.8792,False,True,1,
train,43,bad_posture_20241021_143853_png.rf.e3d52257219aede77d89bfbcd6f43220.jpg,train/bad_posture_20241021_143853_png.rf.e3d52257219aede77d89bfbcd6f43220.jpg,640,640,80125,95a08e3a84f90c86d9ebefd7628912baa983c491c6b9ce2731e2308b4b67f0f8,83d3cfcc98938d9f,132.0463,2438.1768,False,True,1,
train,44,image_20241008_210224_jpg.rf.de71181b87b246d9e5938dd0950cf09e.jpg,train/image_20241008_210224_jpg.rf.de71181b87b246d9e5938dd0950cf09e.jpg,640,640,92096,159d0f842a423cdac8b1ea36716f82b72c5a2104dea4c892ca32aec69ff2ceb0,a49c9839796287c4,82.0647,2403.3069,False,True,1,
train,45,bad_posture_20241012_173243_png.rf.e7f0383f72da060d1eef964fc5aa463e.jpg,train/bad_posture_20241012_173243_png.rf.e7f0383f72da060d1eef964fc5aa463e.jpg,640,640,38954,5f81d9b169579c3d4f03658d8f08bc3f15df79f3a7e21fb9ad852bdba5f7da2b,30b6a6aeec6eb623,122.5463,622.7428,False,True,1,
train,46,image_20241008_205202_jpg.rf.e1740bbe1c03691d901528cd9ef4dce9.jpg,train/image_20241008_205202_jpg.rf.e1740bbe1c03691d901528cd9ef4dce9.jpg,640,640,90455,a4338c9b6c579d1f79f5d4b0be63f7c2d7dd6c2d9f084d713804a795c652c054,b434b0b1391b4664,83.1189,2347.8652,False,True,1,
train,47,bad_posture_20241013_222740_png.rf.e8c8ca5209b2a23b87dcf419aaac4a21.jpg,train/bad_posture_20241013_222740_png.rf.e8c8ca5209b2a23b87dcf419aaac4a21.jpg,640,640,33726,f35367e1f036e0734cfe5519dfcb76656c260fe8c2705186cf1d47e009d9fd02,cccce8e8624c3627,58.5499,434.171,False,True,1,
train,48,bad_posture_20241021_142555_png.rf.e556ca0952c2259fb392b373fdc479ba.jpg,train/bad_posture_20241021_142555_png.rf.e556ca0952c2259fb392b373fdc479ba.jpg,640,640,30076,62a9a13f6323eb177566ec0e7c92bdfb4d742e0f5dd436f42a15ac756715a21c,83c7d3c292998f9f,137.638,430.0166,False,True,1,
train,49,bad_posture_20241013_221218_png.rf.e5217e924397ca5e2727880291313b91.jpg,train/bad_posture_20241013_221218_png.rf.e5217e924397ca5e2727880291313b91.jpg,640,640,94285,fa2c0b19311cfe450b00a60dbf3c4bab64a1f14f5c2343305f2768ac39ab40c2,caccc8c446082607,93.8652,2606.6968,False,True,1,
train,50,image_20241008_200801_jpg.rf.de40fa9292fbeb3b79a1e2390e71ce3a.jpg,train/image_20241008_200801_jpg.rf.de40fa9292fbeb3b79a1e2390e71ce3a.jpg,640,640,84962,75447976673943cdc5084be33a391a56078ceb06d0e9594eab1551c5927aca0a,949898b199c60344,85.0229,2202.3679,False,True,1,
train,51,bad_posture_20241021_144118_png.rf.ece80e777476ee0de4a99a37680eabf6.jpg,train/bad_posture_20241021_144118_png.rf.ece80e777476ee0de4a99a37680eabf6.jpg,640,640,31825,12f6b7335b062555bf061d948f1d0d7a694a0e2e56d4a46a3f9bd48fa34d1902,a3df9f9eb9898d9f,130.8732,444.7455,False,True,1,
train,52,bad_posture_20241012_173121_png.rf.ec6ba94e66b786a035b8fbe653a089b3.jpg,train/bad_posture_20241012_173121_png.rf.ec6ba94e66b786a035b8fbe653a089b3.jpg,640,640,68873,80184f05ab27ceed982ebc1fd41c96e51741fba7a5a9b920ff1921bbe7c55538,309898d8d8e6e633,133.9604,1869.5574,False,True,1,
