type,distance,split_a,path_a,split_b,path_b,note
near_duplicate,1,test,test/good_posture_20241012_174128_png.rf.7b70d5ce397ba6d0f6c73a6ffe55b575.jpg,train,train/good_posture_20241012_174139_png.rf.e820667afa93896a51f53c1dfc11f41d.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,test,test/good_posture_20241012_174128_png.rf.7b70d5ce397ba6d0f6c73a6ffe55b575.jpg,train,train/good_posture_20241012_174139_png.rf.b5e5d92a320ba968f26b83e45e2744c9.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,test,test/good_posture_20241012_174128_png.rf.7b70d5ce397ba6d0f6c73a6ffe55b575.jpg,train,train/good_posture_20241012_174139_png.rf.ccb88f8ae777633e30ec6f350378d704.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241013_215714_png.rf.f349c9621eb7217e238cc5e6b23a2a74.jpg,valid,valid/bad_posture_20241013_215654_png.rf.6e717746e4f46e40b16f82e187327edd.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241013_222741_png.rf.ff1ac68a3734ace377a3933d70f66edf.jpg,valid,valid/good_posture_20241013_222743_png.rf.f5da25a3abd019a0ff4cbbbd784f5649.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172239_png.rf.fe1d25262987db371a4c9db72053e1f6.jpg,valid,valid/bad_posture_20241012_172208_png.rf.48229f7be52ada812710ba974db248e5.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172239_png.rf.fe1d25262987db371a4c9db72053e1f6.jpg,valid,valid/good_posture_20241012_172138_png.rf.1d652aa910b07b18122b879cd348ef29.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172239_png.rf.0d5fa05915d80dbafeb38b33ad8c5f89.jpg,valid,valid/bad_posture_20241012_172208_png.rf.48229f7be52ada812710ba974db248e5.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172239_png.rf.0d5fa05915d80dbafeb38b33ad8c5f89.jpg,valid,valid/good_posture_20241012_172138_png.rf.1d652aa910b07b18122b879cd348ef29.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241021_141317_png.rf.143d3b61858157968900a8c13538eb10.jpg,valid,valid/bad_posture_20241021_141940_png.rf.0cc1ca7337195ba5ff65c89742bba619.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241013_222757_png.rf.158e2a81acd9080355e0d3173cfd7631.jpg,valid,valid/good_posture_20241013_222734_png.rf.c882b3e33ab8c95e4a8d58d07af8a314.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241013_222737_png.rf.16831ea30539ddc385c1c572a58e6475.jpg,valid,valid/good_posture_20241013_222734_png.rf.c882b3e33ab8c95e4a8d58d07af8a314.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241021_142418_png.rf.298ec47e47279138eb987d4ca7748061.jpg,valid,valid/bad_posture_20241021_142424_png.rf.eaafe3abc338f75e9f65caca5da9b359.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241021_144407_png.rf.31a56fd9d4d898212f675c88639d68df.jpg,valid,valid/bad_posture_20241021_144438_png.rf.010cd2106346a202376b80bd3ce760aa.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241012_172107_png.rf.32fa87db9887c89def7ec63fecbb7968.jpg,valid,valid/good_posture_20241012_172046_png.rf.7ddc8484e31bf697521f85b1bc4d55f1.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241021_143705_png.rf.443355501ea968ca5a43241a8ffa22c2.jpg,valid,valid/bad_posture_20241021_143900_png.rf.4bf5b029065b09fb7af0c88c91e7951f.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241013_222721_png.rf.4a46a1fabe1d7a7bb8653a2e66d5c66a.jpg,valid,valid/good_posture_20241013_222743_png.rf.f5da25a3abd019a0ff4cbbbd784f5649.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241012_172107_png.rf.60103f979a2b233515d7e6b699b97b95.jpg,valid,valid/good_posture_20241012_172046_png.rf.7ddc8484e31bf697521f85b1bc4d55f1.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241013_215714_png.rf.61485122e412febf1c3fe18bee58aa9c.jpg,valid,valid/bad_posture_20241013_215654_png.rf.6e717746e4f46e40b16f82e187327edd.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241021_141624_png.rf.5cb6ce0a45f72bf778b064662ec74007.jpg,valid,valid/good_posture_20241021_141612_png.rf.8e59f42a0a7416c410ff1a2a0b7058a6.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241013_220329_png.rf.5f40e71c2621db7d27e479d0d0aa1d31.jpg,valid,valid/bad_posture_20241013_220400_png.rf.3095fdf360fe071832dfce60f022ec9c.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241021_143239_png.rf.68ff3dabef8ffa88deaec22dee2cf2d5.jpg,valid,valid/bad_posture_20241021_143257_png.rf.447218d738f6546dd3846920e8ea8f08.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172057_png.rf.71b7627c08bdb8d2fe852d499e0c9cff.jpg,valid,valid/good_posture_20241012_172046_png.rf.7ddc8484e31bf697521f85b1bc4d55f1.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241021_141542_png.rf.674e053d01aacf3117aed4bfa338fe05.jpg,valid,valid/good_posture_20241021_142010_png.rf.8f12abe2470a4c3f37a02c14c0ccf11b.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241013_222740_png.rf.6ee53ef53b06a6c43df4ace82be23d7a.jpg,valid,valid/good_posture_20241013_222734_png.rf.c882b3e33ab8c95e4a8d58d07af8a314.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241021_144407_png.rf.6b070a07b32d4d8424a75b3eca4176c0.jpg,valid,valid/bad_posture_20241021_144502_png.rf.f41ef58c38e6ef2d09c8323e98a115ff.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241013_220329_png.rf.7391747e35777b9cccc99d03692c3c7b.jpg,valid,valid/bad_posture_20241013_220400_png.rf.3095fdf360fe071832dfce60f022ec9c.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241021_141317_png.rf.77704611f833f0d7dbf7605448d54924.jpg,valid,valid/bad_posture_20241021_141940_png.rf.0cc1ca7337195ba5ff65c89742bba619.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172239_png.rf.7c176ae9790f83cc55532fe9cec2eba9.jpg,valid,valid/bad_posture_20241012_172208_png.rf.48229f7be52ada812710ba974db248e5.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172239_png.rf.7c176ae9790f83cc55532fe9cec2eba9.jpg,valid,valid/good_posture_20241012_172138_png.rf.1d652aa910b07b18122b879cd348ef29.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241013_215714_png.rf.743c06dcd0ee0068aa36835d30f8a981.jpg,valid,valid/bad_posture_20241013_215654_png.rf.6e717746e4f46e40b16f82e187327edd.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241021_141341_png.rf.8325f57b29ea50c2c3e67a858acf3515.jpg,valid,valid/good_posture_20241021_142010_png.rf.8f12abe2470a4c3f37a02c14c0ccf11b.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172057_png.rf.7d5c37f992746962648f3100e54f7ed9.jpg,valid,valid/good_posture_20241012_172046_png.rf.7ddc8484e31bf697521f85b1bc4d55f1.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241013_222741_png.rf.886bce7ad7e6447aef32e54682b92ea5.jpg,valid,valid/good_posture_20241013_222743_png.rf.f5da25a3abd019a0ff4cbbbd784f5649.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241013_225721_png.rf.909f3d00f43f47ec1f2cd75a2fcc0c2e.jpg,valid,valid/good_posture_20241013_225725_png.rf.38030f14b5f0ebc56a35aab0c1ac2905.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172057_png.rf.8cf09a1c15886ad2d8ab28a0ab3026db.jpg,valid,valid/bad_posture_20241012_172208_png.rf.48229f7be52ada812710ba974db248e5.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172057_png.rf.8cf09a1c15886ad2d8ab28a0ab3026db.jpg,valid,valid/good_posture_20241012_172138_png.rf.1d652aa910b07b18122b879cd348ef29.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241013_222728_png.rf.96eb01cc4f14a64928ac2c7c47df0157.jpg,valid,valid/good_posture_20241013_222743_png.rf.f5da25a3abd019a0ff4cbbbd784f5649.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241012_172107_png.rf.a79ddce07fa48982c5a016108152febb.jpg,valid,valid/good_posture_20241012_172046_png.rf.7ddc8484e31bf697521f85b1bc4d55f1.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241021_141542_png.rf.a6f95c5f9fc9c09ec5d68f72ad3b7b86.jpg,valid,valid/good_posture_20241021_142010_png.rf.8f12abe2470a4c3f37a02c14c0ccf11b.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241013_222740_png.rf.b0f6f4e85b37023fb40a93d9a3814ce1.jpg,valid,valid/good_posture_20241013_222734_png.rf.c882b3e33ab8c95e4a8d58d07af8a314.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241013_222737_png.rf.b7497c224be569c828ad608fd3e48eb5.jpg,valid,valid/good_posture_20241013_222734_png.rf.c882b3e33ab8c95e4a8d58d07af8a314.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241021_143936_png.rf.b81734fab3e22e3234fe90010b67aa9a.jpg,valid,valid/bad_posture_20241021_143900_png.rf.4bf5b029065b09fb7af0c88c91e7951f.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172219_png.rf.bbdb49cf00efd11423a25f041d6f2426.jpg,valid,valid/bad_posture_20241012_172208_png.rf.48229f7be52ada812710ba974db248e5.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241012_172219_png.rf.bbdb49cf00efd11423a25f041d6f2426.jpg,valid,valid/good_posture_20241012_172138_png.rf.1d652aa910b07b18122b879cd348ef29.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241013_222737_png.rf.c5dbb74662f0ea3c0185fc597adbbfe9.jpg,valid,valid/good_posture_20241013_222734_png.rf.c882b3e33ab8c95e4a8d58d07af8a314.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/bad_posture_20241021_144407_png.rf.c10b78f5dfd573e3110a950ce185c8da.jpg,valid,valid/bad_posture_20241021_144502_png.rf.f41ef58c38e6ef2d09c8323e98a115ff.jpg,Near duplicate muncul pada split berbeda
near_duplicate,1,train,train/good_posture_20241013_225721_png.rf.c950a5e7f17e52f2023f72421f5453f3.jpg,valid,valid/good_posture_20241013_225725_png.rf.38030f14b5f0ebc56a35aab0c1ac2905.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241013_222749_png.rf.1a6f8d4d825c94003cd061a799ceaaa9.jpg,train,train/bad_posture_20241013_222740_png.rf.e8c8ca5209b2a23b87dcf419aaac4a21.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241013_222749_png.rf.1a6f8d4d825c94003cd061a799ceaaa9.jpg,train,train/bad_posture_20241013_222736_png.rf.33f9145d1e68fb8731feb77dff09f27c.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241013_222749_png.rf.1a6f8d4d825c94003cd061a799ceaaa9.jpg,train,train/bad_posture_20241013_222736_png.rf.b35e2e26f41879d410a98af3ee4fde87.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241013_222749_png.rf.1a6f8d4d825c94003cd061a799ceaaa9.jpg,train,train/bad_posture_20241013_222736_png.rf.cea7cc18e9303b2f06e8e3a7201005a1.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241021_145205_png.rf.f14d47aa70fa3f230e09d869e2c344a7.jpg,train,train/bad_posture_20241021_145211_png.rf.43ef51223cb60a15dcaa94bc3d2f6daf.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/good_posture_20241021_141554_png.rf.619fa86d083a2092f85ed3146c8c3dd9.jpg,train,train/good_posture_20241021_141624_png.rf.5cb6ce0a45f72bf778b064662ec74007.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241012_174058_png.rf.09ed9018c8ed440c95ea4b529de4e4e1.jpg,train,train/bad_posture_20241012_174037_png.rf.ed42a931d35ac793968ad39d77fa992c.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241012_174058_png.rf.09ed9018c8ed440c95ea4b529de4e4e1.jpg,train,train/bad_posture_20241012_174037_png.rf.27645d09380e2859d26c39b2054c5861.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241012_174058_png.rf.09ed9018c8ed440c95ea4b529de4e4e1.jpg,train,train/bad_posture_20241012_174037_png.rf.32059e1c7a9cb1eb1a875644bac16dd9.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241013_225802_png.rf.34dd19fba4a0606a0af4f1ef545c1d26.jpg,train,train/bad_posture_20241013_225803_png.rf.fe9f632c24aa7899ce995c70c476f485.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241013_225802_png.rf.34dd19fba4a0606a0af4f1ef545c1d26.jpg,train,train/bad_posture_20241013_225803_png.rf.90e4071704885311db2d15cd3b0f28c4.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,test,test/bad_posture_20241013_225802_png.rf.34dd19fba4a0606a0af4f1ef545c1d26.jpg,train,train/bad_posture_20241013_225803_png.rf.b43e09286fc59b59da0d276d9d1c42b5.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241021_141536_png.rf.d3f0e943b02c7be763e6cf54d93d567f.jpg,valid,valid/good_posture_20241021_142010_png.rf.8f12abe2470a4c3f37a02c14c0ccf11b.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241021_141341_png.rf.d8f8602154db4e80d92f4cd2f119a846.jpg,valid,valid/good_posture_20241021_142010_png.rf.8f12abe2470a4c3f37a02c14c0ccf11b.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241021_142318_png.rf.d9232b17db88f20ba4907f59d38abb25.jpg,valid,valid/good_posture_20241021_142311_png.rf.3c7fc28eb44e459ce853a84161985351.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241021_142330_png.rf.d4be117b0eb5892d616618a89a77bf6f.jpg,valid,valid/good_posture_20241021_142348_png.rf.99f90638448057ed522ec0303ce0d466.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241013_222757_png.rf.dde627f4ad54320fb1a7f1f6755e0fb3.jpg,valid,valid/good_posture_20241013_222734_png.rf.c882b3e33ab8c95e4a8d58d07af8a314.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241021_143245_png.rf.e182e517d8fbba0a6f1da3597693b1b9.jpg,valid,valid/bad_posture_20241021_143257_png.rf.447218d738f6546dd3846920e8ea8f08.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241013_222740_png.rf.e8c8ca5209b2a23b87dcf419aaac4a21.jpg,valid,valid/good_posture_20241013_222734_png.rf.c882b3e33ab8c95e4a8d58d07af8a314.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241021_142330_png.rf.ee893cf99d03ac67f71b40b3ec608328.jpg,valid,valid/good_posture_20241021_142348_png.rf.99f90638448057ed522ec0303ce0d466.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241013_222655_png.rf.eea38fe9371bd3278e00ee729b402653.jpg,valid,valid/good_posture_20241013_222654_png.rf.01b75b5b10d5ac421515108d868dd143.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241013_222724_png.rf.fb6d8a669da29eded4d85eeeb3430dd0.jpg,valid,valid/good_posture_20241013_222743_png.rf.f5da25a3abd019a0ff4cbbbd784f5649.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241012_172239_png.rf.fe1d25262987db371a4c9db72053e1f6.jpg,valid,valid/good_posture_20241012_172046_png.rf.7ddc8484e31bf697521f85b1bc4d55f1.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241013_222757_png.rf.09fcb8e4234c74ec91d3bd18ad5bd278.jpg,valid,valid/good_posture_20241013_222734_png.rf.c882b3e33ab8c95e4a8d58d07af8a314.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241021_142530_png.rf.0ca8e6860f91ad4ad288ca9d197b1bc0.jpg,valid,valid/bad_posture_20241021_142524_png.rf.1f868d88e5bbf819cbc94844a28a4b7d.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241012_172219_png.rf.07ff56c17fc6b6d4c0604b4d7baa0db5.jpg,valid,valid/bad_posture_20241012_172208_png.rf.48229f7be52ada812710ba974db248e5.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241012_172219_png.rf.07ff56c17fc6b6d4c0604b4d7baa0db5.jpg,valid,valid/good_posture_20241012_172138_png.rf.1d652aa910b07b18122b879cd348ef29.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241013_222750_png.rf.04fb6ba4e51294084790a147927b549e.jpg,valid,valid/good_posture_20241013_222743_png.rf.f5da25a3abd019a0ff4cbbbd784f5649.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241012_172239_png.rf.0d5fa05915d80dbafeb38b33ad8c5f89.jpg,valid,valid/good_posture_20241012_172046_png.rf.7ddc8484e31bf697521f85b1bc4d55f1.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241021_143936_png.rf.1216115a3da476143740b03d217626a6.jpg,valid,valid/bad_posture_20241021_143900_png.rf.4bf5b029065b09fb7af0c88c91e7951f.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241021_142536_png.rf.17b90531204f27f95a49d3779d44106a.jpg,valid,valid/bad_posture_20241021_142524_png.rf.1f868d88e5bbf819cbc94844a28a4b7d.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241013_222747_png.rf.175039e33f542453b4ea0793f8d709b2.jpg,valid,valid/good_posture_20241013_222745_png.rf.bd4339b7b02b56c60da1834998296a75.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241013_220642_png.rf.1823a120268980c62c40582e0092cfd4.jpg,valid,valid/bad_posture_20241013_220652_png.rf.b08260eef00a04a4d105a5f8f3fede45.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241013_220309_png.rf.1e1557ba92be5f96b43b28d38123ac08.jpg,valid,valid/bad_posture_20241013_220400_png.rf.3095fdf360fe071832dfce60f022ec9c.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241021_144426_png.rf.26f9741e4294bbd8fab76349f737be3d.jpg,valid,valid/bad_posture_20241021_144502_png.rf.f41ef58c38e6ef2d09c8323e98a115ff.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241013_220642_png.rf.26f8f633b7ae6c3f2449bd3c010e925f.jpg,valid,valid/bad_posture_20241013_220652_png.rf.b08260eef00a04a4d105a5f8f3fede45.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241012_172807_png.rf.24ee6b515389b83e08aa80e3d30293e3.jpg,valid,valid/bad_posture_20241012_173454_png.rf.bdbfce623dcbdf2e900b7ccfc6a18ebc.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241013_225738_png.rf.2d1e4913b095c6c59009f39c339495c9.jpg,valid,valid/good_posture_20241013_225725_png.rf.38030f14b5f0ebc56a35aab0c1ac2905.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241013_222655_png.rf.2d94bc32518db6f59bf8ede47e414792.jpg,valid,valid/good_posture_20241013_222654_png.rf.01b75b5b10d5ac421515108d868dd143.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241021_144407_png.rf.31a56fd9d4d898212f675c88639d68df.jpg,valid,valid/bad_posture_20241021_144502_png.rf.f41ef58c38e6ef2d09c8323e98a115ff.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241013_222736_png.rf.33f9145d1e68fb8731feb77dff09f27c.jpg,valid,valid/good_posture_20241013_222734_png.rf.c882b3e33ab8c95e4a8d58d07af8a314.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241012_172807_png.rf.29f57464ac586b6e93ae29230fbbc1db.jpg,valid,valid/bad_posture_20241012_173454_png.rf.bdbfce623dcbdf2e900b7ccfc6a18ebc.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241012_172107_png.rf.32fa87db9887c89def7ec63fecbb7968.jpg,valid,valid/bad_posture_20241012_172208_png.rf.48229f7be52ada812710ba974db248e5.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241012_172107_png.rf.32fa87db9887c89def7ec63fecbb7968.jpg,valid,valid/good_posture_20241012_172138_png.rf.1d652aa910b07b18122b879cd348ef29.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241021_142530_png.rf.3a694c19a94333d4a65bf6ce44ffddc8.jpg,valid,valid/bad_posture_20241021_142524_png.rf.1f868d88e5bbf819cbc94844a28a4b7d.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241013_222750_png.rf.4ef90e53e27b6d11907e1347da058ecd.jpg,valid,valid/good_posture_20241013_222743_png.rf.f5da25a3abd019a0ff4cbbbd784f5649.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241021_144100_png.rf.4d04a646cabc534f056cba47c67a12a9.jpg,valid,valid/bad_posture_20241021_143900_png.rf.4bf5b029065b09fb7af0c88c91e7951f.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241013_225738_png.rf.49dde5bf40504ae348c3d05d4a75d82f.jpg,valid,valid/good_posture_20241013_225725_png.rf.38030f14b5f0ebc56a35aab0c1ac2905.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241021_143245_png.rf.5444765c2b95f70b79738dbd52068113.jpg,valid,valid/bad_posture_20241021_143257_png.rf.447218d738f6546dd3846920e8ea8f08.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/good_posture_20241013_222732_png.rf.593e5b73ee082fa508f3b041265236af.jpg,valid,valid/good_posture_20241013_222743_png.rf.f5da25a3abd019a0ff4cbbbd784f5649.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241013_220329_png.rf.5c5271e230a21472e624992741635b28.jpg,valid,valid/bad_posture_20241013_220400_png.rf.3095fdf360fe071832dfce60f022ec9c.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241012_172107_png.rf.60103f979a2b233515d7e6b699b97b95.jpg,valid,valid/bad_posture_20241012_172208_png.rf.48229f7be52ada812710ba974db248e5.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241012_172107_png.rf.60103f979a2b233515d7e6b699b97b95.jpg,valid,valid/good_posture_20241012_172138_png.rf.1d652aa910b07b18122b879cd348ef29.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241021_143245_png.rf.6435d4f113fb77b9e049c95ca74e0486.jpg,valid,valid/bad_posture_20241021_143257_png.rf.447218d738f6546dd3846920e8ea8f08.jpg,Near duplicate muncul pada split berbeda
near_duplicate,2,train,train/bad_posture_20241012_172310_png.rf.7062f60fe56b920ecc719d3f3b83862a.jpg,valid,valid/bad_posture_20241012_172300_png.rf.387e7a4e13bcab82718a4c6ed9acdaa8.jpg,Near duplicate muncul pada split berbeda
