image_id,original_split,class_name,nd_group,img_width,img_height,bbox_x,bbox_y,bbox_w,bbox_h,brightness,is_dark,has_annotation,num_annotations,annotation_id,split
ca09442eac5a421002e9abbce5785282_jpg.rf.e12c30e19c0aec85fd60b4d674d48bc1.jpg,train,leaning_backward,SINGLE_ca09442eac5a421002e9abbce5785282_jpg.rf.e12c30e19c0aec85fd60b4d674d48bc1.jpg,476,640,0.091954,0.162953,0.732206,0.61575,163.98,False,True,1,12,train
sipotion_1749660929556_leaning_forward_0_90_jpg.rf.3783ed37dc4163b14a4b606f44acfee9.jpg,train,leaning_forward,SINGLE_sipotion_1749660929556_leaning_forward_0_90_jpg.rf.3783ed37dc4163b14a4b606f44acfee9.jpg,640,640,0.367703,0.215625,0.428125,0.780203,124.29,False,True,1,13,train
sipotion_1749660922587_leaning_forward_0_88_jpg.rf.c755c4bd55148f66cadc7fb9e83d50b6.jpg,train,leaning_forward,SINGLE_sipotion_1749660922587_leaning_forward_0_88_jpg.rf.c755c4bd55148f66cadc7fb9e83d50b6.jpg,640,640,0.165625,0.058328,0.548953,0.925,119.7,False,True,1,14,train
16a88fe94b0ee27f4819c63b2df6ee41_jpg.rf.78a12d5088c47bfd1bcf52afa2917c83.jpg,train,leaning_forward,SINGLE_16a88fe94b0ee27f4819c63b2df6ee41_jpg.rf.78a12d5088c47bfd1bcf52afa2917c83.jpg,640,640,0.560766,0.398422,0.169766,0.207766,185.89,False,True,2,15,valid
16a88fe94b0ee27f4819c63b2df6ee41_jpg.rf.78a12d5088c47bfd1bcf52afa2917c83.jpg,train,leaning_backward,SINGLE_16a88fe94b0ee27f4819c63b2df6ee41_jpg.rf.78a12d5088c47bfd1bcf52afa2917c83.jpg,640,640,0.070312,0.400141,0.170906,0.20375,185.89,False,True,2,16,valid
sipotion_1749658453496_slouch_0_83_jpg.rf.e7945d0845d76abd1ac0e26c83281481.jpg,train,good_posture,SINGLE_sipotion_1749658453496_slouch_0_83_jpg.rf.e7945d0845d76abd1ac0e26c83281481.jpg,640,640,0.083328,0.111453,0.590625,0.872922,142.48,False,True,1,17,train
sipotion_1749658254428_slouch_0_70_jpg.rf.e829ba60054545ee54f71eac467af038.jpg,train,leaning_backward,SINGLE_sipotion_1749658254428_slouch_0_70_jpg.rf.e829ba60054545ee54f71eac467af038.jpg,640,640,0.00625,0.007297,0.702078,0.983328,120.79,False,True,1,18,valid
353ff20c38ac089148b3d6307d0470f5_jpg.rf.7e92ed4fdf18512aad3d6343516a1d30.jpg,train,leaning_backward,SINGLE_353ff20c38ac089148b3d6307d0470f5_jpg.rf.7e92ed4fdf18512aad3d6343516a1d30.jpg,640,426,0.611422,0.318192,0.333625,0.541878,108.26,False,True,1,19,test
sipotion_1749660944688_leaning_forward_0_92_jpg.rf.b3029682f907d7d2383997467991402e.jpg,train,leaning_forward,SINGLE_sipotion_1749660944688_leaning_forward_0_92_jpg.rf.b3029682f907d7d2383997467991402e.jpg,640,640,0.233328,0.259375,0.513547,0.734375,143.71,False,True,1,20,test
sipotion_1749658301936_slouch_0_79_jpg.rf.e7bd06bec199f15de2fa1e96742d9a0f.jpg,train,leaning_backward,ND_0020,640,640,0.126047,0.327078,0.764578,0.634375,129.22,False,True,1,21,train
f63330d769a8f44368f380945d2a1656_jpg.rf.ecdbe3b239d59be33f698fcb58aa7d96.jpg,train,leaning_forward,SINGLE_f63330d769a8f44368f380945d2a1656_jpg.rf.ecdbe3b239d59be33f698fcb58aa7d96.jpg,640,426,0.463656,0.102887,0.251359,0.837066,145.19,False,True,1,22,train
036894bc9625960d01fc04bcf5d663b6_jpg.rf.50bf05257130edb096b8696be46d0af0.jpg,train,good_posture,SINGLE_036894bc9625960d01fc04bcf5d663b6_jpg.rf.50bf05257130edb096b8696be46d0af0.jpg,640,462,0.368797,0.073506,0.258156,0.53368,236.38,False,True,1,23,train
sipotion_1749636396471_good_posture_0_81_jpg.rf.04aea4cf15e94704603a60797b8bfb22.jpg,train,slouch,ND_0016,640,640,0.25625,0.0,0.740625,0.965625,136.57,False,True,1,24,train
0d3c7ea98ef00e38def853945a9bad57_jpg.rf.781cde90d112ed38c52994ab877d899b.jpg,train,leaning_backward,SINGLE_0d3c7ea98ef00e38def853945a9bad57_jpg.rf.781cde90d112ed38c52994ab877d899b.jpg,426,640,0.284531,0.311437,0.642418,0.569219,177.84,False,True,1,25,train
sipotion_1749636392897_good_posture_0_88_jpg.rf.534d5657ee3d7e99e4778e567e50f86f.jpg,train,slouch,ND_0016,640,640,0.252078,0.0,0.745828,0.961453,135.08,False,True,1,26,train
sipotion_1749650541949_leaning_forward_0_45_jpg.rf.cb6a09f83bac171d310be3e1fd94cd5a.jpg,train,good_posture,SINGLE_sipotion_1749650541949_leaning_forward_0_45_jpg.rf.cb6a09f83bac171d310be3e1fd94cd5a.jpg,640,640,0.190625,0.134375,0.490625,0.658328,130.36,False,True,1,27,train
5678fa20200e3d80dc15d6db3090e4a1_jpg.rf.51c2cf195b6093f974f286d7be153990.jpg,train,good_posture,SINGLE_5678fa20200e3d80dc15d6db3090e4a1_jpg.rf.51c2cf195b6093f974f286d7be153990.jpg,502,640,0.088347,0.198125,0.414542,0.633672,191.96,False,True,1,28,valid
sipotion_1749660908457_leaning_forward_0_83_jpg.rf.23059baeaa1c8fb0704256e77e38083a.jpg,train,leaning_forward,ND_0011,640,640,0.139891,0.061625,0.670828,0.938359,105.84,False,True,1,29,train
sipotion_1749658601907_leaning_backward_0_52_jpg.rf.fe8e636369912d319f8aff30480b87e4.jpg,train,leaning_backward,SINGLE_sipotion_1749658601907_leaning_backward_0_52_jpg.rf.fe8e636369912d319f8aff30480b87e4.jpg,640,640,0.0,0.194797,0.685422,0.791672,161.2,False,True,1,30,train
ac97be302e96fe2b06d6813335189dd7_jpg.rf.a797a646925b00890ad2fe80613fc5a8.jpg,train,slouch,SINGLE_ac97be302e96fe2b06d6813335189dd7_jpg.rf.a797a646925b00890ad2fe80613fc5a8.jpg,426,640,0.190516,0.082281,0.662277,0.856094,183.08,False,True,1,31,train
85c031b309e33385e14a6c47b735e9a2_jpg.rf.db68234017e316945eee4996f7395dbb.jpg,train,slouch,SINGLE_85c031b309e33385e14a6c47b735e9a2_jpg.rf.db68234017e316945eee4996f7395dbb.jpg,640,459,0.126172,0.095621,0.328672,0.737298,220.93,False,True,2,32,valid
85c031b309e33385e14a6c47b735e9a2_jpg.rf.db68234017e316945eee4996f7395dbb.jpg,train,leaning_forward,SINGLE_85c031b309e33385e14a6c47b735e9a2_jpg.rf.db68234017e316945eee4996f7395dbb.jpg,640,459,0.553172,0.144336,0.271734,0.713813,220.93,False,True,2,33,valid
sipotion_1749658646618_leaning_forward_0_44_jpg.rf.db03a5bbda086c6decd82cb710242f43.jpg,train,leaning_forward,SINGLE_sipotion_1749658646618_leaning_forward_0_44_jpg.rf.db03a5bbda086c6decd82cb710242f43.jpg,640,640,0.210422,0.1375,0.510422,0.832297,123.53,False,True,1,34,test
sipotion_1749649859977_slouch_0_63_jpg.rf.0f65919b3a0b364aae7a341726de0f7c.jpg,train,leaning_backward,ND_0009,640,640,0.260422,0.225,0.404172,0.684375,112.59,False,True,1,35,train
sipotion_1749649826277_leaning_backward_0_86_jpg.rf.4a94dbd3c99df31514dd3ea5367a08af.jpg,train,leaning_backward,ND_0012,640,640,0.286453,0.479172,0.291672,0.367703,114.51,False,True,1,36,train
sipotion_1749658387145_good_posture_0_65_jpg.rf.d9266bf92b18319cbf2881749c1961ab.jpg,train,good_posture,SINGLE_sipotion_1749658387145_good_posture_0_65_jpg.rf.d9266bf92b18319cbf2881749c1961ab.jpg,640,640,0.234078,0.026312,0.522172,0.948,141.34,False,True,1,37,train
sipotion_1749658385294_good_posture_0_48_jpg.rf.88c632f00cc0674fffeb088892049e88.jpg,train,good_posture,SINGLE_sipotion_1749658385294_good_posture_0_48_jpg.rf.88c632f00cc0674fffeb088892049e88.jpg,640,640,0.191672,0.053125,0.623953,0.946875,138.06,False,True,1,38,valid
sipotion_1749658369570_slouch_0_47_jpg.rf.5735dc197b207d75bec003a5ccaf0ed4.jpg,train,leaning_backward,SINGLE_sipotion_1749658369570_slouch_0_47_jpg.rf.5735dc197b207d75bec003a5ccaf0ed4.jpg,640,640,0.368891,0.095719,0.385266,0.750109,138.34,False,True,1,39,valid
sipotion_1749658557209_slouch_0_40_jpg.rf.26dbbbf14197dddb074a86193aad0451.jpg,train,leaning_forward,SINGLE_sipotion_1749658557209_slouch_0_40_jpg.rf.26dbbbf14197dddb074a86193aad0451.jpg,640,640,0.311453,0.023953,0.540625,0.975,121.41,False,True,1,40,train
sipotion_1749658202114_leaning_forward_0_83_jpg.rf.978b4a18ab2f8bbefb179c24b2bac3aa.jpg,train,slouch,SINGLE_sipotion_1749658202114_leaning_forward_0_83_jpg.rf.978b4a18ab2f8bbefb179c24b2bac3aa.jpg,640,640,0.252078,0.308328,0.665625,0.690625,148.89,False,True,1,41,valid
f44c6ccd421750ad1c75b35d6b2ee4da_jpg.rf.2c652bccd2ca78d48a289e11cbe12891.jpg,train,good_posture,SINGLE_f44c6ccd421750ad1c75b35d6b2ee4da_jpg.rf.2c652bccd2ca78d48a289e11cbe12891.jpg,480,640,0.227667,0.146109,0.565188,0.701031,186.0,False,True,1,42,train
07c82ef97039dc0302cb5dfd1f4cb413_jpg.rf.d97c4c03daec059b46ff8cdad7f1b4dc.jpg,train,good_posture,SINGLE_07c82ef97039dc0302cb5dfd1f4cb413_jpg.rf.d97c4c03daec059b46ff8cdad7f1b4dc.jpg,640,426,0.729594,0.18993,0.222219,0.689202,175.38,False,True,1,43,train
12409ad7deb10d5ed474ba47e6738b4a_jpg.rf.3b1702d63ad0a9dcb2d79ff5c68e155d.jpg,train,slouch,SINGLE_12409ad7deb10d5ed474ba47e6738b4a_jpg.rf.3b1702d63ad0a9dcb2d79ff5c68e155d.jpg,640,640,0.247281,0.011766,0.456516,0.988219,146.1,False,True,1,44,train
sipotion_1749649786281_leaning_forward_0_86_jpg.rf.15510ce0c8edc6ba1493dfb6a0ac1cf7.jpg,train,slouch,SINGLE_sipotion_1749649786281_leaning_forward_0_86_jpg.rf.15510ce0c8edc6ba1493dfb6a0ac1cf7.jpg,640,640,0.220828,0.221875,0.536453,0.584375,105.86,False,True,1,45,train
2d9d6695b9738eff81cbab92e7e48700-Copy_jpg.rf.2bd12894bf06a8f86dc6ef73d61099ed.jpg,train,leaning_backward,SINGLE_2d9d6695b9738eff81cbab92e7e48700-Copy_jpg.rf.2bd12894bf06a8f86dc6ef73d61099ed.jpg,640,423,0.077438,0.018558,0.663297,0.957849,169.15,False,True,1,46,valid
a2b289bc83b7a4fd46328abc1128405d_jpg.rf.dcf1c3bec66ba974bd48c1163cb3e4b5.jpg,train,slouch,SINGLE_a2b289bc83b7a4fd46328abc1128405d_jpg.rf.dcf1c3bec66ba974bd48c1163cb3e4b5.jpg,640,640,0.788094,0.351391,0.113609,0.195609,212.59,False,True,2,47,train
a2b289bc83b7a4fd46328abc1128405d_jpg.rf.dcf1c3bec66ba974bd48c1163cb3e4b5.jpg,train,slouch,SINGLE_a2b289bc83b7a4fd46328abc1128405d_jpg.rf.dcf1c3bec66ba974bd48c1163cb3e4b5.jpg,640,640,0.702031,0.712594,0.204203,0.232266,212.59,False,True,2,48,train
sipotion_1749658834856_leaning_backward_0_69_jpg.rf.4eef4b81e703fae8f97f7fd5a128b697.jpg,train,good_posture,SINGLE_sipotion_1749658834856_leaning_backward_0_69_jpg.rf.4eef4b81e703fae8f97f7fd5a128b697.jpg,640,640,0.241672,0.233328,0.582297,0.75625,155.78,False,True,1,49,train
sipotion_1749658504608_slouch_0_56_jpg.rf.2f89a4b62a0fec14a74286edfe4e60a3.jpg,train,good_posture,SINGLE_sipotion_1749658504608_slouch_0_56_jpg.rf.2f89a4b62a0fec14a74286edfe4e60a3.jpg,640,640,0.28125,0.296875,0.391672,0.565625,114.09,False,True,1,50,test
c2bc59cd78921a4811bca7253f33bf8a-Copy_jpg.rf.12ced5adb9a6bce6b41db068ae9ae52b.jpg,train,leaning_backward,SINGLE_c2bc59cd78921a4811bca7253f33bf8a-Copy_jpg.rf.12ced5adb9a6bce6b41db068ae9ae52b.jpg,426,640,0.108967,0.390609,0.849014,0.435344,193.37,False,True,1,51,test
sipotion_1749658592179_leaning_backward_0_57_jpg.rf.1b646c04b560cc80de3c69720e0dce9e.jpg,train,leaning_backward,ND_0021,640,640,0.232297,0.14375,0.757297,0.851047,122.59,False,True,1,52,train
164beb21e641c2e24c5a1f6f62587bc1_jpg.rf.c1fe4efbb833abc0060ad38c537226f9.jpg,train,slouch,SINGLE_164beb21e641c2e24c5a1f6f62587bc1_jpg.rf.c1fe4efbb833abc0060ad38c537226f9.jpg,640,314,0.112391,0.164459,0.245797,0.617898,231.39,False,True,2,53,test
164beb21e641c2e24c5a1f6f62587bc1_jpg.rf.c1fe4efbb833abc0060ad38c537226f9.jpg,train,leaning_backward,SINGLE_164beb21e641c2e24c5a1f6f62587bc1_jpg.rf.c1fe4efbb833abc0060ad38c537226f9.jpg,640,314,0.387859,0.106592,0.348312,0.563408,231.39,False,True,2,54,test
642810152cca1b37a584fac07693a363_jpg.rf.44a6b80d928650d62dba3aa4d211823c.jpg,train,leaning_forward,SINGLE_642810152cca1b37a584fac07693a363_jpg.rf.44a6b80d928650d62dba3aa4d211823c.jpg,640,640,0.076078,0.109594,0.392219,0.772859,199.61,False,True,2,55,train
642810152cca1b37a584fac07693a363_jpg.rf.44a6b80d928650d62dba3aa4d211823c.jpg,train,slouch,SINGLE_642810152cca1b37a584fac07693a363_jpg.rf.44a6b80d928650d62dba3aa4d211823c.jpg,640,640,0.497281,0.093297,0.451094,0.807266,199.61,False,True,2,56,train
sipotion_1749658658497_slouch_0_81_jpg.rf.d38860f50cefb5975a94f695f947d3d2.jpg,train,leaning_forward,ND_0003,640,640,0.260422,0.219797,0.492703,0.764578,152.44,False,True,1,57,train
bb8d22e4651148c458fdfca7e92d22f9_jpg.rf.cea3a98b1b592ca58b00039b83d7391a.jpg,train,good_posture,SINGLE_bb8d22e4651148c458fdfca7e92d22f9_jpg.rf.cea3a98b1b592ca58b00039b83d7391a.jpg,426,640,0.065258,0.152562,0.507347,0.490969,166.53,False,True,1,58,test
sipotion_1749649829222_leaning_backward_0_85_jpg.rf.cd58771c8e0857e69e9ce39fbdab5729.jpg,train,leaning_backward,ND_0012,640,640,0.285422,0.46875,0.285422,0.351047,133.23,False,True,1,59,train
334cbc1795755361563740d1b9c2ba02_jpg.rf.a6a7a4dda70cec7a7518a465ef2dcdd6.jpg,train,leaning_forward,SINGLE_334cbc1795755361563740d1b9c2ba02_jpg.rf.a6a7a4dda70cec7a7518a465ef2dcdd6.jpg,537,640,0.078901,0.003047,0.805419,0.979531,166.82,False,True,1,60,train
sipotion_1749658273577_good_posture_0_72_jpg.rf.486224dc355378e655413def1352e9ff.jpg,train,good_posture,SINGLE_sipotion_1749658273577_good_posture_0_72_jpg.rf.486224dc355378e655413def1352e9ff.jpg,640,640,0.14375,0.114578,0.589578,0.884375,149.06,False,True,1,61,train
sipotion_1749660936500_leaning_forward_0_85_jpg.rf.3522e0fbbdc135f03a0acbab14f85120.jpg,train,leaning_forward,ND_0013,640,640,0.298953,0.186453,0.511453,0.807297,126.6,False,True,1,62,train
sipotion_1749660918279_leaning_forward_0_93_jpg.rf.625f894163494d676920e088a9a3031a.jpg,train,leaning_forward,SINGLE_sipotion_1749660918279_leaning_forward_0_93_jpg.rf.625f894163494d676920e088a9a3031a.jpg,640,640,0.21875,0.040625,0.596875,0.952078,106.69,False,True,1,63,train
f96e0320bb76b43237861d629e025daa-1-_jpg.rf.8a4391d38ddbde7a8c529cd70c8301d4.jpg,train,leaning_backward,SINGLE_f96e0320bb76b43237861d629e025daa-1-_jpg.rf.8a4391d38ddbde7a8c529cd70c8301d4.jpg,491,640,0.170061,0.381875,0.573727,0.536891,181.25,False,True,1,64,valid
4bf7a1f74bd8a456fecc108fe136dcea_jpg.rf.e0181a963af50ca0e7511833cf094e95.jpg,train,leaning_backward,SINGLE_4bf7a1f74bd8a456fecc108fe136dcea_jpg.rf.e0181a963af50ca0e7511833cf094e95.jpg,426,640,0.115681,0.415156,0.650915,0.299906,127.83,False,True,1,65,train
sipotion_1749658652880_slouch_0_76_jpg.rf.f8cd8fd3375b3b21681716a0afbfe08c.jpg,train,leaning_forward,ND_0003,640,640,0.233328,0.219797,0.516672,0.779172,156.75,False,True,1,66,train
sipotion_1749658655732_slouch_0_84_jpg.rf.1f9fd59ce28a9a5e82b4145d14b1f3d2.jpg,train,good_posture,SINGLE_sipotion_1749658655732_slouch_0_84_jpg.rf.1f9fd59ce28a9a5e82b4145d14b1f3d2.jpg,640,640,0.208328,0.164578,0.544797,0.822922,136.11,False,True,1,67,train
sipotion_1749658433630_good_posture_0_77_jpg.rf.9fa58e32268ca4cc678cc457054fd15f.jpg,train,leaning_backward,SINGLE_sipotion_1749658433630_good_posture_0_77_jpg.rf.9fa58e32268ca4cc678cc457054fd15f.jpg,640,640,0.40625,0.391672,0.301047,0.407297,144.16,False,True,1,68,valid
sipotion_1749658422979_slouch_0_86_jpg.rf.f9bc69c200b78a51ff3aec363fdd95ee.jpg,train,good_posture,SINGLE_sipotion_1749658422979_slouch_0_86_jpg.rf.f9bc69c200b78a51ff3aec363fdd95ee.jpg,640,640,0.377984,0.090625,0.383484,0.766453,137.15,False,True,1,69,train
sipotion_1749658442127_good_posture_0_53_jpg.rf.bd7378953f28490c8dd013edd3900395.jpg,train,good_posture,SINGLE_sipotion_1749658442127_good_posture_0_53_jpg.rf.bd7378953f28490c8dd013edd3900395.jpg,640,640,0.0,0.129172,0.508328,0.869797,148.71,False,True,1,70,train
4edf682b2586f97d3036b834179bb71e_jpg.rf.15dbfe28a107ad6766366a65a5d70021.jpg,train,leaning_backward,SINGLE_4edf682b2586f97d3036b834179bb71e_jpg.rf.15dbfe28a107ad6766366a65a5d70021.jpg,480,640,0.190292,0.421344,0.509687,0.286562,121.11,False,True,1,71,train
d431ef6818d215d304c11efe5a8d485d_jpg.rf.f4c65b623ecc3197482189e109820891.jpg,train,leaning_backward,SINGLE_d431ef6818d215d304c11efe5a8d485d_jpg.rf.f4c65b623ecc3197482189e109820891.jpg,465,640,0.34714,0.460766,0.585398,0.377719,214.49,False,True,1,72,train
df71d8ccc4340726edec1490867bf2b5_jpg.rf.8da49f91ab5020cc92cb42d2450a0dd9.jpg,train,good_posture,SINGLE_df71d8ccc4340726edec1490867bf2b5_jpg.rf.8da49f91ab5020cc92cb42d2450a0dd9.jpg,426,640,0.368099,0.012094,0.524859,0.6695,170.17,False,True,1,73,train
sipotion_1749650401543_leaning_forward_0_58_jpg.rf.7725919671b206dd9e24898ab94209e1.jpg,train,leaning_forward,ND_0017,640,640,0.373953,0.33125,0.41875,0.457297,105.89,False,True,1,74,train
sipotion_1749658178359_good_posture_0_71_jpg.rf.0b2c683ee8e2ea563c0401cb9d803b45.jpg,train,leaning_backward,SINGLE_sipotion_1749658178359_good_posture_0_71_jpg.rf.0b2c683ee8e2ea563c0401cb9d803b45.jpg,640,640,0.270828,0.216672,0.71875,0.782297,134.21,False,True,1,75,test
sipotion_1749642775499_leaning_forward_0_70_jpg.rf.9875c6cfe98a700506bbffbb304ec449.jpg,train,slouch,SINGLE_sipotion_1749642775499_leaning_forward_0_70_jpg.rf.9875c6cfe98a700506bbffbb304ec449.jpg,640,640,0.298953,0.271875,0.471875,0.479172,95.76,False,True,1,76,valid
sipotion_1749660914798_leaning_forward_0_92_jpg.rf.13ad6cb48abfb2fadc35b9456f639a24.jpg,train,leaning_forward,SINGLE_sipotion_1749660914798_leaning_forward_0_92_jpg.rf.13ad6cb48abfb2fadc35b9456f639a24.jpg,640,640,0.207297,0.030203,0.604172,0.9625,108.14,False,True,1,77,train
sipotion_1749649868548_slouch_0_86_jpg.rf.9eb0741bf441b370b5726c9d301c7017.jpg,train,good_posture,ND_0009,640,640,0.25625,0.30625,0.405203,0.625,119.08,False,True,1,78,train
sipotion_1749660935080_leaning_forward_0_91_jpg.rf.f3bd6cb3d47f968f17256d35efcf90ba.jpg,train,leaning_forward,ND_0004,640,640,0.21875,0.261453,0.435422,0.735422,119.36,False,True,1,79,train
0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,train,leaning_forward,SINGLE_0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,640,640,0.61825,0.054219,0.149719,0.230672,211.41,False,True,10,80,train
0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,train,leaning_forward,SINGLE_0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,640,640,0.814297,0.050984,0.160484,0.231031,211.41,False,True,10,81,train
0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,train,leaning_forward,SINGLE_0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,640,640,0.828297,0.387031,0.155812,0.226609,211.41,False,True,10,82,train
0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,train,leaning_forward,SINGLE_0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,640,640,0.218656,0.381656,0.165516,0.242391,211.41,False,True,10,83,train
0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,train,leaning_forward,SINGLE_0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,640,640,0.018313,0.383813,0.163359,0.240969,211.41,False,True,10,84,train
0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,train,leaning_forward,SINGLE_0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,640,640,0.042016,0.712328,0.154016,0.23025,211.41,False,True,10,85,train
0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,train,leaning_forward,SINGLE_0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,640,640,0.228344,0.713391,0.166594,0.229891,211.41,False,True,10,86,train
0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,train,leaning_forward,SINGLE_0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,640,640,0.443766,0.724172,0.149359,0.241375,211.41,False,True,10,87,train
0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,train,leaning_forward,SINGLE_0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,640,640,0.634422,0.726328,0.156531,0.232766,211.41,False,True,10,88,train
0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,train,leaning_forward,SINGLE_0138e93a957e274905ea6c2ed2d4042d_jpg.rf.601de128185a0d950a6067ad646f88c8.jpg,640,640,0.843359,0.719859,0.14075,0.253578,211.41,False,True,10,89,train
a661ffb01f95295449f9d5357024b13e_jpg.rf.58e2468e4ab71622dfaa6564cb083acb.jpg,train,leaning_forward,SINGLE_a661ffb01f95295449f9d5357024b13e_jpg.rf.58e2468e4ab71622dfaa6564cb083acb.jpg,640,426,0.259375,0.08216,0.251563,0.91784,212.53,False,True,1,90,train
sipotion_1749648180037_leaning_forward_0_82_jpg.rf.f982d335b0f69c83b3389ec79d5c5988.jpg,train,slouch,SINGLE_sipotion_1749648180037_leaning_forward_0_82_jpg.rf.f982d335b0f69c83b3389ec79d5c5988.jpg,640,640,0.391672,0.055203,0.483328,0.797922,148.56,False,True,1,91,test
sipotion_1749642774253_leaning_forward_0_48_jpg.rf.7ee6346799ec7594ad7dca2c5b5dd9df.jpg,train,slouch,SINGLE_sipotion_1749642774253_leaning_forward_0_48_jpg.rf.7ee6346799ec7594ad7dca2c5b5dd9df.jpg,640,640,0.307297,0.294797,0.471875,0.482297,97.41,False,True,1,92,valid
