image_id,split,nd_group,original_split,num_annotations,is_dark
09301a2b43d56f479527a3bb7a3a677f-Copy_jpg.rf.337e41395bf7a48cb9a36b3809fb9ed4.jpg,test,SINGLE_09301a2b43d56f479527a3bb7a3a677f-Copy_jpg.rf.337e41395bf7a48cb9a36b3809fb9ed4.jpg,train,1,False
09e09f885afa44118ab87bd5665c62f0-Copy_jpg.rf.bd8efccdf939bd5a0caac32851a03d9b.jpg,valid,SINGLE_09e09f885afa44118ab87bd5665c62f0-Copy_jpg.rf.bd8efccdf939bd5a0caac32851a03d9b.jpg,train,1,False
0bfdcb63e31ef0f0a836d1b3a166edfb_jpg.rf.d30f5e6a0d51cd113a60a0cf1d866da5.jpg,train,SINGLE_0bfdcb63e31ef0f0a836d1b3a166edfb_jpg.rf.d30f5e6a0d51cd113a60a0cf1d866da5.jpg,train,3,False
0c60817f7c51abb568167d5c48eb8a47-Copy_jpg.rf.fb6a5f27c3e2ff278757d7f867c2fbf0.jpg,train,ND_0019,valid,1,False
0ca729bb0533a56046bef7fc90a5e528-Copy_jpg.rf.7a774761abe2cd8883801e26694120b1.jpg,train,SINGLE_0ca729bb0533a56046bef7fc90a5e528-Copy_jpg.rf.7a774761abe2cd8883801e26694120b1.jpg,test,1,False
0d3c7ea98ef00e38def853945a9bad57_jpg.rf.781cde90d112ed38c52994ab877d899b.jpg,train,SINGLE_0d3c7ea98ef00e38def853945a9bad57_jpg.rf.781cde90d112ed38c52994ab877d899b.jpg,train,1,False
0ef52a85265746d1683f9486e96ce923-Copy_jpg.rf.594fc007a1d16dba7e26a5d1ef710ef4.jpg,train,SINGLE_0ef52a85265746d1683f9486e96ce923-Copy_jpg.rf.594fc007a1d16dba7e26a5d1ef710ef4.jpg,valid,1,False
0fc32a3a4348547000601fbb1eae3e94-Copy_jpg.rf.63b4ffb54b24e037b71eec0382a8b992.jpg,train,SINGLE_0fc32a3a4348547000601fbb1eae3e94-Copy_jpg.rf.63b4ffb54b24e037b71eec0382a8b992.jpg,valid,1,False
109063978371b3373c43d70e2241077e-Copy_jpg.rf.019fb8817278bf229b8ef229c0ca5873.jpg,train,SINGLE_109063978371b3373c43d70e2241077e-Copy_jpg.rf.019fb8817278bf229b8ef229c0ca5873.jpg,test,1,False
11376b36328b5aecfce91a930ae7dd13-Copy_jpg.rf.2c99983e2f5421754b6dffe0442124bc.jpg,train,SINGLE_11376b36328b5aecfce91a930ae7dd13-Copy_jpg.rf.2c99983e2f5421754b6dffe0442124bc.jpg,valid,1,False
12409ad7deb10d5ed474ba47e6738b4a_jpg.rf.3b1702d63ad0a9dcb2d79ff5c68e155d.jpg,train,SINGLE_12409ad7deb10d5ed474ba47e6738b4a_jpg.rf.3b1702d63ad0a9dcb2d79ff5c68e155d.jpg,train,1,False
12549cd180196f34b4527ceb4f8eab15_jpg.rf.7d67896ccdd692205b5ce7a42339a3e6.jpg,train,SINGLE_12549cd180196f34b4527ceb4f8eab15_jpg.rf.7d67896ccdd692205b5ce7a42339a3e6.jpg,train,1,False
12faae8bd575b49b06841c73067a3a3a_jpg.rf.24ad561eb360bf7dcb71307ec43c2a6d.jpg,valid,SINGLE_12faae8bd575b49b06841c73067a3a3a_jpg.rf.24ad561eb360bf7dcb71307ec43c2a6d.jpg,valid,1,False
134d30ead329e22fb6848eef387886b4-Copy_jpg.rf.d7e306e91ccc07e55e5d0b0a6b54f587.jpg,train,SINGLE_134d30ead329e22fb6848eef387886b4-Copy_jpg.rf.d7e306e91ccc07e55e5d0b0a6b54f587.jpg,valid,1,False
150b0302549c4eff4b7a3417d5160012-Copy_jpg.rf.a7fe66aae04d9b3b1d1a39d104f6fd72.jpg,test,SINGLE_150b0302549c4eff4b7a3417d5160012-Copy_jpg.rf.a7fe66aae04d9b3b1d1a39d104f6fd72.jpg,test,0,False
164beb21e641c2e24c5a1f6f62587bc1_jpg.rf.c1fe4efbb833abc0060ad38c537226f9.jpg,test,SINGLE_164beb21e641c2e24c5a1f6f62587bc1_jpg.rf.c1fe4efbb833abc0060ad38c537226f9.jpg,train,2,False
166d1b2cb6e2ca4c6f50f57d9d936e19-Copy-2-_jpg.rf.2856ed8934c641e99153a8fd082a8824.jpg,valid,SINGLE_166d1b2cb6e2ca4c6f50f57d9d936e19-Copy-2-_jpg.rf.2856ed8934c641e99153a8fd082a8824.jpg,test,1,False
16a88fe94b0ee27f4819c63b2df6ee41_jpg.rf.78a12d5088c47bfd1bcf52afa2917c83.jpg,valid,SINGLE_16a88fe94b0ee27f4819c63b2df6ee41_jpg.rf.78a12d5088c47bfd1bcf52afa2917c83.jpg,train,2,False
1876f9487ac4a54e573bfb7a208a029e_jpg.rf.7d129606ecbc1bf0ba4abb602fd9c3ab.jpg,train,SINGLE_1876f9487ac4a54e573bfb7a208a029e_jpg.rf.7d129606ecbc1bf0ba4abb602fd9c3ab.jpg,valid,1,False
18dbb46aabd5f4894e58e4134de6e8c5-Copy-2-_jpg.rf.4a958c4ee4c1d3ea7a2b3c709dee2fdb.jpg,valid,SINGLE_18dbb46aabd5f4894e58e4134de6e8c5-Copy-2-_jpg.rf.4a958c4ee4c1d3ea7a2b3c709dee2fdb.jpg,test,1,False
1b8ec72febb3253935e1efa77f4f8c30_jpg.rf.4193e12df68d9068fc1f6670adedd23f.jpg,valid,SINGLE_1b8ec72febb3253935e1efa77f4f8c30_jpg.rf.4193e12df68d9068fc1f6670adedd23f.jpg,train,1,False
1bff90c2a0f45c5ba8db4d1f057691c2-Copy_jpg.rf.ddd734b7c27b2351a50b44411559b1fe.jpg,test,SINGLE_1bff90c2a0f45c5ba8db4d1f057691c2-Copy_jpg.rf.ddd734b7c27b2351a50b44411559b1fe.jpg,valid,1,False
1dbfaeae7a5f83ec3a42df89e3956a0d-Copy_jpg.rf.a192f1b99e4c3fba3f149792e62b1000.jpg,test,SINGLE_1dbfaeae7a5f83ec3a42df89e3956a0d-Copy_jpg.rf.a192f1b99e4c3fba3f149792e62b1000.jpg,test,1,False
1e077cbdaf6bf7432f615de9c900f1f6_jpg.rf.0234ea9151cc51112d6ae00b7d5f8380.jpg,train,SINGLE_1e077cbdaf6bf7432f615de9c900f1f6_jpg.rf.0234ea9151cc51112d6ae00b7d5f8380.jpg,train,1,False
1f538c6c7b2ed936f7519ab26ec0607d-Copy_jpg.rf.b7f49616455ba7836070e0d64b36f556.jpg,train,SINGLE_1f538c6c7b2ed936f7519ab26ec0607d-Copy_jpg.rf.b7f49616455ba7836070e0d64b36f556.jpg,valid,1,False
20391302a3fa71cfe6c528a9ce6608e8-Copy_jpg.rf.4229c39779dccf994e8f9bf213255362.jpg,train,SINGLE_20391302a3fa71cfe6c528a9ce6608e8-Copy_jpg.rf.4229c39779dccf994e8f9bf213255362.jpg,train,1,False
20f8b04e8c35f11d763dfd70082e1e27-Copy-2-_jpg.rf.3f6a5e6a42df5f1b50b03c1df56aad77.jpg,train,SINGLE_20f8b04e8c35f11d763dfd70082e1e27-Copy-2-_jpg.rf.3f6a5e6a42df5f1b50b03c1df56aad77.jpg,test,1,False
21821f3caee00e219a0312ce4934fb83-Copy-2-_jpg.rf.d9c678339fc98f1183eb71ee5a9a561f.jpg,train,SINGLE_21821f3caee00e219a0312ce4934fb83-Copy-2-_jpg.rf.d9c678339fc98f1183eb71ee5a9a561f.jpg,train,1,False
22d97eb7ab5211a7dab979a1ca9e5220-Copy-2-_jpg.rf.3ef1c616191a3b6b0a21c8c449c5d0b0.jpg,test,SINGLE_22d97eb7ab5211a7dab979a1ca9e5220-Copy-2-_jpg.rf.3ef1c616191a3b6b0a21c8c449c5d0b0.jpg,valid,1,False
2433a50aeeb63b52d760b867a3b6e3a0-1-_jpg.rf.7f9fd6a7fe026846cc38a2e6a4cdd986.jpg,train,SINGLE_2433a50aeeb63b52d760b867a3b6e3a0-1-_jpg.rf.7f9fd6a7fe026846cc38a2e6a4cdd986.jpg,train,1,False
25df132587629fa4d6480745ef7c96d6_jpg.rf.51d7f3baca40e113ac71eba3618927a2.jpg,test,SINGLE_25df132587629fa4d6480745ef7c96d6_jpg.rf.51d7f3baca40e113ac71eba3618927a2.jpg,valid,1,False
269e71cd36f6371d09d8d86ea33cc736-Copy_jpg.rf.2691763d89271f473ab22d686e812812.jpg,valid,SINGLE_269e71cd36f6371d09d8d86ea33cc736-Copy_jpg.rf.2691763d89271f473ab22d686e812812.jpg,test,1,False
2717706a396e68f341b88f63e445b64c5-Copy_jpg.rf.d4861e9470f49accab5203166b17b83e.jpg,train,SINGLE_2717706a396e68f341b88f63e445b64c5-Copy_jpg.rf.d4861e9470f49accab5203166b17b83e.jpg,valid,1,False
296e69b197fcd623a2a449d15685e610_jpg.rf.616d9fb2aa7bb3b73b0ac9cf3b67dc3b.jpg,test,SINGLE_296e69b197fcd623a2a449d15685e610_jpg.rf.616d9fb2aa7bb3b73b0ac9cf3b67dc3b.jpg,train,3,False
2c5219f9f7b315e1843c637ecb0311b3-Copy_jpg.rf.8925fe83a2fc7fe8044dbc0cf2bcba38.jpg,test,SINGLE_2c5219f9f7b315e1843c637ecb0311b3-Copy_jpg.rf.8925fe83a2fc7fe8044dbc0cf2bcba38.jpg,test,2,False
2d9d6695b9738eff81cbab92e7e48700-Copy_jpg.rf.2bd12894bf06a8f86dc6ef73d61099ed.jpg,valid,SINGLE_2d9d6695b9738eff81cbab92e7e48700-Copy_jpg.rf.2bd12894bf06a8f86dc6ef73d61099ed.jpg,train,1,False
2f733fdf5255897ece4bf1ce6269e318-Copy_jpg.rf.5fae10780b4b821e4300daf9d40bff69.jpg,train,SINGLE_2f733fdf5255897ece4bf1ce6269e318-Copy_jpg.rf.5fae10780b4b821e4300daf9d40bff69.jpg,valid,1,False
2fd36c70e229800db9a2de27e2f1f0eb_jpg.rf.a81d1ca16a5ae39c4bcc5028dd3f2801.jpg,train,SINGLE_2fd36c70e229800db9a2de27e2f1f0eb_jpg.rf.a81d1ca16a5ae39c4bcc5028dd3f2801.jpg,train,1,False
302a01836d072e261341689ba8a2ab15_jpg.rf.f6788e42cf2979085b2f81ae555436da.jpg,test,SINGLE_302a01836d072e261341689ba8a2ab15_jpg.rf.f6788e42cf2979085b2f81ae555436da.jpg,valid,1,False
308f25d389f7166c6c2f7878b53c9dd0-Copy_jpg.rf.7424cf94f4054490de4cbabbdf7b48a9.jpg,train,SINGLE_308f25d389f7166c6c2f7878b53c9dd0-Copy_jpg.rf.7424cf94f4054490de4cbabbdf7b48a9.jpg,test,1,False
30a4b35a96c093fefda959d40f799386_jpg.rf.b326fedb0c5907a74d9fc5b9ccf45095.jpg,train,SINGLE_30a4b35a96c093fefda959d40f799386_jpg.rf.b326fedb0c5907a74d9fc5b9ccf45095.jpg,test,2,False
334cbc1795755361563740d1b9c2ba02_jpg.rf.a6a7a4dda70cec7a7518a465ef2dcdd6.jpg,train,SINGLE_334cbc1795755361563740d1b9c2ba02_jpg.rf.a6a7a4dda70cec7a7518a465ef2dcdd6.jpg,train,1,False
33d01e7a66dee25ccebf4c35e38658d0-Copy_jpg.rf.69e259c9834119892820f5428827049b.jpg,train,SINGLE_33d01e7a66dee25ccebf4c35e38658d0-Copy_jpg.rf.69e259c9834119892820f5428827049b.jpg,valid,1,False
353ff20c38ac089148b3d6307d0470f5_jpg.rf.7e92ed4fdf18512aad3d6343516a1d30.jpg,test,SINGLE_353ff20c38ac089148b3d6307d0470f5_jpg.rf.7e92ed4fdf18512aad3d6343516a1d30.jpg,train,1,False
384a130b2bbe3f8efd1c030c8575ae32_jpg.rf.38185fd4398fa15e2e6152489b962976.jpg,train,SINGLE_384a130b2bbe3f8efd1c030c8575ae32_jpg.rf.38185fd4398fa15e2e6152489b962976.jpg,test,3,False
3a3fd2e7590db30a55c2487fcf1a5347-Copy_jpg.rf.d3b920287e63a611858ae2f131ea15d5.jpg,valid,SINGLE_3a3fd2e7590db30a55c2487fcf1a5347-Copy_jpg.rf.d3b920287e63a611858ae2f131ea15d5.jpg,test,1,False
3ae0a216bf8c89853fc98afed0124740-Copy_jpg.rf.311635dcce6f67ef5f37de57bf9fe253.jpg,train,SINGLE_3ae0a216bf8c89853fc98afed0124740-Copy_jpg.rf.311635dcce6f67ef5f37de57bf9fe253.jpg,train,1,False
3cdae28d0a450e822ac4b9f2e9659c47_jpg.rf.2f7fefa22971dc006b04908f77933764.jpg,valid,SINGLE_3cdae28d0a450e822ac4b9f2e9659c47_jpg.rf.2f7fefa22971dc006b04908f77933764.jpg,train,2,False
3e17076a8652c07631177b9017a1bbc9-Copy-2-_jpg.rf.48140237148989c9937c4a4044805a2e.jpg,train,SINGLE_3e17076a8652c07631177b9017a1bbc9-Copy-2-_jpg.rf.48140237148989c9937c4a4044805a2e.jpg,valid,1,False
3e568046de584d919cf9c86e3db0f5a2-Copy_jpg.rf.8da6000a8084237f2851d67db1e92f39.jpg,valid,SINGLE_3e568046de584d919cf9c86e3db0f5a2-Copy_jpg.rf.8da6000a8084237f2851d67db1e92f39.jpg,valid,2,False
3e87da47f3303399401aa6078084fb36_jpg.rf.638ac87cf0ca8b8d14d9402ff7590ca1.jpg,train,SINGLE_3e87da47f3303399401aa6078084fb36_jpg.rf.638ac87cf0ca8b8d14d9402ff7590ca1.jpg,valid,1,False
40f380863d2e98f3399367e1a96c77f1-Copy-2-_jpg.rf.a26a141903b297825a4bc6d8ba9a0eeb.jpg,train,SINGLE_40f380863d2e98f3399367e1a96c77f1-Copy-2-_jpg.rf.a26a141903b297825a4bc6d8ba9a0eeb.jpg,valid,1,False
41026b9c0d71c6d97dc50ebe4a2b207b-Copy_jpg.rf.311d1b3fc1de66dd306c3c5b021d9402.jpg,train,SINGLE_41026b9c0d71c6d97dc50ebe4a2b207b-Copy_jpg.rf.311d1b3fc1de66dd306c3c5b021d9402.jpg,train,1,False
41c32da2204db972afe8d411e3afac90-Copy_jpg.rf.03632fe1d828a018a86fab50f48c298f.jpg,train,SINGLE_41c32da2204db972afe8d411e3afac90-Copy_jpg.rf.03632fe1d828a018a86fab50f48c298f.jpg,valid,1,False
42a2e2f9936efee584a8097f31c5aabe_jpg.rf.006c7f0ad56fb2fdd8109ac75c42a41d.jpg,valid,SINGLE_42a2e2f9936efee584a8097f31c5aabe_jpg.rf.006c7f0ad56fb2fdd8109ac75c42a41d.jpg,test,1,False
432b48ccf28d7fcc0f22e6ba64125813_jpg.rf.3a05b66b5666c452a6a8dfa7f816bf4e.jpg,valid,SINGLE_432b48ccf28d7fcc0f22e6ba64125813_jpg.rf.3a05b66b5666c452a6a8dfa7f816bf4e.jpg,test,1,False
43b535f4216a408236b1b9d7f6c1fea2_jpg.rf.a4b006a5b103bfee161629366e04e484.jpg,valid,SINGLE_43b535f4216a408236b1b9d7f6c1fea2_jpg.rf.a4b006a5b103bfee161629366e04e484.jpg,test,1,False
444cf0f06077401c805cc3972c0a3c0b_jpg.rf.84bfa71a93944fa4a111412ba226737e.jpg,train,SINGLE_444cf0f06077401c805cc3972c0a3c0b_jpg.rf.84bfa71a93944fa4a111412ba226737e.jpg,test,1,False
44c10348f8facd7ff005860e80f2f05c-Copy_jpg.rf.530010485ae6e7bda03c472ced85c862.jpg,train,SINGLE_44c10348f8facd7ff005860e80f2f05c-Copy_jpg.rf.530010485ae6e7bda03c472ced85c862.jpg,valid,1,False
4538140074cd3b191dbfe2bd8dcad832_jpg.rf.2e834b3da4dc1244fcd5cd024074a5f8.jpg,train,SINGLE_4538140074cd3b191dbfe2bd8dcad832_jpg.rf.2e834b3da4dc1244fcd5cd024074a5f8.jpg,test,1,False
461894a0d79e24a7487b9a9d6bbccb05-Copy_jpg.rf.b45efa5cbd654e3a03c784944c66df01.jpg,train,SINGLE_461894a0d79e24a7487b9a9d6bbccb05-Copy_jpg.rf.b45efa5cbd654e3a03c784944c66df01.jpg,valid,1,False
4848a99da0ac7a1cc1de96e29bf8f00b_jpg.rf.58bcbe87f2f91b922614a8080517a94a.jpg,test,SINGLE_4848a99da0ac7a1cc1de96e29bf8f00b_jpg.rf.58bcbe87f2f91b922614a8080517a94a.jpg,train,1,False
48ddae6c1833765180cf4a91f937114c_jpg.rf.016d0edf96f5644b422bddb625e42b77.jpg,train,SINGLE_48ddae6c1833765180cf4a91f937114c_jpg.rf.016d0edf96f5644b422bddb625e42b77.jpg,train,1,False
4ad9540ec4a9101b15e87046f303f0c0-Copy-2-_jpg.rf.38d892556c06e868141008514f655623.jpg,test,SINGLE_4ad9540ec4a9101b15e87046f303f0c0-Copy-2-_jpg.rf.38d892556c06e868141008514f655623.jpg,valid,1,False
4bf01322111c82958983446eb5005404_jpg.rf.3ff3cb499dd1d3ece26d9d3a65419cf8.jpg,valid,SINGLE_4bf01322111c82958983446eb5005404_jpg.rf.3ff3cb499dd1d3ece26d9d3a65419cf8.jpg,train,6,False
4bf7a1f74bd8a456fecc108fe136dcea_jpg.rf.e0181a963af50ca0e7511833cf094e95.jpg,train,SINGLE_4bf7a1f74bd8a456fecc108fe136dcea_jpg.rf.e0181a963af50ca0e7511833cf094e95.jpg,train,1,False
4c84606a0be3a00dcd0c5afa33e8e379-Copy_jpg.rf.4abb6266a233f40df4c9bb97f0b58d4b.jpg,train,SINGLE_4c84606a0be3a00dcd0c5afa33e8e379-Copy_jpg.rf.4abb6266a233f40df4c9bb97f0b58d4b.jpg,test,1,False
4e2fd288916df75caab1737d5a197716_jpg.rf.7435f8d95fb3c9a20c2be840f86f70a6.jpg,train,SINGLE_4e2fd288916df75caab1737d5a197716_jpg.rf.7435f8d95fb3c9a20c2be840f86f70a6.jpg,train,1,False
4edf682b2586f97d3036b834179bb71e_jpg.rf.15dbfe28a107ad6766366a65a5d70021.jpg,train,SINGLE_4edf682b2586f97d3036b834179bb71e_jpg.rf.15dbfe28a107ad6766366a65a5d70021.jpg,train,1,False
50c40c54fd6d704689e7e611cae50592_jpg.rf.171442f68411b1d96881f4530a026afb.jpg,train,SINGLE_50c40c54fd6d704689e7e611cae50592_jpg.rf.171442f68411b1d96881f4530a026afb.jpg,valid,2,False
512b65bb04bded5177b2a62a6c59a04c_jpg.rf.dab27cbe2dd392e6b197c6ba0af59d8d.jpg,train,SINGLE_512b65bb04bded5177b2a62a6c59a04c_jpg.rf.dab27cbe2dd392e6b197c6ba0af59d8d.jpg,valid,1,False
52fec01b15da043b9dfe7441feda1d21_jpg.rf.d2928be2941262d2059a37e96af05c42.jpg,train,SINGLE_52fec01b15da043b9dfe7441feda1d21_jpg.rf.d2928be2941262d2059a37e96af05c42.jpg,train,5,False
5337e518499bc811621e435c8ff6ec8d_jpg.rf.9006e1a7eeacb21b21a063402b9c52d8.jpg,train,SINGLE_5337e518499bc811621e435c8ff6ec8d_jpg.rf.9006e1a7eeacb21b21a063402b9c52d8.jpg,test,1,False
53791f6ddfc3b182f97ee0f2cf649948_jpg.rf.16fa2f898ce8c640b62bc3783a618596.jpg,valid,SINGLE_53791f6ddfc3b182f97ee0f2cf649948_jpg.rf.16fa2f898ce8c640b62bc3783a618596.jpg,train,1,False
544f9fc3c00c3e060cd924b74746e59c_jpg.rf.bed77ea07a2a848eb54cb50b372030eb.jpg,test,SINGLE_544f9fc3c00c3e060cd924b74746e59c_jpg.rf.bed77ea07a2a848eb54cb50b372030eb.jpg,valid,1,False
54d5623444aa28a035629077f1e3ec07-Copy-2-_jpg.rf.d47437caa93a10d596c532b727522781.jpg,valid,SINGLE_54d5623444aa28a035629077f1e3ec07-Copy-2-_jpg.rf.d47437caa93a10d596c532b727522781.jpg,test,1,False
55632de40c58a115989eac19fd4a0434-Copy_jpg.rf.4df1d597a86ca75ccd80c18862107ccf.jpg,train,SINGLE_55632de40c58a115989eac19fd4a0434-Copy_jpg.rf.4df1d597a86ca75ccd80c18862107ccf.jpg,test,1,False
5678fa20200e3d80dc15d6db3090e4a1_jpg.rf.51c2cf195b6093f974f286d7be153990.jpg,valid,SINGLE_5678fa20200e3d80dc15d6db3090e4a1_jpg.rf.51c2cf195b6093f974f286d7be153990.jpg,train,1,False
5737d2dcd9c475179bdc79a15d69ae5c_jpg.rf.50458a6be3a35559941779f926ad0ec5.jpg,train,SINGLE_5737d2dcd9c475179bdc79a15d69ae5c_jpg.rf.50458a6be3a35559941779f926ad0ec5.jpg,train,1,False
581cacc03b45e71bd4c2568986682ecf-Copy_jpg.rf.b71d0fc095f2203ae1c842d71354512e.jpg,train,SINGLE_581cacc03b45e71bd4c2568986682ecf-Copy_jpg.rf.b71d0fc095f2203ae1c842d71354512e.jpg,valid,1,False
58559f1cee11500edb770caa7200494c-Copy-2-_jpg.rf.cb997c5c2f5ea7a7b0eb70d18ed33cd1.jpg,train,SINGLE_58559f1cee11500edb770caa7200494c-Copy-2-_jpg.rf.cb997c5c2f5ea7a7b0eb70d18ed33cd1.jpg,valid,1,False
59c146d54c50e3f829b9a50f72a6b7fa-Copy_jpg.rf.404a3db1277161ef57a8698d8c93ac3b.jpg,train,SINGLE_59c146d54c50e3f829b9a50f72a6b7fa-Copy_jpg.rf.404a3db1277161ef57a8698d8c93ac3b.jpg,valid,1,False
59d2fde6e6d87a1538a49e6fa55f75a2-Copy_jpg.rf.356c60f1b7d51387bce4c7cf7cde9b1d.jpg,valid,SINGLE_59d2fde6e6d87a1538a49e6fa55f75a2-Copy_jpg.rf.356c60f1b7d51387bce4c7cf7cde9b1d.jpg,test,1,False
5aa27058712bce0b807380efa57177c4-Copy-2-_jpg.rf.85d5129516ca539c84d83d6f7ee05233.jpg,train,SINGLE_5aa27058712bce0b807380efa57177c4-Copy-2-_jpg.rf.85d5129516ca539c84d83d6f7ee05233.jpg,valid,1,False
5e99dbc09d506693908b448404ddd720_jpg.rf.a26574dfa400ac5def5f9dc13fc3ebcb.jpg,train,SINGLE_5e99dbc09d506693908b448404ddd720_jpg.rf.a26574dfa400ac5def5f9dc13fc3ebcb.jpg,train,1,False
5ecd213f80f7319f47061ce6385f3d97-Copy_jpg.rf.91bfce6132fb7a08e48a5aebb6e29e3c.jpg,test,SINGLE_5ecd213f80f7319f47061ce6385f3d97-Copy_jpg.rf.91bfce6132fb7a08e48a5aebb6e29e3c.jpg,valid,1,False
61a1e85af5b11c3a1a2549d5dca58295-Copy_jpg.rf.b37c756971a2d9d441b81d1cae1128f5.jpg,train,SINGLE_61a1e85af5b11c3a1a2549d5dca58295-Copy_jpg.rf.b37c756971a2d9d441b81d1cae1128f5.jpg,valid,1,False
62da6af058cd30c332ac28dc90ed0623_jpg.rf.52841a069c88fc40eeeef4d1047ed6d2.jpg,train,SINGLE_62da6af058cd30c332ac28dc90ed0623_jpg.rf.52841a069c88fc40eeeef4d1047ed6d2.jpg,test,1,False
642810152cca1b37a584fac07693a363_jpg.rf.44a6b80d928650d62dba3aa4d211823c.jpg,train,SINGLE_642810152cca1b37a584fac07693a363_jpg.rf.44a6b80d928650d62dba3aa4d211823c.jpg,train,2,False
64728be89f9d6d4acac08119e5c062e6-Copy_jpg.rf.81f241fee3221ef58efed46562a368b0.jpg,train,SINGLE_64728be89f9d6d4acac08119e5c062e6-Copy_jpg.rf.81f241fee3221ef58efed46562a368b0.jpg,valid,1,False
65012d0639e0f9159e97dfab863c23c0-Copy_jpg.rf.e1e8418a481de637a4526c07fd678220.jpg,test,SINGLE_65012d0639e0f9159e97dfab863c23c0-Copy_jpg.rf.e1e8418a481de637a4526c07fd678220.jpg,test,1,False
6540afb9817ad3038376f157c5f444b7-Copy_jpg.rf.78609668c320316342a5ce9443fb2c74.jpg,train,SINGLE_6540afb9817ad3038376f157c5f444b7-Copy_jpg.rf.78609668c320316342a5ce9443fb2c74.jpg,train,1,False
65b68aa00170db5f0a8af73b0aabb967-Copy-2-_jpg.rf.6db438ef58d42ae06604559a213077fa.jpg,train,SINGLE_65b68aa00170db5f0a8af73b0aabb967-Copy-2-_jpg.rf.6db438ef58d42ae06604559a213077fa.jpg,test,1,False
65ce382b9740824cd60c75dd3d63f124-Copy_jpg.rf.d385f9aca6133626f7913c0ecd6565d5.jpg,test,SINGLE_65ce382b9740824cd60c75dd3d63f124-Copy_jpg.rf.d385f9aca6133626f7913c0ecd6565d5.jpg,test,1,False
6b0d10c3616f1938b4d574a563b40be3-Copy_jpg.rf.532d817889900c8e7fc317ee54936971.jpg,train,SINGLE_6b0d10c3616f1938b4d574a563b40be3-Copy_jpg.rf.532d817889900c8e7fc317ee54936971.jpg,test,1,False
