image_id,split,class_name,nd_group,original_split
bad_posture_20241021_144100_png.rf.ebf008e461617492a59e7075a6cc2814.jpg,train,Bad,ND_GROUP_0001,train
good_posture_20241021_142336_png.rf.e9c0605e1ef61453fc5b498a093e9d24.jpg,train,Good,ND_GROUP_0001,train
bad_posture_20241021_180437_png.rf.f2c5e87510d565cc280af6904f62a1ae.jpg,train,Bad,ND_GROUP_0013,train
good_posture_20241013_222655_png.rf.eea38fe9371bd3278e00ee729b402653.jpg,train,Bad,ND_GROUP_0058,train
bad_posture_20241021_144550_png.rf.f05717560cb461708608bc9e06788860.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_143020_png.rf.f307ba23ff4a17822ff5b64783c8b96f.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_142713_png.rf.efe8c12388966a59518e2a570cceacdb.jpg,train,Bad,ND_GROUP_0001,train
image_20241008_202338_jpg.rf.ef4b87637bf07005a97394f1410d5ded.jpg,test,Good,ND_GROUP_0063,train
bad_posture_20241021_144538_png.rf.edc0c0e5bfdc28b873284fa499e2446c.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241013_221208_png.rf.f2ec5da19278a24514ce20a5ff9f9dfd.jpg,valid,Bad,ND_GROUP_0022,train
bad_posture_20241021_143853_png.rf.ef3747494971fc058e8d7513c463fe7f.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_145052_png.rf.f389bc74390fb91c7ae0927c87de0b5f.jpg,train,Bad,ND_GROUP_0001,train
image_20241009_225721_jpg.rf.f33f6061f5485d84fd9e01babde47069.jpg,valid,Bad,ND_GROUP_0064,train
good_posture_20241012_174331_png.rf.f2b9fe1d473a7dfe004f8525003bdbd5.jpg,train,Good,ND_GROUP_0010,train
bad_posture_20241013_215714_png.rf.f349c9621eb7217e238cc5e6b23a2a74.jpg,valid,Bad,ND_GROUP_0023,train
bad_posture_20241021_143504_png.rf.e937beb5ee8b56583aae19e685e5943b.jpg,train,Bad,ND_GROUP_0001,train
image_20241008_210538_jpg.rf.f3cb2123ff63eacbdb6ed49eb42b6fe0.jpg,test,Bad,ND_GROUP_0024,train
image_20241007_193153_jpg.rf.f3fef5e7170671e81482e38e394a237b.jpg,valid,Good,ND_GROUP_0025,train
good_posture_20241021_142053_png.rf.f92853fe64ced1e2dc89a574b320af0e.jpg,train,Good,ND_GROUP_0003,train
image_20241009_142917_jpg.rf.fb0a0b469f692507e6e27313cc8813dd.jpg,train,Bad,ND_GROUP_0026,train
good_posture_20241013_225721_png.rf.fc829bf0c43f345124e0cf4c649013ab.jpg,valid,Good,ND_GROUP_0009,train
bad_posture_20241012_174240_png.rf.f80f91fed4f49cab3b62493a0a0be712.jpg,valid,Bad,ND_GROUP_0027,train
good_posture_20241021_141707_png.rf.f9f21b893af868635c0e9345f8a9ce06.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_143817_png.rf.fce9931214aba09f752c25071ec4fed4.jpg,train,Bad,ND_GROUP_0001,train
good_posture_20241012_174341_png.rf.fcb36e161afe196f2d337ac81f7a0eb8.jpg,train,Good,ND_GROUP_0010,train
image_20241007_225038_jpg.rf.f4383e7779f57cf16eb99203ee85bc6c.jpg,train,Bad,ND_GROUP_0028,train
image_20241007_230212_jpg.rf.f5fa1be50ad414568d876054634dbf1e.jpg,test,Bad,ND_GROUP_0029,train
bad_posture_20241013_222753_png.rf.f4479323bacdba1c4bebfd64ffb274f1.jpg,train,Bad,ND_GROUP_0008,train
good_posture_20241021_141454_png.rf.fbc52ca1393f47f07c04a4c8b628f2cf.jpg,train,Good,ND_GROUP_0003,train
good_posture_20241013_222724_png.rf.fb6d8a669da29eded4d85eeeb3430dd0.jpg,train,Good,ND_GROUP_0008,train
bad_posture_20241013_221410_png.rf.f7d3de0ebaa9d1fab842b5a3fa34b488.jpg,train,Bad,ND_GROUP_0058,train
good_posture_20241013_222741_png.rf.ff1ac68a3734ace377a3933d70f66edf.jpg,train,Good,ND_GROUP_0008,train
bad_posture_20241013_222753_png.rf.f6f12156a10a5dfda824997b58722b2d.jpg,train,Bad,ND_GROUP_0008,train
bad_posture_20241012_173243_png.rf.f8c08381facf73050fe1ed988bce0d77.jpg,test,Bad,ND_GROUP_0015,train
good_posture_20241012_174331_png.rf.fc8417ffb2dfb41dcbbdce5e0fc421d5.jpg,train,Good,ND_GROUP_0010,train
bad_posture_20241013_225803_png.rf.fe9f632c24aa7899ce995c70c476f485.jpg,train,Bad,ND_GROUP_0000,train
good_posture_20241021_141548_png.rf.fe437b70d46340ecf1f31223f4a0c8b5.jpg,train,Good,ND_GROUP_0003,train
bad_posture_20241012_172310_png.rf.ffebb843d5de7bda8fcbbd234c98db30.jpg,test,Bad,ND_GROUP_0015,train
good_posture_20241012_172239_png.rf.fe1d25262987db371a4c9db72053e1f6.jpg,test,Bad,ND_GROUP_0030,train
good_posture_20241013_222738_png.rf.008882c9aa85b771e709a46d49a626f6.jpg,train,Good,ND_GROUP_0008,train
bad_posture_20241013_225746_png.rf.00bca5ddd713327a77a4fe56abaebbc8.jpg,train,Bad,ND_GROUP_0000,train
good_posture_20241013_225734_png.rf.01f5a532b2236e18e40d1c0277df1503.jpg,test,Good,ND_GROUP_0059,train
image_20241009_152252_jpg.rf.05159dd80bce18fabafd910e692d3745.jpg,valid,Bad,ND_GROUP_0031,train
image_20241008_202917_jpg.rf.09f2be5d2de5c7782811ea081e9fe7c9.jpg,test,Bad,ND_GROUP_0021,train
image_20241007_191348_jpg.rf.01a829bb16fb5df9a298fb34ba31f9cb.jpg,train,Good,ND_GROUP_0065,train
image_20241007_192901_jpg.rf.0ccc4f843148404a65a2e5e59e33d16f.jpg,valid,Good,ND_GROUP_0025,train
bad_posture_20241013_215926_png.rf.02e19c1d7c62f92e49e71042bae02010.jpg,train,Bad,ND_GROUP_0032,train
bad_posture_20241021_142111_png.rf.02367bda57a66d8c96143c384d8c8406.jpg,valid,Bad,ND_GROUP_0033,train
image_20241008_201334_jpg.rf.075a491404808971616b7108b4091284.jpg,valid,Good,ND_GROUP_0034,train
bad_posture_20241021_144036_png.rf.0a11af034bde8ffdf878ab957fecd65f.jpg,train,Bad,ND_GROUP_0001,train
good_posture_20241021_141707_png.rf.08e8ffb733b628d90daed863558dc6b8.jpg,train,Bad,ND_GROUP_0001,train
good_posture_20241013_222757_png.rf.09fcb8e4234c74ec91d3bd18ad5bd278.jpg,train,Good,ND_GROUP_0008,train
bad_posture_20241021_144143_png.rf.07364ba117e900cedaad8b00ca4c4274.jpg,train,Bad,ND_GROUP_0001,train
image_20241007_225757_jpg.rf.03fa76ef2445df7f6bb3c4508e8420a3.jpg,train,Bad,ND_GROUP_0035,train
bad_posture_20241021_142530_png.rf.0ca8e6860f91ad4ad288ca9d197b1bc0.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_143735_png.rf.0926faead1e11c2672d213274767c0bc.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241012_172726_png.rf.0bce91947d14834930406f05ad33a94e.jpg,valid,Bad,ND_GROUP_0047,train
bad_posture_20241021_141436_png.rf.0d5bccb27fcb3b7ab2190c664bd47ce4.jpg,valid,Bad,ND_GROUP_0033,train
bad_posture_20241013_215926_png.rf.02b6e6f8710d6ab2ce880049cfed4044.jpg,train,Bad,ND_GROUP_0032,train
good_posture_20241012_172219_png.rf.07ff56c17fc6b6d4c0604b4d7baa0db5.jpg,test,Bad,ND_GROUP_0030,train
good_posture_20241013_222750_png.rf.04fb6ba4e51294084790a147927b549e.jpg,train,Good,ND_GROUP_0008,train
good_posture_20241013_222728_png.rf.07307dbb63313f0c7bf4b3ceb5fad78b.jpg,train,Good,ND_GROUP_0008,train
image_20241007_220813_jpg.rf.0a46d8f558d03313da9a96c4b7185dbc.jpg,test,Bad,ND_GROUP_0066,train
good_posture_20241012_174401_png.rf.0f6e06ae18bddb1336e4398fb49f112e.jpg,train,Good,ND_GROUP_0010,train
bad_posture_20241021_144048_png.rf.00f192433451b129f2ea7e14573658ba.jpg,train,Bad,ND_GROUP_0001,train
image_20241008_205202_jpg.rf.0e051db1f64b7dca8dcda6cc66626d24.jpg,valid,Good,ND_GROUP_0016,train
good_posture_20241012_172239_png.rf.0d5fa05915d80dbafeb38b33ad8c5f89.jpg,test,Bad,ND_GROUP_0030,train
image_20241007_225757_jpg.rf.0dc88205859cfb224908421a6f02d85d.jpg,train,Bad,ND_GROUP_0035,train
bad_posture_20241013_221410_png.rf.1462324397bad87281de1223a4700ed6.jpg,train,Bad,ND_GROUP_0058,train
bad_posture_20241021_144000_png.rf.10bc47d5edcc1de0db39070028a7cbba.jpg,train,Bad,ND_GROUP_0001,train
good_posture_20241021_141536_png.rf.10abc6f80a2023fd6d396fb5fa39faf9.jpg,train,Good,ND_GROUP_0003,train
good_posture_20241021_141317_png.rf.143d3b61858157968900a8c13538eb10.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_142034_png.rf.181e8501eed44959acc31aa8d5908166.jpg,train,Bad,ND_GROUP_0001,train
image_20241009_225822_jpg.rf.15a942561d1fa6bedcd6ad1c9b655a66.jpg,train,Bad,ND_GROUP_0012,train
good_posture_20241013_222757_png.rf.158e2a81acd9080355e0d3173cfd7631.jpg,train,Good,ND_GROUP_0008,train
good_posture_20241013_225741_png.rf.0f6e0805ceb97255223dda717c90e691.jpg,valid,Good,ND_GROUP_0005,train
good_posture_20241021_144124_png.rf.169b43b20680f8bbc6869083d8de0cd3.jpg,train,Good,ND_GROUP_0046,train
bad_posture_20241021_143133_png.rf.16101387826b56802447a8f38ed5e229.jpg,train,Bad,ND_GROUP_0001,train
image_20241007_191654_jpg.rf.1627e2a68f784d8fb2b62b5e8be48aed.jpg,train,Good,ND_GROUP_0036,train
bad_posture_20241021_143936_png.rf.1216115a3da476143740b03d217626a6.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_143653_png.rf.1977af11028def8eef9ff6e90049b904.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241013_222737_png.rf.16831ea30539ddc385c1c572a58e6475.jpg,train,Bad,ND_GROUP_0008,train
bad_posture_20241013_225750_png.rf.1917a0638ba149579efc519fa34ae05a.jpg,train,Bad,ND_GROUP_0000,train
good_posture_20241021_180318_png.rf.133186cd108deb8f2e3271a55afa1523.jpg,train,Good,ND_GROUP_0006,train
image_20241007_192602_jpg.rf.17e4312f1fba8ad360a73924cd5e39be.jpg,valid,Bad,ND_GROUP_0037,train
bad_posture_20241021_142536_png.rf.17b90531204f27f95a49d3779d44106a.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241013_222747_png.rf.175039e33f542453b4ea0793f8d709b2.jpg,train,Bad,ND_GROUP_0008,train
bad_posture_20241021_143534_png.rf.16ed6c5211c54ad0d2d33615f9a4342e.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241013_220642_png.rf.1823a120268980c62c40582e0092cfd4.jpg,train,Bad,ND_GROUP_0032,train
bad_posture_20241013_221208_png.rf.19b785cf3ba5b3ec4709c27478822249.jpg,valid,Bad,ND_GROUP_0022,train
image_20241007_192901_jpg.rf.13f21c0f954fddf069479ae625bbbf36.jpg,valid,Good,ND_GROUP_0025,train
bad_posture_20241021_145052_png.rf.0f9b2d7246a66c661c9deea38013f491.jpg,train,Bad,ND_GROUP_0001,train
image_20241010_173545_jpg.rf.119c8f401094e3f32dffe5e09a54b9f1.jpg,train,Bad,ND_GROUP_0055,train
good_posture_20241012_174311_png.rf.1de863b5332aecad0ffbfab24d506262.jpg,train,Good,ND_GROUP_0010,train
bad_posture_20241021_142034_png.rf.1c19934f2746708b9a534d1869da23b5.jpg,train,Bad,ND_GROUP_0001,train
good_posture_20241021_180318_png.rf.1e0e835cd147d84e8e7df14277dd743a.jpg,train,Good,ND_GROUP_0006,train
bad_posture_20241021_142022_png.rf.1b3fca639b24d05d49a29631c1a44353.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241013_220309_png.rf.1e1557ba92be5f96b43b28d38123ac08.jpg,train,Bad,ND_GROUP_0032,train
bad_posture_20241021_143239_png.rf.1e9edcb64c798c52c94b24839d8f4bd6.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_143504_png.rf.1ec56cdae4c4fe28484358762066f289.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_143227_png.rf.2151dd927af9a4d88c5bcca89b0c2353.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_144426_png.rf.26f9741e4294bbd8fab76349f737be3d.jpg,train,Bad,ND_GROUP_0001,train
good_posture_20241021_142336_png.rf.224fcb237b3cc6e8117d2e95fb857ed0.jpg,train,Good,ND_GROUP_0001,train
good_posture_20241021_141958_png.rf.21821f098d55042152ebb5a6091b441a.jpg,train,Good,ND_GROUP_0003,train
image_20241007_214451_jpg.rf.202678c11a54a756d9d229c7becd5dc9.jpg,train,Good,ND_GROUP_0019,train
bad_posture_20241021_143629_png.rf.21ed1ffca310c55664a27a02d4897437.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_143747_png.rf.1bacd9310f30a4ec29b84dd12e691db8.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_143853_png.rf.1ad5d0c0859170939c230423288e4802.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241013_220642_png.rf.26f8f633b7ae6c3f2449bd3c010e925f.jpg,train,Bad,ND_GROUP_0032,train
bad_posture_20241012_174037_png.rf.27645d09380e2859d26c39b2054c5861.jpg,test,Bad,ND_GROUP_0020,train
bad_posture_20241012_172807_png.rf.24ee6b515389b83e08aa80e3d30293e3.jpg,train,Bad,ND_GROUP_0038,train
bad_posture_20241021_142418_png.rf.298ec47e47279138eb987d4ca7748061.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241012_174240_png.rf.26eb808ca24854c41b152bff88b36a6d.jpg,valid,Bad,ND_GROUP_0027,train
bad_posture_20241021_142123_png.rf.2915ef0b695521b14e64d7d46a3dc2aa.jpg,test,Bad,ND_GROUP_0039,train
image_20241007_191348_jpg.rf.1f93aa497ec954dd6acd9bed32482134.jpg,train,Good,ND_GROUP_0065,train
good_posture_20241013_222738_png.rf.29a0f3857680447eeb2d8ee58e2ed27a.jpg,train,Good,ND_GROUP_0008,train
bad_posture_20241012_173222_png.rf.2a74e0757872dfa17534eb32b9b9070c.jpg,test,Bad,ND_GROUP_0040,train
image_20241008_210224_jpg.rf.286656b6f4925d76da38f6a54104e0b0.jpg,test,Bad,ND_GROUP_0014,train
good_posture_20241021_141713_png.rf.2a6b10c430ef8db6685e310b31fcbf11.jpg,train,Bad,ND_GROUP_0001,train
image_20241009_142917_jpg.rf.2ea2b3f5f7e7dfa2df4b0158f8072614.jpg,train,Bad,ND_GROUP_0026,train
good_posture_20241013_225738_png.rf.2d1e4913b095c6c59009f39c339495c9.jpg,valid,Good,ND_GROUP_0009,train
image_20241009_225721_jpg.rf.267e65374993f552a87320148960acbc.jpg,valid,Bad,ND_GROUP_0064,train
bad_posture_20241021_141737_png.rf.297eb92485c979df3b2568df663656cb.jpg,train,Bad,ND_GROUP_0041,train
good_posture_20241013_222655_png.rf.2d94bc32518db6f59bf8ede47e414792.jpg,train,Bad,ND_GROUP_0058,train
image_20241007_220813_jpg.rf.2b3e6a64495f4de4c995a8f6e240750d.jpg,test,Bad,ND_GROUP_0066,train
bad_posture_20241021_145122_png.rf.2ece5bfdc76a246a46f889795dc9640c.jpg,train,Bad,ND_GROUP_0001,train
image_20241007_215802_jpg.rf.2fae486f260ef252dca3638666183304.jpg,valid,Good,ND_GROUP_0007,train
bad_posture_20241021_142601_png.rf.2ef6f87c60bd017e1ce417e612156416.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_143817_png.rf.30073a36a17282f03ed8ce181862afba.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241012_174037_png.rf.32059e1c7a9cb1eb1a875644bac16dd9.jpg,test,Bad,ND_GROUP_0020,train
bad_posture_20241021_144407_png.rf.31a56fd9d4d898212f675c88639d68df.jpg,train,Bad,ND_GROUP_0001,train
good_posture_20241013_222638_png.rf.32c28bcc9ec05e5c169bcaf9558bb899.jpg,train,Bad,ND_GROUP_0058,train
good_posture_20241021_141630_png.rf.33f7a760d5db4e5381b0eddf65b94d42.jpg,train,Good,ND_GROUP_0003,train
bad_posture_20241021_141737_png.rf.33a26ef127c90265de90fa9e3aaabcf3.jpg,train,Bad,ND_GROUP_0041,train
image_20241009_224235_jpg.rf.2d2c0a23f69b0dcf93a0bbf3be5ea7a0.jpg,train,Bad,ND_GROUP_0042,train
bad_posture_20241013_222736_png.rf.33f9145d1e68fb8731feb77dff09f27c.jpg,train,Bad,ND_GROUP_0008,train
good_posture_20241012_174351_png.rf.2e30b27f031e99e702f180d255d86044.jpg,train,Good,ND_GROUP_0010,train
bad_posture_20241021_143616_png.rf.332dc9cabecffe9e3e4f5a10edf4c98a.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_141725_png.rf.2f5d2755b7b58cdab695a3b597766de2.jpg,train,Bad,ND_GROUP_0001,train
good_posture_20241012_174351_png.rf.3047769fc04c650c20a7c3be12bfa694.jpg,train,Good,ND_GROUP_0010,train
image_20241007_230643_jpg.rf.3635a6fbd002709241fc250ea92ad142.jpg,train,Bad,ND_GROUP_0043,train
bad_posture_20241012_172807_png.rf.29f57464ac586b6e93ae29230fbbc1db.jpg,train,Bad,ND_GROUP_0038,train
bad_posture_20241012_172107_png.rf.32fa87db9887c89def7ec63fecbb7968.jpg,test,Bad,ND_GROUP_0030,train
image_20241007_192602_jpg.rf.3425c8783abe8a0b0d6cbe29a8184dfe.jpg,valid,Bad,ND_GROUP_0037,train
bad_posture_20241013_225714_png.rf.3210b84c449ff501406d17a5aa244415.jpg,test,Bad,ND_GROUP_0002,train
good_posture_20241021_141636_png.rf.32c564f884f7666e633d31bcf5e35843.jpg,train,Good,ND_GROUP_0003,train
image_20241007_230212_jpg.rf.38a12739416503ae6c83c534b2d84c11.jpg,test,Bad,ND_GROUP_0029,train
bad_posture_20241012_173222_png.rf.37f9d34cf8ee49f6058c758b40fcdcff.jpg,test,Bad,ND_GROUP_0040,train
image_20241007_222646_jpg.rf.36753081069edfad4aa003115328f6d1.jpg,valid,Good,ND_GROUP_0044,train
good_posture_20241013_222712_png.rf.3731d4225d69436f21124bea42e47d9e.jpg,train,Good,ND_GROUP_0008,train
bad_posture_20241021_141755_png.rf.3486647c4a4c92ceafe97a60bf4b8222.jpg,test,Bad,ND_GROUP_0039,train
bad_posture_20241012_174240_png.rf.327bb600c93faad947fa8cd167cfb456.jpg,valid,Bad,ND_GROUP_0027,train
image_20241007_191348_jpg.rf.38ce18118d987080490c0f8a28ca1102.jpg,train,Good,ND_GROUP_0065,train
image_20241008_201104_jpg.rf.38fea24d8a74207f7e5f9c269d42f0c5.jpg,test,Bad,ND_GROUP_0021,train
bad_posture_20241021_143653_png.rf.38ecbc3672dfa92fef4f0c74d4971574.jpg,train,Bad,ND_GROUP_0001,train
good_posture_20241013_222741_png.rf.3965b00d5d1cbce84957ffe611485af4.jpg,train,Good,ND_GROUP_0008,train
bad_posture_20241021_144638_png.rf.3c1f2ba9178a59285da3cbeb8154e7a5.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_142123_png.rf.3935e954e723b14204ade1e76de90d28.jpg,test,Bad,ND_GROUP_0039,train
bad_posture_20241021_142530_png.rf.3a694c19a94333d4a65bf6ce44ffddc8.jpg,train,Bad,ND_GROUP_0001,train
bad_posture_20241021_142111_png.rf.3bf68ce6dd612e0a0178a814ee471d3e.jpg,valid,Bad,ND_GROUP_0033,train
image_20241009_142917_jpg.rf.3e7f8fb19edc4be36f10d4bbd3e8f2ce.jpg,train,Bad,ND_GROUP_0026,train
image_20241007_230212_jpg.rf.3e2f978c1810e70df074d912a716d08a.jpg,test,Bad,ND_GROUP_0029,train
image_20241008_205601_jpg.rf.3c259c2652b28c600755443c50c0a336.jpg,test,Good,ND_GROUP_0011,train
bad_posture_20241021_144550_png.rf.3f64bacc0e064f11a89913b59cd9b5d6.jpg,train,Bad,ND_GROUP_0001,train
