image_id,split,class_id,class_name
ngaphai_mp4-0034_jpg.rf.b32ee45623a317873600b1b478da3cea,train,0,nga_phai
ngaphai_mp4-0036_jpg.rf.551fa061af37400d4563ab566a12f78d,train,0,nga_phai
ngaphai_mp4-0037_jpg.rf.21374a725b571d88384a6bfbdc4835c4,train,0,nga_phai
ngaphai_mp4-0038_jpg.rf.4836f7db43321fbc21a5b274a2a69948,train,0,nga_phai
ngaphai_mp4-0040_jpg.rf.0fe19bc61b8f3f34927c7c1e1ded646d,train,0,nga_phai
ngaphai_mp4-0043_jpg.rf.0f1fa1b636b2e831944c2cec6a55a9e2,train,0,nga_phai
ngaphai_mp4-0045_jpg.rf.84fb57b7e8b7258088008f6ac5e22ce2,train,0,nga_phai
ngaphai_mp4-0047_jpg.rf.7bea0886ed45715bff70bf48f1ae2d7e,train,0,nga_phai
ngaphai_mp4-0049_jpg.rf.6166188a23a3373e1a33382097eb73e2,train,0,nga_phai
ngaphai_mp4-0050_jpg.rf.f7860703b17adaaa417bb8bd22a413c3,train,0,nga_phai
ngaphai_mp4-0051_jpg.rf.6e4a2cefb094e97e1b9da18959e1eda6,train,0,nga_phai
ngaphai_mp4-0052_jpg.rf.099d0cfdd2a29100c191789bfdcc53a7,train,0,nga_phai
ngaphai_mp4-0054_jpg.rf.38d3dc91db97d10b0801a4488f75194f,train,0,nga_phai
ngaphai_mp4-0055_jpg.rf.774c1b1cdbd717165471d0cd36c34c91,train,0,nga_phai
ngaphai_mp4-0059_jpg.rf.1227030709644b7a58f48b3a1dea5299,train,0,nga_phai
ngaphai_mp4-0062_jpg.rf.e2484e370313c996e537942fab8e3108,train,0,nga_phai
ngaphai_mp4-0063_jpg.rf.c96c2f10da48ec4ebabad5239ab0639c,train,0,nga_phai
ngaphai_mp4-0064_jpg.rf.712f1ef18b1ead9fde77858a2738237d,train,0,nga_phai
ngaphai_mp4-0065_jpg.rf.5d614b8eba7d31073accd3783b604e3c,train,0,nga_phai
ngaphai_mp4-0067_jpg.rf.462a2f1f1171265fcb8ac6252567ca5c,train,0,nga_phai
ngaphai_mp4-0068_jpg.rf.8ffe001ff81e1e9d25e52196443c75a8,train,0,nga_phai
ngaphai_mp4-0069_jpg.rf.f048dfbaa7401e63f7317878dd03aab9,train,0,nga_phai
ngaphai_mp4-0070_jpg.rf.6b2a63b346cdeb99692ad3b6fa4447b8,train,0,nga_phai
ngaphai_mp4-0071_jpg.rf.dee0915ed5e519ec311c04b9d7ccc17c,train,0,nga_phai
ngaphai_mp4-0074_jpg.rf.cb838650a503553450ff217ee9178727,train,0,nga_phai
ngaphai_mp4-0075_jpg.rf.7b86b35e4f58945ced5cdfc14a3bdd6e,train,0,nga_phai
ngaphai_mp4-0076_jpg.rf.bc63fb75171b478363d4c0ba0d2f4d2a,train,0,nga_phai
ngaphai_mp4-0078_jpg.rf.8a87bf74e219751c5df944f381d07223,train,0,nga_phai
ngaphai_mp4-0079_jpg.rf.a3dc347846d62a91596e83f8848468ac,train,0,nga_phai
ngaphai_mp4-0080_jpg.rf.cb29f5af82a46b96bc7cb0501908f234,train,0,nga_phai
ngaphai_mp4-0081_jpg.rf.63bfc1e2fd5f3b767e0c8bbab5efee0d,train,0,nga_phai
ngaphai_mp4-0083_jpg.rf.4f21ddb745ccaf77c201ba12fa0175d9,train,0,nga_phai
ngaphai_mp4-0084_jpg.rf.4f804921d602b45260ac47c3fe672f7b,train,0,nga_phai
ngaphai_mp4-0088_jpg.rf.02c22b29fd37f2b95d1b053d330eeca5,train,0,nga_phai
ngaphai_mp4-0089_jpg.rf.16dd529a7c5b382e7c385b8ae11b445f,train,0,nga_phai
ngaphai_mp4-0090_jpg.rf.f623b6bf9ee6c84c4aa2375f4c8e19d8,train,0,nga_phai
ngaphai_mp4-0092_jpg.rf.1a24ca74a627039e7b7ff612150d64c5,train,0,nga_phai
ngaphai_mp4-0093_jpg.rf.3b82a3c8f3a2c07938506e74ded291de,train,0,nga_phai
ngaphai_mp4-0094_jpg.rf.ec150ae409a7f28cd5589c775a8b98b2,train,0,nga_phai
ngaphai_mp4-0095_jpg.rf.bf7144a84226bf6e3d8509bfce7cd493,train,0,nga_phai
ngaphai_mp4-0096_jpg.rf.ce683443ee9fdf10e2163ad19dbfb5d7,train,0,nga_phai
ngaphai_mp4-0097_jpg.rf.d1e50c318718913e6871ff9f0e8474aa,train,0,nga_phai
ngaphai_mp4-0101_jpg.rf.6ae561e70d279a371e4443f39290857d,train,0,nga_phai
ngaphai_mp4-0102_jpg.rf.165471584634fbdd3748d7bdd6498fa5,train,0,nga_phai
ngaphai_mp4-0104_jpg.rf.d4d523d7e6f3d72825dd2efed39f2fec,train,0,nga_phai
ngaphai_mp4-0106_jpg.rf.c5891d9d062d9fc685685ad99d3ac340,train,0,nga_phai
ngaphai_mp4-0107_jpg.rf.7105b5704660b5c85d11df8a5c555bb9,train,0,nga_phai
ngaphai_mp4-0108_jpg.rf.9d26fe1030ada3001f20c832aa3a007e,train,0,nga_phai
ngaphai_mp4-0109_jpg.rf.7301a9d78f6eec065a7ce1e9c1126989,train,0,nga_phai
ngaphai_mp4-0111_jpg.rf.494056d3499e757017417218cd09c045,train,0,nga_phai
ngaphai_mp4-0112_jpg.rf.06ee4eb59306a7d7331f9c518f313fec,train,0,nga_phai
ngaphai_mp4-0113_jpg.rf.e03415a0f7e540d193589330265172ac,train,0,nga_phai
ngaphai_mp4-0115_jpg.rf.4da3851729841e7b20b8e04c0de184a3,train,0,nga_phai
ngaphai_mp4-0117_jpg.rf.9573e181f5016eea609fc5874f23787d,train,0,nga_phai
ngaphai_mp4-0119_jpg.rf.fa8a7625c65c899beec888e6fa6dfceb,train,4,thang
ngaphai_mp4-0121_jpg.rf.f7818e6fe5a4eafc41cde751280804f3,train,4,thang
ngaphai_mp4-0123_jpg.rf.5f6c25c69d8d636f9e91d758a477dbf5,train,4,thang
ngaphai_mp4-0124_jpg.rf.4cdfad01a037f903674e60b4f0a95a48,train,4,thang
ngaphai_mp4-0126_jpg.rf.e309adab5a6e2f5a0cd2519dad9d4de6,train,4,thang
ngaphai_mp4-0127_jpg.rf.c3f0a66a84c751e7c22e7b45d7a11c2b,train,4,thang
ngaphai_mp4-0128_jpg.rf.bf5ea845f28ae7d41ba0287a1dacc003,train,4,thang
ngaphai_mp4-0130_jpg.rf.d64f536bfc6de0e3278cee12588986ee,train,4,thang
ngaphai_mp4-0131_jpg.rf.6b00cf70f446ec7356c8135f72a18016,train,4,thang
ngaphai_mp4-0133_jpg.rf.bd3df599832647da4bd549f3da090422,train,4,thang
ngaphai_mp4-0134_jpg.rf.79840f657711d5d7f8281127273bec63,train,4,thang
ngaphai_mp4-0135_jpg.rf.f7b56012a6d3232bae25206305c500b8,train,4,thang
ngaphai_mp4-0136_jpg.rf.84f3b0270b41a00332171ff6ef81bf66,train,4,thang
ngaphai_mp4-0137_jpg.rf.19566104d70656aebac7007409b6302f,train,4,thang
ngaphai_mp4-0138_jpg.rf.f0d9726171e14527b0f420e57727d190,train,4,thang
ngaphai_mp4-0139_jpg.rf.dec4e782067e48e065a167f0ad0bc070,train,4,thang
ngaphai_mp4-0140_jpg.rf.5696dabedbeaaa7064a4d4031b94accf,train,0,nga_phai
ngaphai_mp4-0141_jpg.rf.7a5151342d32c23c6a6b4d04f3a638b4,train,0,nga_phai
ngaphai_mp4-0142_jpg.rf.f96ed0da3b704c98d1a9238badd4d633,train,4,thang
ngaphai_mp4-0145_jpg.rf.641ac2cf45db6571141896fdb92a2792,train,0,nga_phai
ngaphai_mp4-0146_jpg.rf.5e64b0d73ee01b6bb4f22e50e5cc4c12,train,0,nga_phai
ngaphai_mp4-0147_jpg.rf.8a4a4cbd4e569b21e35ae754494d49c0,train,0,nga_phai
ngaphai_mp4-0151_jpg.rf.8d8f1dc8e50fd694686f43e51bb78ecf,train,0,nga_phai
ngaphai_mp4-0153_jpg.rf.0369f83680901df70da7a38364b39fbf,train,0,nga_phai
ngaphai_mp4-0155_jpg.rf.617ffcc23f5b8c8a7c7575783d3efaa6,train,0,nga_phai
ngaphai_mp4-0156_jpg.rf.9afbd59a632819bef7b37b0938905f94,train,0,nga_phai
ngaphai_mp4-0157_jpg.rf.c9ce64900cb0d313ee94dc80acc8a925,train,0,nga_phai
ngaphai_mp4-0160_jpg.rf.ce8b4a6cfec86eb69bd8848209a02c56,train,0,nga_phai
ngaphai_mp4-0162_jpg.rf.729425aafd563f71e2aaa8efb3c87ac4,train,0,nga_phai
ngaphai_mp4-0163_jpg.rf.7f5afc75aa9ebeb8cfa02a05fc72d52a,train,0,nga_phai
ngaphai_mp4-0164_jpg.rf.d804b33f3f0b89493333a593e7ce6e34,train,0,nga_phai
ngaphai_mp4-0165_jpg.rf.1e60f67ef02dab4aefc843f44c793e8a,train,0,nga_phai
ngaphai_mp4-0166_jpg.rf.8bceedac0b51c3ff5eee113ba6eb4ec1,train,0,nga_phai
ngaphai_mp4-0167_jpg.rf.42f8901fed95fba99325906e0d322343,train,0,nga_phai
ngaphai_mp4-0168_jpg.rf.986372437ba943359cb4c24ed50ca425,train,0,nga_phai
ngaphai_mp4-0170_jpg.rf.6a3cf91f2d18140a86acdf90e5a625a9,train,0,nga_phai
ngaphai_mp4-0172_jpg.rf.9105b7101a7a785309ec53b719a6a3bf,train,0,nga_phai
ngaphai_mp4-0177_jpg.rf.b10940bd19c55d4dbb92faca14120cb1,train,0,nga_phai
ngaphai_mp4-0178_jpg.rf.f4e3f54ac4bea4579e55b2baf3d30894,train,0,nga_phai
ngaphai_mp4-0182_jpg.rf.f8309c3f9da61362d7a783f8e1e45caf,train,0,nga_phai
ngaphai_mp4-0185_jpg.rf.c2cab29067449b7868911a3b446e1560,train,0,nga_phai
ngaphai_mp4-0186_jpg.rf.75bbe9efef5bdcac9a30efd4e8f9a28e,train,0,nga_phai
ngaphai_mp4-0188_jpg.rf.722af4447e0244dace38bb3d1e762434,train,0,nga_phai
ngaphai_mp4-0189_jpg.rf.173b812e64e642f4a836a9956a8da854,train,0,nga_phai
ngaphai_mp4-0191_jpg.rf.cba53ad9397594576e29fa14649a92cc,train,0,nga_phai
ngaphai_mp4-0192_jpg.rf.7b4f12e3d2789e0804baa4d139e42a99,train,0,nga_phai
ngaphai_mp4-0194_jpg.rf.f1e38e808bf09861307403eb2a6476aa,train,0,nga_phai
ngaphai_mp4-0195_jpg.rf.fc436a4513bf762a3468ed2c7114a156,train,0,nga_phai
ngaphai_mp4-0196_jpg.rf.05f9a48e7f8c67552d73d117abcdfb30,train,0,nga_phai
ngaphai_mp4-0197_jpg.rf.9c1b5df08ed2107e3447bd67332ce05c,train,0,nga_phai
ngaphai_mp4-0199_jpg.rf.458678ee74e4caed6830e509ed53c46e,train,0,nga_phai
ngaphai_mp4-0200_jpg.rf.1e7d7051498a97d5074e8c8ecd0349da,train,0,nga_phai
ngaphai_mp4-0201_jpg.rf.c7dc09111bd912783ed3936f62d74bd7,train,0,nga_phai
ngaphai_mp4-0202_jpg.rf.90409ef81629cfa56870edb560249fef,train,0,nga_phai
ngaphai_mp4-0203_jpg.rf.265413db6f5d4b948ac1433253ba3155,train,0,nga_phai
ngaphai_mp4-0206_jpg.rf.dda4a03d6efcee714706528d761b8817,train,0,nga_phai
ngaphai_mp4-0207_jpg.rf.f4379e7885861def05907a35980b8975,train,0,nga_phai
ngaphai_mp4-0208_jpg.rf.cc760d40533478efb7e403b794ec0588,train,0,nga_phai
ngaphai_mp4-0209_jpg.rf.00915d4c42211eaf6dadd4761f370cae,train,0,nga_phai
ngaphai_mp4-0210_jpg.rf.4deb67f8a5cb45e44668f529a220874d,train,0,nga_phai
ngaphai_mp4-0211_jpg.rf.feed87527ec3cbcc1e1539e2e72003e3,train,0,nga_phai
ngaphai_mp4-0213_jpg.rf.5aab73b1f1b44d4a03510059ac9c1f2c,train,0,nga_phai
ngaphai_mp4-0214_jpg.rf.a492ffc56f4d4e6ec6c382d52b36d8d8,train,0,nga_phai
ngaphai_mp4-0217_jpg.rf.8856b6d6f748674520b774b4265376b3,train,0,nga_phai
ngaphai_mp4-0218_jpg.rf.5e9ae6bb2e380d479b93698d922a8d83,train,0,nga_phai
ngaphai_mp4-0219_jpg.rf.fd809b28a254102aa35e4f02d8b8931d,train,0,nga_phai
ngaphai_mp4-0220_jpg.rf.5d87086ee968ac94903a82e4177baebd,train,0,nga_phai
ngaphai_mp4-0221_jpg.rf.fb3d82a9fb13dfc6ab8ea422e6dab5f1,train,0,nga_phai
ngaphai_mp4-0223_jpg.rf.c67529f1ed9a8ac7bb89ca08e929dabf,train,0,nga_phai
ngaphai_mp4-0224_jpg.rf.6fc66aed902e49e4270eb52a7d8708ce,train,0,nga_phai
ngaphai_mp4-0225_jpg.rf.b9d78515a0bfb92b88bb038ccc81220f,train,0,nga_phai
ngaphai_mp4-0227_jpg.rf.59891d0865b59f3c83c7251725665f00,train,0,nga_phai
ngaphai_mp4-0228_jpg.rf.237423874ae86de3d9c4b3ecc419c0a5,train,0,nga_phai
ngaphai_mp4-0231_jpg.rf.83395a0de596582cc6840d4d17ac9f6f,train,0,nga_phai
ngaphai_mp4-0232_jpg.rf.88e7ac1667dcac48e4962ea2d18450b6,train,0,nga_phai
ngaphai_mp4-0233_jpg.rf.03916bfc0ae351808abde98a8dc6ba30,train,0,nga_phai
ngaphai_mp4-0235_jpg.rf.31f50776b1bfe2fe215da21abfd435f0,train,0,nga_phai
ngaphai_mp4-0236_jpg.rf.4b918034d3a752963e4a2d25b4718bba,train,0,nga_phai
ngaphai_mp4-0238_jpg.rf.df85a8f5da5e497e29ff0d35338b44fc,train,0,nga_phai
ngaphai_mp4-0239_jpg.rf.fb2644eb3a04c9b616493c042d4bdff8,train,0,nga_phai
ngaphai_mp4-0241_jpg.rf.0e8796ed2316368353ab9383e39e8233,train,0,nga_phai
ngaphai_mp4-0244_jpg.rf.1fc81f975cec10f614020a0d26840fb8,train,0,nga_phai
ngaphai_mp4-0246_jpg.rf.e5127928b33a6363b16109015eebe13d,train,0,nga_phai
ngaphai_mp4-0254_jpg.rf.131a98555c0cb53e084fb89132b42899,train,4,thang
ngaphai_mp4-0255_jpg.rf.afb275bad0523be8f3a29c7a61de46b6,train,4,thang
ngaphai_mp4-0256_jpg.rf.e925fde285944cb0808ea9ba6ec31eab,train,4,thang
ngaphai_mp4-0257_jpg.rf.9d06aabdf29bd2fec8baabfd1e4402ca,train,4,thang
ngaphai_mp4-0258_jpg.rf.bd83f075fa6f92d0c2b260baf14b61ae,train,4,thang
ngaphai_mp4-0259_jpg.rf.1548a90ecfa05e209657b8d4e72798a0,train,4,thang
ngaphai_mp4-0260_jpg.rf.ae6ee56981d1f397a254ab1f9dabf2bf,train,4,thang
ngaphai_mp4-0261_jpg.rf.69cc0012c029adab07cd22b11627cd3d,train,4,thang
ngaphai_mp4-0262_jpg.rf.dd0a9d38c3b7001e4ed1802e329a29e7,train,4,thang
ngaphai_mp4-0263_jpg.rf.a9f0110bb4983265d370c585fce801c6,train,4,thang
ngaphai_mp4-0264_jpg.rf.68167d6505a0b0780a9790a617452b67,train,4,thang
ngaphai_mp4-0265_jpg.rf.f8f2191188ead3123f9bc4fd57a2086c,train,4,thang
ngaphai_mp4-0268_jpg.rf.c096a9024f760d21f044a5b816de24ba,train,4,thang
ngaphai_mp4-0269_jpg.rf.d4e9543fa8393af4672f3dfecced1723,train,4,thang
ngaphai_mp4-0274_jpg.rf.3a8961a50c5468eedf671bf5bf5537df,train,4,thang
ngatrai_mp4-0000_jpg.rf.8340b73e6fe1696af09457d5d65998ca,train,4,thang
ngatrai_mp4-0001_jpg.rf.952ad2bdcd43c5a0600ae0a8dd28a9b4,train,4,thang
ngatrai_mp4-0002_jpg.rf.3c18e83f72ff8867a2f8bbf01472543d,train,4,thang
ngatrai_mp4-0003_jpg.rf.d431f80f5fe80f48b8013dca72e8965b,train,4,thang
ngatrai_mp4-0006_jpg.rf.947ec4131caab0d76a5682dc1b26b048,train,4,thang
ngatrai_mp4-0008_jpg.rf.a5db2e93b3feb38c82c56d2cbdf8c36a,train,4,thang
ngatrai_mp4-0009_jpg.rf.84fa7de6d220e5dceed04f9ab1d2e168,train,4,thang
ngatrai_mp4-0011_jpg.rf.b1cbcb79219e0c03053d6359fb899c47,train,4,thang
ngatrai_mp4-0013_jpg.rf.5c8332aec75d2f53aadeee9ec4fce4dd,train,4,thang
ngatrai_mp4-0015_jpg.rf.6667d9612d1a32c11864d2e31191c890,train,4,thang
ngatrai_mp4-0016_jpg.rf.117922cb0e933b28f1dbcf2fed395f1d,train,4,thang
ngatrai_mp4-0017_jpg.rf.ed7c953eeee990e3d544f207e779feb7,train,4,thang
ngatrai_mp4-0018_jpg.rf.f740ec464e27541cc2b14f6b64ddfda5,train,4,thang
ngatrai_mp4-0019_jpg.rf.4762a5a25a41242724e4c06fed9b0a82,train,4,thang
ngatrai_mp4-0020_jpg.rf.22754ab1cd56e1f3a27f2e249dc146f2,train,4,thang
ngatrai_mp4-0021_jpg.rf.bd5327636540f693c3dcaec00bced030,train,4,thang
ngatrai_mp4-0022_jpg.rf.d73520959b5dafddb60d359e72f6ff87,train,4,thang
ngatrai_mp4-0023_jpg.rf.a2aab85d1682ff0aaf2831b6eb2bf1b1,train,4,thang
ngatrai_mp4-0024_jpg.rf.00912920d1cbd427ddbd3ffaad49932f,train,4,thang
ngatrai_mp4-0025_jpg.rf.c6ffa7a2f096a6db9761f96ca33765ef,train,4,thang
ngatrai_mp4-0027_jpg.rf.bf29ed0500a6ae06a5360b0f4c0a968e,train,4,thang
ngatrai_mp4-0028_jpg.rf.e76904b7215cbce9947c2711ed282c07,train,4,thang
ngatrai_mp4-0029_jpg.rf.330c3a16d919e9d614b53e5e686b73b2,train,4,thang
ngatrai_mp4-0031_jpg.rf.9e7b5820d4c9d45863df649ebd494ddf,train,1,nga_trai
ngatrai_mp4-0032_jpg.rf.af3fd18153b3381d6666e7734836a1a9,train,1,nga_trai
ngatrai_mp4-0034_jpg.rf.4ee686b53833c2dbb2740b490df1579f,train,1,nga_trai
ngatrai_mp4-0035_jpg.rf.3b9cef4531ab84f468039be8140a121d,train,1,nga_trai
ngatrai_mp4-0039_jpg.rf.7a40143b58e4b682fe245beeda4b47d6,train,1,nga_trai
ngatrai_mp4-0042_jpg.rf.6528172c94596f6806b0c503d7609910,train,1,nga_trai
ngatrai_mp4-0043_jpg.rf.0b79c86f01d8df2828c929742f90b39c,train,1,nga_trai
ngatrai_mp4-0044_jpg.rf.b48bb89bd599394ce66657c810c44523,train,1,nga_trai
ngatrai_mp4-0045_jpg.rf.ef487277f3a1a1d9be8465f2019c8488,train,1,nga_trai
ngatrai_mp4-0046_jpg.rf.5015ad8e29f43ed3c38f36ff7bc7c716,train,1,nga_trai
ngatrai_mp4-0047_jpg.rf.a6116edb7a6331e998b33f80404319d5,train,1,nga_trai
ngatrai_mp4-0049_jpg.rf.80aa8da6fba7a4274dfd7527a684be3b,train,1,nga_trai
ngatrai_mp4-0050_jpg.rf.c71ee2ddf7961b7007c7e87e915d06be,train,1,nga_trai
ngatrai_mp4-0051_jpg.rf.09d940420c27e45a680cdaceb3f51f17,train,1,nga_trai
ngatrai_mp4-0053_jpg.rf.71ad98614bb037ecefe05ba942d27f7f,train,1,nga_trai
ngatrai_mp4-0055_jpg.rf.fa2dcd62e03468fd8986f04437164989,train,1,nga_trai
ngatrai_mp4-0056_jpg.rf.478d3cbbb808c24d9020e43bdd24897d,train,1,nga_trai
ngatrai_mp4-0057_jpg.rf.7176aa7092b6cb35a26e9c9db7914a0a,train,1,nga_trai
ngatrai_mp4-0058_jpg.rf.b80657d2a9d2aeb67c885600380574a0,train,1,nga_trai
ngatrai_mp4-0059_jpg.rf.cc01350f18e85162d4f150cff81d2452,train,1,nga_trai
ngatrai_mp4-0060_jpg.rf.5fcfb3b6cf9ff88828d0ac2dd5eedb19,train,1,nga_trai
ngatrai_mp4-0062_jpg.rf.ffcdc2513147d8ae19425c43f19a889c,train,1,nga_trai
ngatrai_mp4-0063_jpg.rf.aa21d3e4c43e97f031ff5270f8e29959,train,1,nga_trai
ngatrai_mp4-0064_jpg.rf.ba88dc3911b3e5f4886ef135f8c65ae5,train,1,nga_trai
ngatrai_mp4-0065_jpg.rf.7af2ee9c290cc63e48aaa21db5fa2a44,train,1,nga_trai
ngatrai_mp4-0066_jpg.rf.53c92cbebed9e42cf1d49b1324afc8c2,train,1,nga_trai
ngatrai_mp4-0068_jpg.rf.741c4ed9015f93bc276c7c771b54cd5a,train,1,nga_trai
ngatrai_mp4-0069_jpg.rf.ee1c818a06f85f39eb6d6092164502e7,train,1,nga_trai
ngatrai_mp4-0070_jpg.rf.dbdf999af07685c075dbda6725c73b7c,train,1,nga_trai
ngatrai_mp4-0072_jpg.rf.f978c6cdc8e27a5bba09b749d3d3a5f8,train,1,nga_trai
ngatrai_mp4-0073_jpg.rf.0b866c031f94b721a0907bb158d1c374,train,1,nga_trai
ngatrai_mp4-0074_jpg.rf.f7754403fefabcfb6b155eed6f6487c6,train,1,nga_trai
ngatrai_mp4-0075_jpg.rf.ef50528fbf74905cb80386d5a4ef166d,train,1,nga_trai
ngatrai_mp4-0076_jpg.rf.8f093302e48f099b28e72dda6224cfd4,train,1,nga_trai
ngatrai_mp4-0077_jpg.rf.ca069c05bf73bb75abeb3d1dcc52e39f,train,1,nga_trai
ngatrai_mp4-0078_jpg.rf.928671f12cddfa990cce02580c1cc49c,train,1,nga_trai
ngatrai_mp4-0080_jpg.rf.ad3afc04b097d6e28d5638215da4a8ba,train,1,nga_trai
ngatrai_mp4-0081_jpg.rf.b3f42796df7a55d0ddeb46d1179947e2,train,1,nga_trai
ngatrai_mp4-0082_jpg.rf.c0de223347c82a30a9ba1dc5db6063aa,train,1,nga_trai
ngatrai_mp4-0083_jpg.rf.d5811984f3b94f32e9f62f39dacaefb3,train,1,nga_trai
ngatrai_mp4-0085_jpg.rf.9cda453101910952647aca9f25c11cf0,train,1,nga_trai
ngatrai_mp4-0086_jpg.rf.77cd27f81c4a69e3cb58ea5ae6651eb6,train,1,nga_trai
ngatrai_mp4-0088_jpg.rf.0c65ce74862cec679daf1c0c4a692d1c,train,1,nga_trai
ngatrai_mp4-0089_jpg.rf.8fb6287332a3089de3be78e8d10dc61d,train,1,nga_trai
ngatrai_mp4-0090_jpg.rf.235ce0a28054ffc44d8240e2e0ebc179,train,1,nga_trai
ngatrai_mp4-0091_jpg.rf.c075f288b60c3b94a87a7299d72854fd,train,1,nga_trai
ngatrai_mp4-0092_jpg.rf.ba0fd9d67daae0f6b435949a9418510e,train,1,nga_trai
ngatrai_mp4-0094_jpg.rf.dee06b587541c4e0e0d3c495fb4747e0,train,1,nga_trai
ngatrai_mp4-0095_jpg.rf.17149791077281e2dfd3ab5cc5cc6058,train,1,nga_trai
ngatrai_mp4-0096_jpg.rf.ab5188e43fbf3bb33a98e366558299a7,train,1,nga_trai
ngatrai_mp4-0097_jpg.rf.857bae410b3fb5c00dbf6d29f07d3061,train,1,nga_trai
ngatrai_mp4-0098_jpg.rf.dae597e3d7843b49cbbe3f065aa43d56,train,1,nga_trai
ngatrai_mp4-0099_jpg.rf.6d33468415b495453baa659f0d32c1c2,train,1,nga_trai
ngatrai_mp4-0102_jpg.rf.1ec1a24959ea5dde5c0c627e49c8ad54,train,1,nga_trai
ngatrai_mp4-0103_jpg.rf.41f5a172f99c9ff8432ce3742ff2460a,train,1,nga_trai
ngatrai_mp4-0104_jpg.rf.2430cf0cda1db81b83013d2d13b536b2,train,1,nga_trai
ngatrai_mp4-0105_jpg.rf.b26be5d36d2e27e1d0bc64e8eaa00000,train,1,nga_trai
ngatrai_mp4-0107_jpg.rf.4e3d53dfe3d8da1d8387627d67370021,train,1,nga_trai
ngatrai_mp4-0108_jpg.rf.8be937e4f66c6dd75ccf28cfa2298ad4,train,1,nga_trai
ngatrai_mp4-0109_jpg.rf.7298c0dba8ec8f659ab23a2e594fbd86,train,1,nga_trai
ngatrai_mp4-0110_jpg.rf.9914b6be119304466d9c06ecba2f37b3,train,1,nga_trai
ngatrai_mp4-0111_jpg.rf.9ef15d61a1642164235c624027bd4b50,train,1,nga_trai
ngatrai_mp4-0112_jpg.rf.c4a1a7758379386e3777d76ea88e3949,train,1,nga_trai
ngatrai_mp4-0113_jpg.rf.f1876b16ebf1fce1d0c78fde5b9c7af2,train,1,nga_trai
ngatrai_mp4-0114_jpg.rf.71811b018205df4ad09ec37212dc5aeb,train,1,nga_trai
ngatrai_mp4-0116_jpg.rf.6496d8456d802655803b4779183d92a2,train,4,thang
ngatrai_mp4-0117_jpg.rf.d9aa7dbf4cb75ab5aa59325d26f620a1,train,4,thang
ngatrai_mp4-0120_jpg.rf.0901733a74fad86eac11c366484dffff,train,4,thang
ngatrai_mp4-0121_jpg.rf.3dc9fdc8b65d7efff49e092623a4d9e4,train,4,thang
ngatrai_mp4-0123_jpg.rf.c45661433e0af3a3d177bc3fcad5c134,train,4,thang
ngatrai_mp4-0125_jpg.rf.494745934392d94218bdeda278a83e7b,train,4,thang
ngatrai_mp4-0126_jpg.rf.58c447d4d20ec70e28022d0b49f1d5f4,train,4,thang
ngatrai_mp4-0127_jpg.rf.4ed0103f58aae54f388795a03d020106,train,4,thang
ngatrai_mp4-0128_jpg.rf.95ca0abe517dfe87fa4ac1744d7cdba5,train,4,thang
ngatrai_mp4-0129_jpg.rf.32cd41bab0f31410b73019a54f2403d7,train,4,thang
