split,image_path,relative_path,label_path,width,height,file_size_bytes,sha256,dhash64,brightness_mean,edge_variance,is_corrupt,label_exists,label_empty,object_count,valid_object_count,invalid_object_count,error
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0016_jpg.rf.f2a61b4f39deceddc32abb750f9c6d77.jpg,train\images\ngaphai_mp4-0016_jpg.rf.f2a61b4f39deceddc32abb750f9c6d77.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0016_jpg.rf.f2a61b4f39deceddc32abb750f9c6d77.txt,1280,720,78166,54cd62536d57130516b4bf9e32780ee27718300bdfe36f89074a6b31e50d22a7,8ccccccccc88919b,188.7164,475.9929,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0017_jpg.rf.79d8e82eb46a777a0ab9bc742e535edf.jpg,train\images\ngaphai_mp4-0017_jpg.rf.79d8e82eb46a777a0ab9bc742e535edf.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0017_jpg.rf.79d8e82eb46a777a0ab9bc742e535edf.txt,1280,720,78114,2742a82f0e4edb92a1e68855c100eadf96fde4922871ebdb79137afdd2fde3f6,8ccccccccc88919b,188.7552,474.4802,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0018_jpg.rf.ac1d383a2b06455e4125d7ddfe107c65.jpg,train\images\ngaphai_mp4-0018_jpg.rf.ac1d383a2b06455e4125d7ddfe107c65.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0018_jpg.rf.ac1d383a2b06455e4125d7ddfe107c65.txt,1280,720,77914,daa94fed95900c36fa71055537e2574c27c11d19addf567071aa2246633cb06b,8ccccccccc88919b,188.7706,474.7073,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0020_jpg.rf.24e49d08093b92fb982f8be86376acb9.jpg,train\images\ngaphai_mp4-0020_jpg.rf.24e49d08093b92fb982f8be86376acb9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0020_jpg.rf.24e49d08093b92fb982f8be86376acb9.txt,1280,720,78187,ac381de001d5ecbc5d29776781f87c3758cb770b1bafcdac3c85f24fdb37fc0f,8ccccccccc88919b,188.7924,475.9129,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0021_jpg.rf.97d889d6d78e122f5e4877228186613a.jpg,train\images\ngaphai_mp4-0021_jpg.rf.97d889d6d78e122f5e4877228186613a.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0021_jpg.rf.97d889d6d78e122f5e4877228186613a.txt,1280,720,77834,ac6b1b9fda03261037414dd6b00f6dfc704a17fab26cd6437aaa7f4107eae770,8ccdcccccc88919b,188.7876,473.4284,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0023_jpg.rf.f0a7f2b86fcf73ab62e64e46bab3a5b9.jpg,train\images\ngaphai_mp4-0023_jpg.rf.f0a7f2b86fcf73ab62e64e46bab3a5b9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0023_jpg.rf.f0a7f2b86fcf73ab62e64e46bab3a5b9.txt,1280,720,77712,efdbca2fb38b82a2e447a3a7d8e98bf618a74f20c7be86dedba15807c0a8ca98,8ccccccccc88919b,188.8063,466.8473,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0025_jpg.rf.24ba027c5840cff463d11cf2bc43c7c6.jpg,train\images\ngaphai_mp4-0025_jpg.rf.24ba027c5840cff463d11cf2bc43c7c6.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0025_jpg.rf.24ba027c5840cff463d11cf2bc43c7c6.txt,1280,720,77690,13ffafac67297f1233b6023ed014118f58a78b70ea1f2ccdef135b4376229cce,8ccccccccc88919b,188.821,469.751,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0026_jpg.rf.15c62d806aa0de58bcce387098cce8da.jpg,train\images\ngaphai_mp4-0026_jpg.rf.15c62d806aa0de58bcce387098cce8da.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0026_jpg.rf.15c62d806aa0de58bcce387098cce8da.txt,1280,720,77809,67eb9db031ce5b8f395ab444c33aa3a4b68d58b7dc9991ee3efa7eb19b0b4f49,8ccccccccc88919b,188.7487,492.8637,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0027_jpg.rf.39e3a225ac1ff319702c7bc5783067b6.jpg,train\images\ngaphai_mp4-0027_jpg.rf.39e3a225ac1ff319702c7bc5783067b6.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0027_jpg.rf.39e3a225ac1ff319702c7bc5783067b6.txt,1280,720,76980,23016cb2e80d3215752a0387a6b32e26d5cbe3a8e0a928c7a071111ed910270b,8ccccccccc88919b,188.7505,486.2677,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0028_jpg.rf.b301221808da33a5cbcc811b80c5d403.jpg,train\images\ngaphai_mp4-0028_jpg.rf.b301221808da33a5cbcc811b80c5d403.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0028_jpg.rf.b301221808da33a5cbcc811b80c5d403.txt,1280,720,76816,a57a81e9dd44cc2891a9792639d0d909a78c9bd57b59dcf2e7d96a08c68f299f,8ccccccccc88919b,188.7822,481.58,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0030_jpg.rf.1da827689a12b14e78d5712c60323648.jpg,train\images\ngaphai_mp4-0030_jpg.rf.1da827689a12b14e78d5712c60323648.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0030_jpg.rf.1da827689a12b14e78d5712c60323648.txt,1280,720,76756,0b58f140cf6879eb3d5181ee0470371e2b3382c18647f5196f357c834995c75d,8ccccccccc88919b,188.7943,469.3467,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0031_jpg.rf.8ddeb3d4189b631815de0ba912e15072.jpg,train\images\ngaphai_mp4-0031_jpg.rf.8ddeb3d4189b631815de0ba912e15072.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0031_jpg.rf.8ddeb3d4189b631815de0ba912e15072.txt,1280,720,76362,77e8570d9adb29acb04853451279208d87b14fed859d20823f54eea2841f2d53,8ccccccccc88919b,188.8418,455.5758,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0032_jpg.rf.927abdefceceb2681a695bc60ac36144.jpg,train\images\ngaphai_mp4-0032_jpg.rf.927abdefceceb2681a695bc60ac36144.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0032_jpg.rf.927abdefceceb2681a695bc60ac36144.txt,1280,720,75651,48dde15229154557feb045ee113ddc34a817298f9b4906adb81a94b8306eff69,cccccccccc88919b,188.9637,419.8458,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0034_jpg.rf.b32ee45623a317873600b1b478da3cea.jpg,train\images\ngaphai_mp4-0034_jpg.rf.b32ee45623a317873600b1b478da3cea.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0034_jpg.rf.b32ee45623a317873600b1b478da3cea.txt,1280,720,74225,b7977ee40c07ab04390d4d9b9b6353cc5c6f813eb4362780355c9578c505dab4,c8c8c8c8cc889193,189.5886,373.3806,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0036_jpg.rf.551fa061af37400d4563ab566a12f78d.jpg,train\images\ngaphai_mp4-0036_jpg.rf.551fa061af37400d4563ab566a12f78d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0036_jpg.rf.551fa061af37400d4563ab566a12f78d.txt,1280,720,73404,aff5ecc999a2333a6138ce1e58ccce7b3670f9b2af1b7e13fc5340524ef9fc5a,d89898c8c8889193,189.8871,357.3027,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0037_jpg.rf.21374a725b571d88384a6bfbdc4835c4.jpg,train\images\ngaphai_mp4-0037_jpg.rf.21374a725b571d88384a6bfbdc4835c4.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0037_jpg.rf.21374a725b571d88384a6bfbdc4835c4.txt,1280,720,73454,2b27bb940065f9d3b3448e7b1255e8257cfa67d20122d4dfd84387d378f10806,989898c8c8889193,189.9451,353.9579,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0038_jpg.rf.4836f7db43321fbc21a5b274a2a69948.jpg,train\images\ngaphai_mp4-0038_jpg.rf.4836f7db43321fbc21a5b274a2a69948.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0038_jpg.rf.4836f7db43321fbc21a5b274a2a69948.txt,1280,720,73219,f7a8fa6ee11aeee1d423e4adb011e0c90a20e66478d5a0c6a12b5a4faeb3aae5,909898d8c8889193,190.1021,349.0892,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0040_jpg.rf.0fe19bc61b8f3f34927c7c1e1ded646d.jpg,train\images\ngaphai_mp4-0040_jpg.rf.0fe19bc61b8f3f34927c7c1e1ded646d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0040_jpg.rf.0fe19bc61b8f3f34927c7c1e1ded646d.txt,1280,720,72339,819a85b1497e6ea04c2ec741ac406792c3e84c8812ee1c2fde1944c65f78acf6,909898d8c8889193,190.3462,337.5954,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0043_jpg.rf.0f1fa1b636b2e831944c2cec6a55a9e2.jpg,train\images\ngaphai_mp4-0043_jpg.rf.0f1fa1b636b2e831944c2cec6a55a9e2.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0043_jpg.rf.0f1fa1b636b2e831944c2cec6a55a9e2.txt,1280,720,74517,29349953b393215b9038d10d518a414c682dd7017573b2d4c8f401fa691466bd,90909090d8989197,190.2901,354.3682,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0045_jpg.rf.84fb57b7e8b7258088008f6ac5e22ce2.jpg,train\images\ngaphai_mp4-0045_jpg.rf.84fb57b7e8b7258088008f6ac5e22ce2.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0045_jpg.rf.84fb57b7e8b7258088008f6ac5e22ce2.txt,1280,720,75147,b40f9b610dd9bcbbfb0cd57eaffc6478aacb31d43915692b5d9c5ed7dcc352a7,90909090d8989597,190.34,350.4389,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0047_jpg.rf.7bea0886ed45715bff70bf48f1ae2d7e.jpg,train\images\ngaphai_mp4-0047_jpg.rf.7bea0886ed45715bff70bf48f1ae2d7e.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0047_jpg.rf.7bea0886ed45715bff70bf48f1ae2d7e.txt,1280,720,77520,a8b28ff6a56a1a3629ae7c245bc89e2d4b81828423a43155a99e776a37126bdb,90b0b0909898a597,190.2078,373.6386,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0049_jpg.rf.6166188a23a3373e1a33382097eb73e2.jpg,train\images\ngaphai_mp4-0049_jpg.rf.6166188a23a3373e1a33382097eb73e2.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0049_jpg.rf.6166188a23a3373e1a33382097eb73e2.txt,1280,720,79349,0b339a28b531b433e9815f0247a50da2faeb49599639d7b6f44d37071aae4430,90b0b0909890a597,190.1896,419.8372,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0050_jpg.rf.f7860703b17adaaa417bb8bd22a413c3.jpg,train\images\ngaphai_mp4-0050_jpg.rf.f7860703b17adaaa417bb8bd22a413c3.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0050_jpg.rf.f7860703b17adaaa417bb8bd22a413c3.txt,1280,720,82257,e35927c11b7c454be83d4dc4611aef602a7c578ee96883303fe1cadfac6d6e25,90b0b0909890a595,190.0194,523.9828,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0051_jpg.rf.6e4a2cefb094e97e1b9da18959e1eda6.jpg,train\images\ngaphai_mp4-0051_jpg.rf.6e4a2cefb094e97e1b9da18959e1eda6.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0051_jpg.rf.6e4a2cefb094e97e1b9da18959e1eda6.txt,1280,720,81142,36b033e1f81fb5b6b700abe98c102c5b56aa8e0ced2a8bf640ed455928927999,90b0b0909898a595,190.1532,478.0034,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0052_jpg.rf.099d0cfdd2a29100c191789bfdcc53a7.jpg,train\images\ngaphai_mp4-0052_jpg.rf.099d0cfdd2a29100c191789bfdcc53a7.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0052_jpg.rf.099d0cfdd2a29100c191789bfdcc53a7.txt,1280,720,80686,0d4a834929edcce171e5a4595ed49799d0a6882f458b5c2cde50b170a2e20e2c,90b0b0909898a595,190.2289,466.9502,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0054_jpg.rf.38d3dc91db97d10b0801a4488f75194f.jpg,train\images\ngaphai_mp4-0054_jpg.rf.38d3dc91db97d10b0801a4488f75194f.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0054_jpg.rf.38d3dc91db97d10b0801a4488f75194f.txt,1280,720,80434,6d45b9ea06ce014df0b76ad540d5da2aa7ce771c433cc0fb6e79a81387284dbc,90b0b09098988595,190.3632,459.8058,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0055_jpg.rf.774c1b1cdbd717165471d0cd36c34c91.jpg,train\images\ngaphai_mp4-0055_jpg.rf.774c1b1cdbd717165471d0cd36c34c91.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0055_jpg.rf.774c1b1cdbd717165471d0cd36c34c91.txt,1280,720,81066,ea7d0234aac5ed685bc30ad93b3a4d9b1c6efc2124e0f41c8daf7abf24b44494,90b0b09098988595,190.2944,485.9302,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0059_jpg.rf.1227030709644b7a58f48b3a1dea5299.jpg,train\images\ngaphai_mp4-0059_jpg.rf.1227030709644b7a58f48b3a1dea5299.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0059_jpg.rf.1227030709644b7a58f48b3a1dea5299.txt,1280,720,80835,99fd4ee998b93e4199a967c4c57868c8bb91e09f0c2ec432fda0c6624fde884d,90b0b09098989597,189.3865,479.9891,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0062_jpg.rf.e2484e370313c996e537942fab8e3108.jpg,train\images\ngaphai_mp4-0062_jpg.rf.e2484e370313c996e537942fab8e3108.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0062_jpg.rf.e2484e370313c996e537942fab8e3108.txt,1280,720,79344,89588452b8edcc23dd5619a270933fdcf3402fdf1e4af73092a1b49eb0480a18,90b0b0909898a595,189.321,405.3824,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0063_jpg.rf.c96c2f10da48ec4ebabad5239ab0639c.jpg,train\images\ngaphai_mp4-0063_jpg.rf.c96c2f10da48ec4ebabad5239ab0639c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0063_jpg.rf.c96c2f10da48ec4ebabad5239ab0639c.txt,1280,720,78944,646599e4143d537afabdf4cce9c22a081e69f3bb0a2a96cd68659a5f01aea978,80b0b0909898a595,189.3182,393.5196,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0064_jpg.rf.712f1ef18b1ead9fde77858a2738237d.jpg,train\images\ngaphai_mp4-0064_jpg.rf.712f1ef18b1ead9fde77858a2738237d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0064_jpg.rf.712f1ef18b1ead9fde77858a2738237d.txt,1280,720,78580,f3d108254c6b110a134bca2f3fb483fd76fd472bb4ebb0ccaf292ff0fbcf51b6,80b030909898a595,189.2518,380.8701,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0065_jpg.rf.5d614b8eba7d31073accd3783b604e3c.jpg,train\images\ngaphai_mp4-0065_jpg.rf.5d614b8eba7d31073accd3783b604e3c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0065_jpg.rf.5d614b8eba7d31073accd3783b604e3c.txt,1280,720,78081,fd500a3086fe9a35fc3f70d60a04d0473140baf8bb523a20974cc492e1de6eb6,803030909098a595,189.2409,371.6567,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0067_jpg.rf.462a2f1f1171265fcb8ac6252567ca5c.jpg,train\images\ngaphai_mp4-0067_jpg.rf.462a2f1f1171265fcb8ac6252567ca5c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0067_jpg.rf.462a2f1f1171265fcb8ac6252567ca5c.txt,1280,720,77559,4fb9d71ab6f6fdd09d02c948d50ce5db0d137fc5c2e3aeacbf04240836a5e2c7,803030b09098a537,189.0911,361.8571,False,True,False,1,1,0,
train,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0068_jpg.rf.8ffe001ff81e1e9d25e52196443c75a8.jpg,train\images\ngaphai_mp4-0068_jpg.rf.8ffe001ff81e1e9d25e52196443c75a8.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0068_jpg.rf.8ffe001ff81e1e9d25e52196443c75a8.txt,1280,720,76850,443ad9ab6c600cab849201b18faa1c94f3fe0c8d668de55a09b2da70031962f2,803030b090982537,188.7725,355.2248,False,True,False,1,1,0,
