image_id,final_label,original_label,decision,filename
IMG00387,leaning_forward,leaning_forward,KEEP,extract2267_jpg.rf.6f0392da2c065984beee81b878a9ec77.jpg
IMG00388,leaning_forward,leaning_forward,KEEP,extract2268_jpg.rf.36bd97e37470bdbcb78dee7379196c97.jpg
IMG00390,leaning_forward,leaning_forward,KEEP,extract2270_jpg.rf.c0526d67eac609a31876479a7f8db7ff.jpg
IMG00429,leaning_forward,leaning_forward,KEEP,extract2699_jpg.rf.4f50264b8ddcef3e22aed66012805d6a.jpg
IMG00465,leaning_left,leaning_left,KEEP,VidWebCam_frame_2464_png_jpg.rf.69dcae105da24353164c15a9aea345f9.jpg
IMG00469,leaning_left,leaning_left,KEEP,VidWebCam_frame_2618_png_jpg.rf.ed42d1df6e35023d33d7b18a042cdcf7.jpg
IMG00470,leaning_left,leaning_left,KEEP,VidWebCam_frame_3465_png_jpg.rf.36ece7f56ef8b0f9d8bd4293be7b1378.jpg
IMG00471,leaning_left,leaning_left,KEEP,VidWebCam_frame_3465_png_jpg.rf.403e913bfb78d50e150bd41cca15004c.jpg
IMG00472,leaning_left,leaning_left,KEEP,VidWebCam_frame_3465_png_jpg.rf.a39b27b37e5cecb04ad93780fe7a428f.jpg
IMG00473,leaning_left,leaning_left,KEEP,VidWebCam_frame_693_png_jpg.rf.175466d0a949a6202034e77ae1208b56.jpg
IMG00474,leaning_left,leaning_left,KEEP,VidWebCam_frame_693_png_jpg.rf.35b4da09252a42b186d86b13786148df.jpg
IMG00475,leaning_left,leaning_left,KEEP,VidWebCam_frame_693_png_jpg.rf.4cde8a70b5ade36a15893874e2b4735b.jpg
IMG00476,leaning_left,leaning_left,KEEP,VidWebCam_frame_770_png_jpg.rf.45e9a93e5c1b903005c538baee51b1bc.jpg
IMG00477,leaning_left,leaning_left,KEEP,VidWebCam_frame_770_png_jpg.rf.ab1d50affb181010301972a3183444ad.jpg
IMG00491,leaning_backward,leaning_backward,KEEP,extract0003_jpg.rf.5fe4d9ca1236042ac438ab5452c91c9f.jpg
IMG00492,leaning_backward,leaning_backward,KEEP,extract0003_jpg.rf.6a137093b6b2ec63f40369e67fb5cce5.jpg
IMG00493,leaning_backward,leaning_backward,KEEP,extract0003_jpg.rf.b5053683298da63ecd40c130a0d93477.jpg
IMG00494,leaning_backward,leaning_backward,KEEP,extract0004_jpg.rf.20cadeada9bb923acaa5a40b60011cc6.jpg
IMG00495,leaning_backward,leaning_backward,KEEP,extract0004_jpg.rf.23a8d7c1457fe2ee996b3144d9965d6f.jpg
IMG00496,leaning_backward,leaning_backward,KEEP,extract0004_jpg.rf.adda45f01e5b1bbab76e6f4e4ddc3ad2.jpg
IMG00497,leaning_backward,leaning_backward,KEEP,extract0004_jpg.rf.fd59949115c4d67e347d058a44596049.jpg
IMG00498,leaning_backward,leaning_backward,KEEP,extract0005_jpg.rf.12199da76a1c0a2c9fa5426e1126c9fc.jpg
IMG00499,leaning_backward,leaning_backward,KEEP,extract0005_jpg.rf.533ee25c682b1944d179b4d015f8f51e.jpg
IMG00503,leaning_backward,leaning_backward,KEEP,extract0007_jpg.rf.0b90276d657178513244b4e37da1cab1.jpg
IMG00504,leaning_backward,leaning_backward,KEEP,extract0007_jpg.rf.57ca83d4e58c3c7918df36465d162156.jpg
IMG00505,leaning_backward,leaning_backward,KEEP,extract0007_jpg.rf.bec43bda73c5776c0a8451f6f44d9d37.jpg
IMG00509,leaning_backward,leaning_backward,KEEP,extract0009_jpg.rf.0edf697f6256d1db1bd279d543e44760.jpg
IMG00513,leaning_backward,leaning_backward,KEEP,extract0011_jpg.rf.873ee793c2b40f93661b702284a7da52.jpg
IMG00514,leaning_backward,leaning_backward,KEEP,extract0011_jpg.rf.8cb191968a8f7e7bc7b38bc07ce8570b.jpg
IMG00515,leaning_backward,leaning_backward,KEEP,extract0012_jpg.rf.28e0035829c04c1912fcd573f9c2eede.jpg
IMG00516,leaning_backward,leaning_backward,KEEP,extract0012_jpg.rf.3d49efb4bb79a6714466c63f3e21975f.jpg
IMG00518,leaning_backward,leaning_backward,KEEP,extract0013_jpg.rf.6ec59a6db18c2da66dfc19a8fa9b5d6e.jpg
IMG00519,leaning_backward,leaning_backward,KEEP,extract0013_jpg.rf.9ec35b4f48f31c95bf28416f99b45290.jpg
IMG00520,leaning_backward,leaning_backward,KEEP,extract0014_jpg.rf.030fc31ee72b43d8ef91fc17c8d1d816.jpg
IMG00522,leaning_backward,leaning_backward,KEEP,extract0016_jpg.rf.518a2cc64514baa0bf909a211e0022be.jpg
IMG00523,leaning_backward,leaning_backward,KEEP,extract0016_jpg.rf.e20b3aac47ba884480f405143ac89dba.jpg
IMG00524,leaning_backward,leaning_backward,KEEP,extract0018_jpg.rf.e18ce9d781c1537432ab655b80509c08.jpg
IMG00525,leaning_backward,leaning_backward,KEEP,extract0018_jpg.rf.eacb6c5fb7aa835c5eb6a17e6ac5fbf4.jpg
IMG00526,leaning_backward,leaning_backward,KEEP,extract0019_jpg.rf.1de52c0b33c7191b11ec36349cdc6acd.jpg
IMG00527,leaning_backward,leaning_backward,KEEP,extract0019_jpg.rf.37f47b339defd38b6850aa8124f88436.jpg
IMG00528,leaning_backward,leaning_backward,KEEP,extract0020_jpg.rf.899cf13aaa5deb4b74e3878e287dd697.jpg
IMG00529,leaning_backward,leaning_backward,KEEP,extract0020_jpg.rf.c2e352fe854ef421f92be8ba610a50ac.jpg
IMG00570,leaning_backward,leaning_backward,KEEP,extract0612_jpg.rf.99855c55e0627074cf825972670c4c81.jpg
IMG00575,leaning_backward,leaning_backward,KEEP,extract0615_jpg.rf.e3d76683bfe15f605167b2ecc5aae4ff.jpg
IMG00576,leaning_backward,leaning_backward,KEEP,extract0616_jpg.rf.ad6e2db3b8f0d480b3bbdce0bab0051d.jpg
IMG00578,leaning_backward,leaning_backward,KEEP,extract0617_jpg.rf.ac6aae80fec98ae255e10c9eaba3c9d3.jpg
IMG00581,leaning_backward,leaning_backward,KEEP,extract0620_jpg.rf.a58e6a6a9a130ac09fa7492495ad04d2.jpg
IMG00583,leaning_backward,leaning_backward,KEEP,extract0622_jpg.rf.5d0b909b2b954804241172bf83ab74e0.jpg
IMG00595,leaning_backward,leaning_backward,KEEP,extract2310_jpg.rf.3a751acbc415d1b813f978175c0eed4f.jpg
IMG00604,leaning_backward,leaning_backward,KEEP,extract2320_jpg.rf.76ec15bb72d415d7d5970680ee2c56ba.jpg
IMG00607,leaning_backward,leaning_backward,KEEP,extract2322_jpg.rf.53628fee23e0ea5256d711e496646695.jpg
IMG00615,leaning_backward,leaning_backward,KEEP,extract2328_jpg.rf.faadbb37f680f4a88ae166af6524cd01.jpg
IMG00636,leaning_backward,leaning_backward,KEEP,extract2342_jpg.rf.1e2f4dedcf0198184f691d43624447bc.jpg
IMG00683,leaning_backward,leaning_backward,KEEP,extract2374_jpg.rf.98c3a51657c0cfb7959d1e230f422755.jpg
IMG00726,leaning_backward,leaning_backward,KEEP,extract2405_jpg.rf.3393396ab17bdb25e922cb88c0a875e3.jpg
IMG00736,leaning_backward,leaning_backward,KEEP,extract2415_jpg.rf.b573fce2766b8f26de06da51e9faf900.jpg
IMG00740,leaning_backward,leaning_backward,KEEP,extract2419_jpg.rf.ba49ec8d0cb5fb6a95a6540e16eaebf5.jpg
IMG00762,leaning_backward,leaning_backward,KEEP,extract3241_jpg.rf.0c1a24cbb7fe5c267e4f2296181def4a.jpg
IMG00768,leaning_backward,leaning_backward,KEEP,extract3245_jpg.rf.727fe21933b253ed95af7801fb75189d.jpg
IMG00776,leaning_backward,leaning_backward,KEEP,extract3250_jpg.rf.1bd9e8a603d6c33902fc5d8b0bff385d.jpg
IMG00790,leaning_backward,leaning_backward,KEEP,extract3259_jpg.rf.faa85d91d446f1db624b6f8d2f4a9e62.jpg
IMG00796,leaning_backward,leaning_backward,KEEP,extract3264_jpg.rf.7d9284b4385cf049abdca41e36475702.jpg
IMG00808,leaning_backward,leaning_backward,KEEP,extract3272_jpg.rf.2c0569bd220b3c6cef6a86321ef2f348.jpg
IMG00813,leaning_backward,leaning_backward,KEEP,extract3276_jpg.rf.d3988829d37a3d3bd6a1248b17024f90.jpg
IMG00814,leaning_backward,leaning_backward,KEEP,extract3277_jpg.rf.426f8a9a08970a61a634ed91b1e4e367.jpg
IMG00819,leaning_backward,leaning_backward,KEEP,extract3370_jpg.rf.8ee5480db7c21a4c45db5c9125edfc71.jpg
IMG00820,leaning_backward,leaning_backward,KEEP,mb0072_jpg.rf.09a3973f5e00002be9e883f1219f9fef.jpg
IMG00821,leaning_backward,leaning_backward,KEEP,mb0073_jpg.rf.5cef916c00984ead471a584a4fd68e6c.jpg
IMG00822,leaning_backward,leaning_backward,KEEP,mb0073_jpg.rf.f0d3720d35cc68c6728e973eef982a12.jpg
IMG00826,leaning_backward,leaning_backward,KEEP,mb0109_jpg.rf.30f681d853abdbb7ad04cf60b04af42a.jpg
IMG00828,leaning_backward,leaning_backward,KEEP,mb0110_jpg.rf.6e764886441d3d6cee4ffc3ea894253f.jpg
IMG00830,leaning_backward,leaning_backward,KEEP,mb0131_jpg.rf.3caed65eed5902af312ca5ad5108f58d.jpg
IMG00832,leaning_backward,leaning_backward,KEEP,mb0132_jpg.rf.846b13d63516e10d60d23e7359bb8698.jpg
IMG00836,leaning_backward,leaning_backward,KEEP,mb0147_jpg.rf.9723d2f07f34005d0eb48e70cd34997f.jpg
IMG00837,leaning_backward,leaning_backward,KEEP,mb0160_jpg.rf.c366036f1b68374281209148b271eeb6.jpg
IMG00838,leaning_backward,leaning_backward,KEEP,mb0166_jpg.rf.a8ad81fdfa80da6070d2cec2cdb6e63f.jpg
IMG00839,leaning_backward,leaning_backward,KEEP,mb0167_jpg.rf.3f3098779dd401abd43ec87768f35f1a.jpg
IMG00843,leaning_backward,leaning_backward,KEEP,mb0196_jpg.rf.040e2d6b85275b714340990a22a5913d.jpg
IMG00844,leaning_backward,leaning_backward,KEEP,mb0196_jpg.rf.df5f9a301d511ab5282f7375bc73f71a.jpg
IMG00845,leaning_backward,leaning_backward,KEEP,mb0197_jpg.rf.d47e3e8ee11cc3144c67fcd562b46e49.jpg
IMG00846,leaning_backward,leaning_backward,KEEP,mb0198_jpg.rf.990f1a9b0f79f9c152daa262e28d17dd.jpg
IMG00847,leaning_backward,leaning_backward,KEEP,mb0198_jpg.rf.a37b84061bad2c79cb281358bbd80c5f.jpg
IMG00848,leaning_backward,leaning_backward,KEEP,mb0199_jpg.rf.4c3fce39cbd69f9211f77cafd59ef0ca.jpg
IMG00849,leaning_backward,leaning_backward,KEEP,mb0199_jpg.rf.bcc38c23a1ec41a44e339c833ccd5a6a.jpg
IMG00850,leaning_backward,leaning_backward,KEEP,mb0200_jpg.rf.082891797891e65e992d038c79003c34.jpg
IMG00851,leaning_backward,leaning_backward,KEEP,mb0221_jpg.rf.8b24d5897256ef8894d1990a59734e07.jpg
IMG00853,leaning_backward,leaning_backward,KEEP,mb0257_jpg.rf.055985b08fe85055a6395f48103924d3.jpg
IMG00854,leaning_backward,leaning_backward,KEEP,mb0258_jpg.rf.3b8f84b4717f874694a77ab0fb50c593.jpg
IMG00856,leaning_backward,leaning_backward,KEEP,mb0259_jpg.rf.9d864851f507616c6728647f4034986a.jpg
IMG00859,leaning_backward,leaning_backward,KEEP,mb0286_jpg.rf.1c28484acd5c116513d72d207ef282b6.jpg
IMG00860,leaning_backward,leaning_backward,KEEP,mb0286_jpg.rf.b62c65a8d5d83241aa55905d96995e65.jpg
IMG00862,leaning_backward,leaning_backward,KEEP,mb0289_jpg.rf.c4f6dd1c78eede23c8d467b8d22e6eca.jpg
IMG00863,leaning_backward,leaning_backward,KEEP,mb0290_jpg.rf.0b643c1b3512f6bd936172624dbba50c.jpg
IMG00864,leaning_backward,leaning_backward,KEEP,mb0290_jpg.rf.1eba04e5880bed91ecb48ced4075e4b5.jpg
IMG00865,leaning_backward,leaning_backward,KEEP,mb0298_jpg.rf.6284133001172bd627a22f0a359e012a.jpg
IMG00868,leaning_backward,leaning_backward,KEEP,mb0316_jpg.rf.17ea032a97c3203b6b1d8208c7df5bd2.jpg
IMG00869,leaning_backward,leaning_backward,KEEP,mb0317_jpg.rf.a7e2b8638debfe9823f5a546763074f8.jpg
IMG00870,leaning_backward,leaning_backward,KEEP,mb0319_jpg.rf.2f91abb3509b410b57c6d495c1f52f87.jpg
IMG00871,leaning_backward,leaning_backward,KEEP,mb0341_jpg.rf.8fccabb3f5af91688bf2023369b049d4.jpg
IMG00872,leaning_backward,leaning_backward,KEEP,mb0341_jpg.rf.ab6aa851c61ce93f45044a371a4a195f.jpg
IMG00878,leaning_backward,leaning_backward,KEEP,mb0352_jpg.rf.443a82213b481c4bccd8db103279c80a.jpg
IMG00879,leaning_backward,leaning_backward,KEEP,mb0352_jpg.rf.de7e80fec8a446320939280abaa86a48.jpg
IMG00883,leaning_backward,leaning_backward,KEEP,mb0372_jpg.rf.4c9fb80f6c3a0937d1ec03391c240809.jpg
IMG00884,leaning_backward,leaning_backward,KEEP,mb0372_jpg.rf.913d485c096cc817792840404cdb5268.jpg
IMG00885,leaning_backward,leaning_backward,KEEP,mb0373_jpg.rf.152e1780fe92b62337ce7c93e899d427.jpg
IMG00887,leaning_backward,leaning_backward,KEEP,mb0403_jpg.rf.31fb57fa9587380292b4bdf1051c5be9.jpg
IMG00888,leaning_backward,leaning_backward,KEEP,mb0404_jpg.rf.b5c8213b57054606a73a153a8b74f6c3.jpg
IMG00889,leaning_backward,leaning_backward,KEEP,mb0404_jpg.rf.ef92fc4ac882b65c93ec842ac02a641b.jpg
IMG00890,leaning_backward,leaning_backward,KEEP,mb0405_jpg.rf.0bfff6164447f6bdcb956a246c52f882.jpg
IMG00891,leaning_backward,leaning_backward,KEEP,mb0406_jpg.rf.535a546e796126f68f0c8bb09784976f.jpg
IMG00892,leaning_backward,leaning_backward,KEEP,mb0406_jpg.rf.e0b64b5400bd23e2587843cb41d7f1d5.jpg
IMG00893,leaning_backward,leaning_backward,KEEP,mb0432_jpg.rf.255981aa1539944d5b890978e8d9dc00.jpg
IMG00894,leaning_backward,leaning_backward,KEEP,mb0432_jpg.rf.dd63b414b545f0c913f33b7de507d37e.jpg
IMG00896,leaning_backward,leaning_backward,KEEP,mb0444_jpg.rf.11f94466d782c512126fb37bffd9648e.jpg
IMG00900,leaning_backward,leaning_backward,KEEP,mb0447_jpg.rf.6926889af90fe0fcdcd05e0514c4cd47.jpg
IMG00901,leaning_backward,leaning_backward,KEEP,mb0448_jpg.rf.115b25448913925a0e7574b23a3062f0.jpg
IMG00905,leaning_backward,leaning_backward,KEEP,mb0480_jpg.rf.9c819f73c4ef70ef77bfe7686f24e5f5.jpg
IMG00906,leaning_backward,leaning_backward,KEEP,mb0480_jpg.rf.b6ff7b1b65b68a5b3c83d1a797ba05c6.jpg
