split,filename,image_path,label_path,source_clip,frame_hint,class_id,class_name
train,ngaphai_mp4-0017_jpg.rf.79d8e82eb46a777a0ab9bc742e535edf.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0017_jpg.rf.79d8e82eb46a777a0ab9bc742e535edf.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0017_jpg.rf.79d8e82eb46a777a0ab9bc742e535edf.txt,ngaphai_mp4,0017,4,thang
train,ngaphai_mp4-0018_jpg.rf.ac1d383a2b06455e4125d7ddfe107c65.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0018_jpg.rf.ac1d383a2b06455e4125d7ddfe107c65.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0018_jpg.rf.ac1d383a2b06455e4125d7ddfe107c65.txt,ngaphai_mp4,0018,4,thang
train,ngaphai_mp4-0020_jpg.rf.24e49d08093b92fb982f8be86376acb9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0020_jpg.rf.24e49d08093b92fb982f8be86376acb9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0020_jpg.rf.24e49d08093b92fb982f8be86376acb9.txt,ngaphai_mp4,0020,4,thang
train,ngaphai_mp4-0021_jpg.rf.97d889d6d78e122f5e4877228186613a.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0021_jpg.rf.97d889d6d78e122f5e4877228186613a.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0021_jpg.rf.97d889d6d78e122f5e4877228186613a.txt,ngaphai_mp4,0021,4,thang
train,ngaphai_mp4-0023_jpg.rf.f0a7f2b86fcf73ab62e64e46bab3a5b9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0023_jpg.rf.f0a7f2b86fcf73ab62e64e46bab3a5b9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0023_jpg.rf.f0a7f2b86fcf73ab62e64e46bab3a5b9.txt,ngaphai_mp4,0023,4,thang
train,ngaphai_mp4-0025_jpg.rf.24ba027c5840cff463d11cf2bc43c7c6.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0025_jpg.rf.24ba027c5840cff463d11cf2bc43c7c6.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0025_jpg.rf.24ba027c5840cff463d11cf2bc43c7c6.txt,ngaphai_mp4,0025,4,thang
train,ngaphai_mp4-0026_jpg.rf.15c62d806aa0de58bcce387098cce8da.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0026_jpg.rf.15c62d806aa0de58bcce387098cce8da.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0026_jpg.rf.15c62d806aa0de58bcce387098cce8da.txt,ngaphai_mp4,0026,4,thang
train,ngaphai_mp4-0027_jpg.rf.39e3a225ac1ff319702c7bc5783067b6.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0027_jpg.rf.39e3a225ac1ff319702c7bc5783067b6.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0027_jpg.rf.39e3a225ac1ff319702c7bc5783067b6.txt,ngaphai_mp4,0027,4,thang
train,ngaphai_mp4-0028_jpg.rf.b301221808da33a5cbcc811b80c5d403.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0028_jpg.rf.b301221808da33a5cbcc811b80c5d403.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0028_jpg.rf.b301221808da33a5cbcc811b80c5d403.txt,ngaphai_mp4,0028,4,thang
train,ngaphai_mp4-0030_jpg.rf.1da827689a12b14e78d5712c60323648.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0030_jpg.rf.1da827689a12b14e78d5712c60323648.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0030_jpg.rf.1da827689a12b14e78d5712c60323648.txt,ngaphai_mp4,0030,4,thang
train,ngaphai_mp4-0031_jpg.rf.8ddeb3d4189b631815de0ba912e15072.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0031_jpg.rf.8ddeb3d4189b631815de0ba912e15072.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0031_jpg.rf.8ddeb3d4189b631815de0ba912e15072.txt,ngaphai_mp4,0031,4,thang
train,ngaphai_mp4-0032_jpg.rf.927abdefceceb2681a695bc60ac36144.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0032_jpg.rf.927abdefceceb2681a695bc60ac36144.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0032_jpg.rf.927abdefceceb2681a695bc60ac36144.txt,ngaphai_mp4,0032,4,thang
train,ngaphai_mp4-0034_jpg.rf.b32ee45623a317873600b1b478da3cea.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0034_jpg.rf.b32ee45623a317873600b1b478da3cea.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0034_jpg.rf.b32ee45623a317873600b1b478da3cea.txt,ngaphai_mp4,0034,0,nga_phai
train,ngaphai_mp4-0036_jpg.rf.551fa061af37400d4563ab566a12f78d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0036_jpg.rf.551fa061af37400d4563ab566a12f78d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0036_jpg.rf.551fa061af37400d4563ab566a12f78d.txt,ngaphai_mp4,0036,0,nga_phai
train,ngaphai_mp4-0037_jpg.rf.21374a725b571d88384a6bfbdc4835c4.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0037_jpg.rf.21374a725b571d88384a6bfbdc4835c4.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0037_jpg.rf.21374a725b571d88384a6bfbdc4835c4.txt,ngaphai_mp4,0037,0,nga_phai
train,ngaphai_mp4-0038_jpg.rf.4836f7db43321fbc21a5b274a2a69948.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0038_jpg.rf.4836f7db43321fbc21a5b274a2a69948.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0038_jpg.rf.4836f7db43321fbc21a5b274a2a69948.txt,ngaphai_mp4,0038,0,nga_phai
train,ngaphai_mp4-0040_jpg.rf.0fe19bc61b8f3f34927c7c1e1ded646d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0040_jpg.rf.0fe19bc61b8f3f34927c7c1e1ded646d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0040_jpg.rf.0fe19bc61b8f3f34927c7c1e1ded646d.txt,ngaphai_mp4,0040,0,nga_phai
train,ngaphai_mp4-0043_jpg.rf.0f1fa1b636b2e831944c2cec6a55a9e2.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0043_jpg.rf.0f1fa1b636b2e831944c2cec6a55a9e2.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0043_jpg.rf.0f1fa1b636b2e831944c2cec6a55a9e2.txt,ngaphai_mp4,0043,0,nga_phai
train,ngaphai_mp4-0045_jpg.rf.84fb57b7e8b7258088008f6ac5e22ce2.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0045_jpg.rf.84fb57b7e8b7258088008f6ac5e22ce2.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0045_jpg.rf.84fb57b7e8b7258088008f6ac5e22ce2.txt,ngaphai_mp4,0045,0,nga_phai
train,ngaphai_mp4-0047_jpg.rf.7bea0886ed45715bff70bf48f1ae2d7e.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0047_jpg.rf.7bea0886ed45715bff70bf48f1ae2d7e.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0047_jpg.rf.7bea0886ed45715bff70bf48f1ae2d7e.txt,ngaphai_mp4,0047,0,nga_phai
train,ngaphai_mp4-0049_jpg.rf.6166188a23a3373e1a33382097eb73e2.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0049_jpg.rf.6166188a23a3373e1a33382097eb73e2.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0049_jpg.rf.6166188a23a3373e1a33382097eb73e2.txt,ngaphai_mp4,0049,0,nga_phai
train,ngaphai_mp4-0050_jpg.rf.f7860703b17adaaa417bb8bd22a413c3.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0050_jpg.rf.f7860703b17adaaa417bb8bd22a413c3.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0050_jpg.rf.f7860703b17adaaa417bb8bd22a413c3.txt,ngaphai_mp4,0050,0,nga_phai
train,ngaphai_mp4-0051_jpg.rf.6e4a2cefb094e97e1b9da18959e1eda6.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0051_jpg.rf.6e4a2cefb094e97e1b9da18959e1eda6.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0051_jpg.rf.6e4a2cefb094e97e1b9da18959e1eda6.txt,ngaphai_mp4,0051,0,nga_phai
train,ngaphai_mp4-0052_jpg.rf.099d0cfdd2a29100c191789bfdcc53a7.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0052_jpg.rf.099d0cfdd2a29100c191789bfdcc53a7.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0052_jpg.rf.099d0cfdd2a29100c191789bfdcc53a7.txt,ngaphai_mp4,0052,0,nga_phai
train,ngaphai_mp4-0054_jpg.rf.38d3dc91db97d10b0801a4488f75194f.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0054_jpg.rf.38d3dc91db97d10b0801a4488f75194f.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0054_jpg.rf.38d3dc91db97d10b0801a4488f75194f.txt,ngaphai_mp4,0054,0,nga_phai
train,ngaphai_mp4-0055_jpg.rf.774c1b1cdbd717165471d0cd36c34c91.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0055_jpg.rf.774c1b1cdbd717165471d0cd36c34c91.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0055_jpg.rf.774c1b1cdbd717165471d0cd36c34c91.txt,ngaphai_mp4,0055,0,nga_phai
train,ngaphai_mp4-0059_jpg.rf.1227030709644b7a58f48b3a1dea5299.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0059_jpg.rf.1227030709644b7a58f48b3a1dea5299.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0059_jpg.rf.1227030709644b7a58f48b3a1dea5299.txt,ngaphai_mp4,0059,0,nga_phai
train,ngaphai_mp4-0062_jpg.rf.e2484e370313c996e537942fab8e3108.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0062_jpg.rf.e2484e370313c996e537942fab8e3108.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0062_jpg.rf.e2484e370313c996e537942fab8e3108.txt,ngaphai_mp4,0062,0,nga_phai
train,ngaphai_mp4-0063_jpg.rf.c96c2f10da48ec4ebabad5239ab0639c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0063_jpg.rf.c96c2f10da48ec4ebabad5239ab0639c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0063_jpg.rf.c96c2f10da48ec4ebabad5239ab0639c.txt,ngaphai_mp4,0063,0,nga_phai
train,ngaphai_mp4-0064_jpg.rf.712f1ef18b1ead9fde77858a2738237d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0064_jpg.rf.712f1ef18b1ead9fde77858a2738237d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0064_jpg.rf.712f1ef18b1ead9fde77858a2738237d.txt,ngaphai_mp4,0064,0,nga_phai
train,ngaphai_mp4-0065_jpg.rf.5d614b8eba7d31073accd3783b604e3c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0065_jpg.rf.5d614b8eba7d31073accd3783b604e3c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0065_jpg.rf.5d614b8eba7d31073accd3783b604e3c.txt,ngaphai_mp4,0065,0,nga_phai
train,ngaphai_mp4-0067_jpg.rf.462a2f1f1171265fcb8ac6252567ca5c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0067_jpg.rf.462a2f1f1171265fcb8ac6252567ca5c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0067_jpg.rf.462a2f1f1171265fcb8ac6252567ca5c.txt,ngaphai_mp4,0067,0,nga_phai
train,ngaphai_mp4-0068_jpg.rf.8ffe001ff81e1e9d25e52196443c75a8.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0068_jpg.rf.8ffe001ff81e1e9d25e52196443c75a8.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0068_jpg.rf.8ffe001ff81e1e9d25e52196443c75a8.txt,ngaphai_mp4,0068,0,nga_phai
train,ngaphai_mp4-0069_jpg.rf.f048dfbaa7401e63f7317878dd03aab9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0069_jpg.rf.f048dfbaa7401e63f7317878dd03aab9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0069_jpg.rf.f048dfbaa7401e63f7317878dd03aab9.txt,ngaphai_mp4,0069,0,nga_phai
train,ngaphai_mp4-0070_jpg.rf.6b2a63b346cdeb99692ad3b6fa4447b8.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0070_jpg.rf.6b2a63b346cdeb99692ad3b6fa4447b8.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0070_jpg.rf.6b2a63b346cdeb99692ad3b6fa4447b8.txt,ngaphai_mp4,0070,0,nga_phai
train,ngaphai_mp4-0071_jpg.rf.dee0915ed5e519ec311c04b9d7ccc17c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0071_jpg.rf.dee0915ed5e519ec311c04b9d7ccc17c.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0071_jpg.rf.dee0915ed5e519ec311c04b9d7ccc17c.txt,ngaphai_mp4,0071,0,nga_phai
train,ngaphai_mp4-0074_jpg.rf.cb838650a503553450ff217ee9178727.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0074_jpg.rf.cb838650a503553450ff217ee9178727.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0074_jpg.rf.cb838650a503553450ff217ee9178727.txt,ngaphai_mp4,0074,0,nga_phai
train,ngaphai_mp4-0075_jpg.rf.7b86b35e4f58945ced5cdfc14a3bdd6e.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0075_jpg.rf.7b86b35e4f58945ced5cdfc14a3bdd6e.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0075_jpg.rf.7b86b35e4f58945ced5cdfc14a3bdd6e.txt,ngaphai_mp4,0075,0,nga_phai
train,ngaphai_mp4-0076_jpg.rf.bc63fb75171b478363d4c0ba0d2f4d2a.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0076_jpg.rf.bc63fb75171b478363d4c0ba0d2f4d2a.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0076_jpg.rf.bc63fb75171b478363d4c0ba0d2f4d2a.txt,ngaphai_mp4,0076,0,nga_phai
train,ngaphai_mp4-0078_jpg.rf.8a87bf74e219751c5df944f381d07223.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0078_jpg.rf.8a87bf74e219751c5df944f381d07223.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0078_jpg.rf.8a87bf74e219751c5df944f381d07223.txt,ngaphai_mp4,0078,0,nga_phai
train,ngaphai_mp4-0079_jpg.rf.a3dc347846d62a91596e83f8848468ac.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0079_jpg.rf.a3dc347846d62a91596e83f8848468ac.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0079_jpg.rf.a3dc347846d62a91596e83f8848468ac.txt,ngaphai_mp4,0079,0,nga_phai
train,ngaphai_mp4-0080_jpg.rf.cb29f5af82a46b96bc7cb0501908f234.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0080_jpg.rf.cb29f5af82a46b96bc7cb0501908f234.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0080_jpg.rf.cb29f5af82a46b96bc7cb0501908f234.txt,ngaphai_mp4,0080,0,nga_phai
train,ngaphai_mp4-0081_jpg.rf.63bfc1e2fd5f3b767e0c8bbab5efee0d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0081_jpg.rf.63bfc1e2fd5f3b767e0c8bbab5efee0d.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0081_jpg.rf.63bfc1e2fd5f3b767e0c8bbab5efee0d.txt,ngaphai_mp4,0081,0,nga_phai
train,ngaphai_mp4-0083_jpg.rf.4f21ddb745ccaf77c201ba12fa0175d9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0083_jpg.rf.4f21ddb745ccaf77c201ba12fa0175d9.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0083_jpg.rf.4f21ddb745ccaf77c201ba12fa0175d9.txt,ngaphai_mp4,0083,0,nga_phai
train,ngaphai_mp4-0084_jpg.rf.4f804921d602b45260ac47c3fe672f7b.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0084_jpg.rf.4f804921d602b45260ac47c3fe672f7b.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0084_jpg.rf.4f804921d602b45260ac47c3fe672f7b.txt,ngaphai_mp4,0084,0,nga_phai
train,ngaphai_mp4-0088_jpg.rf.02c22b29fd37f2b95d1b053d330eeca5.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\images\ngaphai_mp4-0088_jpg.rf.02c22b29fd37f2b95d1b053d330eeca5.jpg,D:\.Candra\Project\TA\02_data\raw\Sitting_posture.v17i.yolov8\train\labels\ngaphai_mp4-0088_jpg.rf.02c22b29fd37f2b95d1b053d330eeca5.txt,ngaphai_mp4,0088,0,nga_phai
