capture_id,subject_id,session_id,label,class_id,cam01_path,cam02_path,calibration_id,lateral_side,subset,status_2d,status_3d,qc_3d_status,selected_person_valid_cam01,selected_person_valid_cam02,reprojection_error
CAP000011,S001,SE01,upright,0,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000011_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000011_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,39.65
CAP000012,S001,SE01,upright,0,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000012_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000012_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,38.84
CAP000013,S001,SE01,upright,0,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000013_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000013_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,38.31
CAP000014,S001,SE01,upright,0,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000014_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000014_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,39.53
CAP000015,S001,SE01,upright,0,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000015_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000015_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,40.53
CAP000016,S001,SE01,leaning_forward,1,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000016_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000016_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,17.57
CAP000017,S001,SE01,leaning_forward,1,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000017_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000017_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,18.64
CAP000018,S001,SE01,leaning_forward,1,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000018_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000018_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,23.43
CAP000019,S001,SE01,leaning_forward,1,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000019_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000019_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,20.1
CAP000020,S001,SE01,leaning_forward,1,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000020_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000020_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,24.28
CAP000021,S001,SE01,leaning_backward,2,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000021_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000021_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,36.0
CAP000022,S001,SE01,leaning_backward,2,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000022_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000022_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,41.16
CAP000023,S001,SE01,leaning_backward,2,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000023_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000023_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,37.75
CAP000024,S001,SE01,leaning_backward,2,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000024_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000024_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,35.36
CAP000025,S001,SE01,leaning_backward,2,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000025_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000025_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,36.29
CAP000026,S001,SE01,leaning_left,3,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000026_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000026_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,30.25
CAP000027,S001,SE01,leaning_left,3,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000027_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000027_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,33.61
CAP000028,S001,SE01,leaning_left,3,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000028_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000028_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,28.05
CAP000029,S001,SE01,leaning_left,3,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000029_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000029_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,29.52
CAP000030,S001,SE01,leaning_left,3,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000030_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000030_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,26.8
CAP000031,S001,SE01,leaning_right,4,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000031_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000031_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,18.89
CAP000032,S001,SE01,leaning_right,4,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000032_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000032_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,20.3
CAP000033,S001,SE01,leaning_right,4,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000033_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000033_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,21.57
CAP000036,S001,SE01,slouching,5,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000036_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000036_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,29.73
CAP000037,S001,SE01,slouching,5,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000037_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000037_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,30.18
CAP000038,S001,SE01,slouching,5,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000038_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000038_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,25.84
CAP000039,S001,SE01,slouching,5,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000039_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000039_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,22.29
CAP000040,S001,SE01,slouching,5,02_data/private_raw/S001/SE01/CAM01/S001_SE01_CAP000040_CAM01.jpg,02_data/private_raw/S001/SE01/CAM02/S001_SE01_CAP000040_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,31.26
CAP000048,S002,SE01,upright,0,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000048_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000048_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,29.68
CAP000049,S002,SE01,upright,0,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000049_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000049_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,28.53
CAP000050,S002,SE01,upright,0,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000050_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000050_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,28.92
CAP000051,S002,SE01,upright,0,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000051_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000051_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,27.38
CAP000052,S002,SE01,upright,0,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000052_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000052_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,28.05
CAP000053,S002,SE01,leaning_forward,1,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000053_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000053_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,26.3
CAP000054,S002,SE01,leaning_forward,1,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000054_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000054_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,29.1
CAP000055,S002,SE01,leaning_forward,1,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000055_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000055_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,28.07
CAP000056,S002,SE01,leaning_forward,1,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000056_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000056_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,28.76
CAP000057,S002,SE01,leaning_forward,1,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000057_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000057_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,28.92
CAP000058,S002,SE01,leaning_backward,2,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000058_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000058_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,24.15
CAP000059,S002,SE01,leaning_backward,2,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000059_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000059_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,24.71
CAP000060,S002,SE01,leaning_backward,2,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000060_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000060_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,24.39
CAP000061,S002,SE01,leaning_backward,2,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000061_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000061_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,24.46
CAP000062,S002,SE01,leaning_backward,2,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000062_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000062_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,24.44
CAP000063,S002,SE01,leaning_left,3,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000063_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000063_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,26.94
CAP000064,S002,SE01,leaning_left,3,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000064_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000064_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,26.99
CAP000065,S002,SE01,leaning_left,3,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000065_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000065_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,30.23
CAP000066,S002,SE01,leaning_left,3,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000066_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000066_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,27.44
CAP000067,S002,SE01,leaning_left,3,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000067_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000067_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,27.35
CAP000068,S002,SE01,leaning_right,4,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000068_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000068_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,18.1
CAP000069,S002,SE01,leaning_right,4,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000069_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000069_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,19.05
CAP000070,S002,SE01,leaning_right,4,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000070_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000070_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,18.52
CAP000071,S002,SE01,leaning_right,4,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000071_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000071_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,18.6
CAP000072,S002,SE01,leaning_right,4,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000072_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000072_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,18.02
CAP000073,S002,SE01,slouching,5,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000073_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000073_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,23.37
CAP000074,S002,SE01,slouching,5,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000074_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000074_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,23.24
CAP000075,S002,SE01,slouching,5,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000075_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000075_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,23.08
CAP000076,S002,SE01,slouching,5,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000076_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000076_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,23.88
CAP000077,S002,SE01,slouching,5,02_data/private_raw/S002/SE01/CAM01/S002_SE01_CAP000077_CAM01.jpg,02_data/private_raw/S002/SE01/CAM02/S002_SE01_CAP000077_CAM02.jpg,CAL_001,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,23.23
CAP000083,S003,SE01,upright,0,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000083_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000083_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,29.35
CAP000084,S003,SE01,upright,0,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000084_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000084_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,29.34
CAP000085,S003,SE01,upright,0,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000085_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000085_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,29.23
CAP000086,S003,SE01,upright,0,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000086_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000086_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,29.7
CAP000087,S003,SE01,upright,0,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000087_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000087_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,29.39
CAP000088,S003,SE01,leaning_forward,1,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000088_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000088_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,38.72
CAP000089,S003,SE01,leaning_forward,1,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000089_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000089_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,38.05
CAP000090,S003,SE01,leaning_forward,1,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000090_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000090_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,36.62
CAP000091,S003,SE01,leaning_forward,1,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000091_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000091_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,36.26
CAP000092,S003,SE01,leaning_forward,1,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000092_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000092_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,36.21
CAP000093,S003,SE01,leaning_backward,2,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000093_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000093_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,25.58
CAP000094,S003,SE01,leaning_backward,2,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000094_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000094_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,27.94
CAP000095,S003,SE01,leaning_backward,2,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000095_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000095_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,25.21
CAP000096,S003,SE01,leaning_backward,2,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000096_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000096_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,25.25
CAP000097,S003,SE01,leaning_backward,2,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000097_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000097_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,25.3
CAP000098,S003,SE01,leaning_left,3,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000098_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000098_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,30.57
CAP000099,S003,SE01,leaning_left,3,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000099_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000099_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,33.4
CAP000100,S003,SE01,leaning_left,3,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000100_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000100_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,33.59
CAP000101,S003,SE01,leaning_left,3,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000101_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000101_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,30.94
CAP000102,S003,SE01,leaning_left,3,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000102_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000102_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_WITH_MASKING,True,True,31.09
CAP000103,S003,SE01,leaning_right,4,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000103_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000103_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,31.0
CAP000104,S003,SE01,leaning_right,4,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000104_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000104_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,30.68
CAP000105,S003,SE01,leaning_right,4,02_data/private_raw/S003/SE01/CAM01/S003_SE01_CAP000105_CAM01.jpg,02_data/private_raw/S003/SE01/CAM02/S003_SE01_CAP000105_CAM02.jpg,CAL_004,left,pilot,USABLE,USABLE,INCLUDE_3D_FULL,True,True,30.34
