split,annotation_id,image_id,image_filename,category_id,category_name,bbox_x,bbox_y,bbox_w,bbox_h,area,bbox_valid,bbox_issue
test,69,65,sipotion_1749658418267_slouch_0_79_jpg.rf.9a36e8883a15711843e135f72ae05c0b.jpg,2,leaning_backward,183.62,53.35,295.71,498.99,147556.333,True,
test,70,66,sipotion_1749658241945_slouch_0_57_jpg.rf.e8abc4389f9eb095c15124cfc07ff936.jpg,4,slouch,194.67,267.33,222,327.33,72667.26,True,
test,71,67,posture-299-_jpg.rf.cac5831ec89417da394c3c7b3558f21d.jpg,1,good_posture,136.67,43.88,339.44,596.11,202343.578,True,
test,72,68,sipotion_1749660960259_leaning_forward_0_93_jpg.rf.17c54483695fd33a61c646d48995086b.jpg,3,leaning_forward,146.67,73.33,382,564.67,215703.94,True,
test,73,69,5337e518499bc811621e435c8ff6ec8d_jpg.rf.9006e1a7eeacb21b21a063402b9c52d8.jpg,3,leaning_forward,46.31,30.87,286.36,431.85,123664.566,True,
test,74,70,72d1d0e31b3ee7bf4c0bc751c39d764a-Copy-2-_jpg.rf.3cb52d8e9f43e8bfce2ee492f7701488.jpg,3,leaning_forward,52.19,34.8,371.87,461.73,171703.535,True,
test,75,71,43b535f4216a408236b1b9d7f6c1fea2_jpg.rf.a4b006a5b103bfee161629366e04e484.jpg,3,leaning_forward,31.88,143.96,218.36,408.31,89158.572,True,
test,76,72,0ca729bb0533a56046bef7fc90a5e528-Copy_jpg.rf.7a774761abe2cd8883801e26694120b1.jpg,2,leaning_backward,78.2,85.12,416.03,500.72,208314.542,True,
test,77,73,posture-281-_jpg.rf.e849242ae8b497576395d659c73fddaf.jpg,3,leaning_forward,111.67,93.89,472.22,494,233276.68,True,
test,78,74,sipotion_1749660947461_leaning_forward_0_94_jpg.rf.af45beb08b97a24c365f0ba757c9cd8a.jpg,3,leaning_forward,146,162.67,291.33,476.67,138868.271,True,
test,79,75,d161f2786ecb34da296fd6a5f5e2f9b8-Copy_jpg.rf.0d977df8a0e3a71a15dd45b1456d169b.jpg,4,slouch,13.39,20.64,349.24,507.27,177158.975,True,
test,80,76,posture-154-_jpg.rf.29f152c3da336483f6e4365513e6811e.jpg,1,good_posture,128.34,140.55,363.33,478.43,173827.972,True,
test,81,77,384a130b2bbe3f8efd1c030c8575ae32_jpg.rf.38185fd4398fa15e2e6152489b962976.jpg,4,slouch,357.35,27.9,133.07,267.49,35594.894,True,
test,82,77,384a130b2bbe3f8efd1c030c8575ae32_jpg.rf.38185fd4398fa15e2e6152489b962976.jpg,4,slouch,27.37,328.91,148.62,232.45,34546.719,True,
test,83,77,384a130b2bbe3f8efd1c030c8575ae32_jpg.rf.38185fd4398fa15e2e6152489b962976.jpg,4,slouch,476.45,293.5,138.43,241.04,33367.167,True,
test,84,78,posture-496-_jpg.rf.8c22147098904f17466838acee64f8fa.jpg,1,good_posture,135,157.22,492.22,317.4,156230.628,True,
test,85,79,sipotion_1749648193249_good_posture_0_88_jpg.rf.d95125fe1b20ef6376719179dc796b95.jpg,2,leaning_backward,236,62,311.33,530.67,165213.491,True,
test,86,80,18dbb46aabd5f4894e58e4134de6e8c5-Copy-2-_jpg.rf.4a958c4ee4c1d3ea7a2b3c709dee2fdb.jpg,1,good_posture,97.71,113.17,279.37,472.17,131910.133,True,
test,87,81,abcde4b64bd43fc40fb1074ee9dab339-Copy_jpg.rf.b541ee54383795e6ccb9d2325a95b1fa.jpg,2,leaning_backward,114.78,202.32,309.57,382.16,118305.271,True,
test,88,82,8342eed2d92fca7228e9732d22ecf673-Copy-2-_jpg.rf.e1fca2b45563fb9516f8f7f8786be0c4.jpg,3,leaning_forward,252.51,35.41,249.62,412.94,103078.083,True,
test,89,83,1dbfaeae7a5f83ec3a42df89e3956a0d-Copy_jpg.rf.a192f1b99e4c3fba3f149792e62b1000.jpg,2,leaning_backward,60.87,222.22,280.19,303.01,84900.372,True,
test,90,84,20f8b04e8c35f11d763dfd70082e1e27-Copy-2-_jpg.rf.3f6a5e6a42df5f1b50b03c1df56aad77.jpg,3,leaning_forward,84.06,220.77,286.96,361.43,103715.953,True,
test,91,85,cec46972cbef1a581b89ea0a19058678_jpg.rf.789e8b4874d5ada9dc694a9c5abaaff6.jpg,1,good_posture,344.57,31.88,176.81,363.48,64266.899,True,
test,92,86,07682242a71b0f05da9a31a4f5a473f7_jpg.rf.47164d522c552bca44190e5b5b1afce2.jpg,4,slouch,13.72,6.6,138.15,222.28,30707.982,True,
test,93,86,07682242a71b0f05da9a31a4f5a473f7_jpg.rf.47164d522c552bca44190e5b5b1afce2.jpg,4,slouch,481.52,15.75,147.81,243.59,36005.038,True,
test,94,86,07682242a71b0f05da9a31a4f5a473f7_jpg.rf.47164d522c552bca44190e5b5b1afce2.jpg,4,slouch,476.95,264.13,154.41,217.55,33591.895,True,
test,95,86,07682242a71b0f05da9a31a4f5a473f7_jpg.rf.47164d522c552bca44190e5b5b1afce2.jpg,4,slouch,13.71,247.37,185.91,211.98,39409.202,True,
test,96,86,07682242a71b0f05da9a31a4f5a473f7_jpg.rf.47164d522c552bca44190e5b5b1afce2.jpg,4,slouch,254.48,253.47,179.81,228.21,41034.44,True,
test,97,86,07682242a71b0f05da9a31a4f5a473f7_jpg.rf.47164d522c552bca44190e5b5b1afce2.jpg,3,leaning_forward,205.71,450.04,174.73,187.99,32847.493,True,
test,98,86,07682242a71b0f05da9a31a4f5a473f7_jpg.rf.47164d522c552bca44190e5b5b1afce2.jpg,2,leaning_backward,472.38,480.51,167.62,159.49,26733.714,True,
test,99,87,posture-460-_jpg.rf.7ddfbcada67874837da6d99cee6429f0.jpg,1,good_posture,110,0.56,457.22,639.44,292364.757,True,
test,100,88,97c46ea03ebf7108d0587b11e4cb3d23-Copy_jpg.rf.7e4d3596291bd0396a8e7b4a5b2c991e.jpg,3,leaning_forward,82.66,105.29,312.92,467.99,146443.431,True,
test,101,89,b401411a6b10217bba7fff0087d4ad5a-Copy_jpg.rf.6281c6804c6871b0db7f9a0981d83a1c.jpg,3,leaning_forward,2.9,71.3,362.32,568.7,206051.384,True,
test,102,90,b128cc384c711b81eb35bc8af1aa0e3b-Copy_jpg.rf.d2131938b14e564bc6b7803161acee4c.jpg,2,leaning_backward,82.61,272.95,311.59,255.18,79511.536,True,
test,103,91,sipotion_1749636397809_good_posture_0_77_jpg.rf.b63043ebcc84a4664eb52765d294f722.jpg,4,slouch,142,0,485.33,605.33,293784.809,True,
train,1,0,sipotion_1749650550988_leaning_forward_0_68_jpg.rf.74c604a1b3da097a0be1a2d0b0d5fcf1.jpg,4,slouch,190.67,137.33,288,391.33,112703.04,True,
train,2,1,48ddae6c1833765180cf4a91f937114c_jpg.rf.016d0edf96f5644b422bddb625e42b77.jpg,3,leaning_forward,43.48,149.76,221.26,356.16,78803.962,True,
train,3,2,sipotion_1749649856675_slouch_0_83_jpg.rf.e9c576c3c6fa751c034cfc28488cd381.jpg,1,good_posture,303.33,306,128.67,306.67,39459.229,True,
train,4,2,sipotion_1749649856675_slouch_0_83_jpg.rf.e9c576c3c6fa751c034cfc28488cd381.jpg,2,leaning_backward,0,210.67,116,179.33,20802.28,True,
train,5,3,b9c5f3e637dc92a1919e6e96fe2b5ee2_jpg.rf.0df0aed15163cbef693e69b4bb435eff.jpg,2,leaning_backward,80.76,149.84,307.81,443.51,136516.813,True,
train,6,4,sipotion_1749650402977_leaning_forward_0_93_jpg.rf.4afa8c96c80163e9e8c54209af77a6ef.jpg,3,leaning_forward,254.67,182,265.33,311.33,82605.189,True,
train,7,5,sipotion_1749658455036_slouch_0_43_jpg.rf.feaa278ef66d6681eced3afb003db418.jpg,1,good_posture,73.33,64.67,360,546.67,196801.2,True,
train,8,6,sipotion_1749658795005_good_posture_0_45_jpg.rf.754a0c9e4cb6913e56457ffbfdf289e3.jpg,3,leaning_forward,183.33,132,254,491.33,124797.82,True,
train,9,7,03fd679809fc70b36daa038971206388_jpg.rf.83d0514e701009e74ea2628483d290f5.jpg,2,leaning_backward,52.73,137.6,353.55,390.33,138001.171,True,
train,10,8,sipotion_1749637011586_leaning_forward_0_45_jpg.rf.c46232a3c6bac0f11852d935cd1d735c.jpg,2,leaning_backward,231.33,97.33,173.33,300,51999,True,
train,11,9,sipotion_1749658179885_leaning_backward_0_77_jpg.rf.65451d09227f37d20855036a157850fb.jpg,2,leaning_backward,160,117.33,479.33,504,241582.32,True,
train,12,10,ca09442eac5a421002e9abbce5785282_jpg.rf.e12c30e19c0aec85fd60b4d674d48bc1.jpg,2,leaning_backward,43.77,104.29,348.53,394.08,137348.702,True,
train,13,11,sipotion_1749660929556_leaning_forward_0_90_jpg.rf.3783ed37dc4163b14a4b606f44acfee9.jpg,3,leaning_forward,235.33,138,274,499.33,136816.42,True,
train,14,12,sipotion_1749660922587_leaning_forward_0_88_jpg.rf.c755c4bd55148f66cadc7fb9e83d50b6.jpg,3,leaning_forward,106,37.33,351.33,592,207987.36,True,
train,15,13,16a88fe94b0ee27f4819c63b2df6ee41_jpg.rf.78a12d5088c47bfd1bcf52afa2917c83.jpg,3,leaning_forward,358.89,254.99,108.65,132.97,14447.191,True,
train,16,13,16a88fe94b0ee27f4819c63b2df6ee41_jpg.rf.78a12d5088c47bfd1bcf52afa2917c83.jpg,2,leaning_backward,45,256.09,109.38,130.4,14263.152,True,
train,17,14,sipotion_1749658453496_slouch_0_83_jpg.rf.e7945d0845d76abd1ac0e26c83281481.jpg,1,good_posture,53.33,71.33,378,558.67,211177.26,True,
train,18,15,sipotion_1749658254428_slouch_0_70_jpg.rf.e829ba60054545ee54f71eac467af038.jpg,2,leaning_backward,4,4.67,449.33,629.33,282776.849,True,
train,19,16,353ff20c38ac089148b3d6307d0470f5_jpg.rf.7e92ed4fdf18512aad3d6343516a1d30.jpg,2,leaning_backward,391.31,135.55,213.52,230.84,49288.957,True,
train,20,17,sipotion_1749660944688_leaning_forward_0_92_jpg.rf.b3029682f907d7d2383997467991402e.jpg,3,leaning_forward,149.33,166,328.67,470,154474.9,True,
train,21,18,sipotion_1749658301936_slouch_0_79_jpg.rf.e7bd06bec199f15de2fa1e96742d9a0f.jpg,2,leaning_backward,80.67,209.33,489.33,406,198667.98,True,
train,22,19,f63330d769a8f44368f380945d2a1656_jpg.rf.ecdbe3b239d59be33f698fcb58aa7d96.jpg,3,leaning_forward,296.74,43.83,160.87,356.59,57364.633,True,
train,23,20,036894bc9625960d01fc04bcf5d663b6_jpg.rf.50bf05257130edb096b8696be46d0af0.jpg,1,good_posture,236.03,33.96,165.22,246.56,40736.643,True,
train,24,21,sipotion_1749636396471_good_posture_0_81_jpg.rf.04aea4cf15e94704603a60797b8bfb22.jpg,4,slouch,164,0,474,618,292932,True,
train,25,22,0d3c7ea98ef00e38def853945a9bad57_jpg.rf.781cde90d112ed38c52994ab877d899b.jpg,2,leaning_backward,121.21,199.32,273.67,364.3,99697.981,True,
train,26,23,sipotion_1749636392897_good_posture_0_88_jpg.rf.534d5657ee3d7e99e4778e567e50f86f.jpg,4,slouch,161.33,0,477.33,615.33,293715.469,True,
train,27,24,sipotion_1749650541949_leaning_forward_0_45_jpg.rf.cb6a09f83bac171d310be3e1fd94cd5a.jpg,1,good_posture,122,86,314,421.33,132297.62,True,
train,28,25,5678fa20200e3d80dc15d6db3090e4a1_jpg.rf.51c2cf195b6093f974f286d7be153990.jpg,1,good_posture,44.35,126.8,208.1,405.55,84394.955,True,
train,29,26,sipotion_1749660908457_leaning_forward_0_83_jpg.rf.23059baeaa1c8fb0704256e77e38083a.jpg,3,leaning_forward,89.53,39.44,429.33,600.55,257834.131,True,
train,30,27,sipotion_1749658601907_leaning_backward_0_52_jpg.rf.fe8e636369912d319f8aff30480b87e4.jpg,2,leaning_backward,0,124.67,438.67,506.67,222260.929,True,
train,31,28,ac97be302e96fe2b06d6813335189dd7_jpg.rf.a797a646925b00890ad2fe80613fc5a8.jpg,4,slouch,81.16,52.66,282.13,547.9,154579.027,True,
train,32,29,85c031b309e33385e14a6c47b735e9a2_jpg.rf.db68234017e316945eee4996f7395dbb.jpg,4,slouch,80.75,43.89,210.35,338.42,71186.647,True,
train,33,29,85c031b309e33385e14a6c47b735e9a2_jpg.rf.db68234017e316945eee4996f7395dbb.jpg,3,leaning_forward,354.03,66.25,173.91,327.64,56979.872,True,
train,34,30,sipotion_1749658646618_leaning_forward_0_44_jpg.rf.db03a5bbda086c6decd82cb710242f43.jpg,3,leaning_forward,134.67,88,326.67,532.67,174007.309,True,
train,35,31,sipotion_1749649859977_slouch_0_63_jpg.rf.0f65919b3a0b364aae7a341726de0f7c.jpg,2,leaning_backward,166.67,144,258.67,438,113297.46,True,
train,36,32,sipotion_1749649826277_leaning_backward_0_86_jpg.rf.4a94dbd3c99df31514dd3ea5367a08af.jpg,2,leaning_backward,183.33,306.67,186.67,235.33,43929.051,True,
train,37,33,sipotion_1749658387145_good_posture_0_65_jpg.rf.d9266bf92b18319cbf2881749c1961ab.jpg,1,good_posture,149.81,16.84,334.19,606.72,202759.757,True,
train,38,34,sipotion_1749658385294_good_posture_0_48_jpg.rf.88c632f00cc0674fffeb088892049e88.jpg,1,good_posture,122.67,34,399.33,606,241993.98,True,
train,39,35,sipotion_1749658369570_slouch_0_47_jpg.rf.5735dc197b207d75bec003a5ccaf0ed4.jpg,2,leaning_backward,236.09,61.26,246.57,480.07,118370.86,True,
train,40,36,sipotion_1749658557209_slouch_0_40_jpg.rf.26dbbbf14197dddb074a86193aad0451.jpg,3,leaning_forward,199.33,15.33,346,624,215904,True,
train,41,37,sipotion_1749658202114_leaning_forward_0_83_jpg.rf.978b4a18ab2f8bbefb179c24b2bac3aa.jpg,4,slouch,161.33,197.33,426,442,188292,True,
train,42,38,f44c6ccd421750ad1c75b35d6b2ee4da_jpg.rf.2c652bccd2ca78d48a289e11cbe12891.jpg,1,good_posture,109.28,93.51,271.29,448.66,121716.971,True,
train,43,39,07c82ef97039dc0302cb5dfd1f4cb413_jpg.rf.d97c4c03daec059b46ff8cdad7f1b4dc.jpg,1,good_posture,466.94,80.91,142.22,293.6,41755.792,True,
train,44,40,12409ad7deb10d5ed474ba47e6738b4a_jpg.rf.3b1702d63ad0a9dcb2d79ff5c68e155d.jpg,4,slouch,158.26,7.53,292.17,632.46,184785.838,True,
train,45,41,sipotion_1749649786281_leaning_forward_0_86_jpg.rf.15510ce0c8edc6ba1493dfb6a0ac1cf7.jpg,4,slouch,141.33,142,343.33,374,128405.42,True,
train,46,42,2d9d6695b9738eff81cbab92e7e48700-Copy_jpg.rf.2bd12894bf06a8f86dc6ef73d61099ed.jpg,2,leaning_backward,49.56,7.85,424.51,405.17,171998.717,True,
train,47,43,a2b289bc83b7a4fd46328abc1128405d_jpg.rf.dcf1c3bec66ba974bd48c1163cb3e4b5.jpg,4,slouch,504.38,224.89,72.71,125.19,9102.565,True,
