image_id,original_split,class_name,nd_group,img_width,img_height,bbox_x,bbox_y,bbox_w,bbox_h,bottom_x,bottom_y,bottom_vis,shoulder_x,shoulder_y,shoulder_vis,head_x,head_y,head_vis,back_x,back_y,back_vis,split
good_posture_20241013_225742_png.rf.d33f51690b5f0b8d693c2cd787bf8808.jpg,train,Good,ND_GROUP_0005,640,640,0.196875,0.0,0.47578125,0.7265625,0.332467,0.642322,2,0.320566,0.255064,2,0.391981,0.105158,2,0.24375,0.429688,2,valid
good_posture_20241021_180607_png.rf.d0e2520a5d55463255fdbfe0196973f3.jpg,train,Good,ND_GROUP_0006,640,640,0.271875,0.165625,0.5375,0.8,0.432452,0.91358,2,0.420548,0.503123,2,0.491966,0.29968,2,0.3125,0.623437,2,train
bad_posture_20241021_180513_png.rf.d84928495a9e069e0b719fb4b2f83f4e.jpg,train,Bad,ND_GROUP_0060,640,640,0.259375,0.190625,0.46328125,0.7734375,0.38722,0.901088,2,0.518152,0.474569,2,0.591948,0.333586,2,0.352083,0.578125,2,train
good_posture_20241021_141454_png.rf.d7da762e5bde110e2e736c424fdbbd03.jpg,train,Good,ND_GROUP_0003,640,640,0.2328125,0.1640625,0.43046875,0.746875,0.382459,0.842197,2,0.377698,0.453155,2,0.413406,0.290756,2,0.289583,0.529687,2,train
bad_posture_20241021_143227_png.rf.d47fb2984e45e06df89cca454d075518.jpg,train,Bad,ND_GROUP_0001,640,640,0.1828125,0.2859375,0.55234375,0.621875,0.308663,0.84755,2,0.377698,0.497769,2,0.549098,0.412109,2,0.2375,0.557813,2,train
good_posture_20241021_142318_png.rf.d9232b17db88f20ba4907f59d38abb25.jpg,train,Good,ND_GROUP_0046,640,640,0.2453125,0.1859375,0.36640625,0.70703125,0.384841,0.84755,2,0.372938,0.463863,2,0.394363,0.308602,2,0.314583,0.55625,2,train
good_posture_20241021_142330_png.rf.d4be117b0eb5892d616618a89a77bf6f.jpg,train,Good,ND_GROUP_0001,640,640,0.2671875,0.0421875,0.33671875,0.89765625,0.38722,0.881458,2,0.377698,0.465647,2,0.435555,0.307534,2,0.3125,0.56875,2,train
image_20241007_215802_jpg.rf.dbdb54ba63ed92b744009950b4bdbff8.jpg,train,Good,ND_GROUP_0007,640,640,0.0421875,0.103125,0.64453125,0.775,0.242006,0.835058,2,0.211059,0.355002,2,0.213441,0.192603,2,0.095833,0.471875,2,valid
bad_posture_20241021_144100_png.rf.d6f4e4bdff8b3b8caac4a51b8ef9f50c.jpg,train,Bad,ND_GROUP_0001,640,640,0.18125,0.2859375,0.51484375,0.61171875,0.325327,0.874319,2,0.415787,0.512045,2,0.532434,0.406755,2,0.252083,0.559375,2,train
bad_posture_20241021_143948_png.rf.d48d2917df4c400c127a1435cc580624.jpg,train,Bad,ND_GROUP_0001,640,640,0.1859375,0.2890625,0.5046875,0.634375,0.399123,0.84755,2,0.403884,0.519184,2,0.546719,0.403186,2,0.235417,0.575,2,train
good_posture_20241021_141630_png.rf.d6b3a72f5d321b47ddcd7ae9b33ab2af.jpg,train,Good,ND_GROUP_0003,640,640,0.2328125,0.1765625,0.39453125,0.72109375,0.351513,0.811858,2,0.34437,0.4478,2,0.420548,0.306817,2,0.272917,0.554688,2,train
image_20241009_224730_jpg.rf.dc5962d0a6506d889d394912c37c2831.jpg,train,Good,ND_GROUP_0061,640,640,0.1609375,0.0078125,0.58984375,0.81015625,0.38008,0.75832,2,0.346752,0.290756,2,0.351513,0.146203,2,0.229167,0.421875,2,test
image_20241009_224235_jpg.rf.dcb0c6c6bf6276f47836883b24387513.jpg,train,Bad,ND_GROUP_0042,640,640,0.2140625,0.0765625,0.53671875,0.71015625,0.46578,0.701213,2,0.399123,0.321094,2,0.487205,0.214019,2,0.254167,0.43125,2,train
image_20241009_143702_jpg.rf.dd4731183ae5628a64ed6244dbb55b48.jpg,train,Bad,ND_GROUP_0054,640,640,0.1234375,0.1640625,0.5515625,0.646875,0.399123,0.733319,2,0.327706,0.3764,2,0.489584,0.274678,2,0.175,0.496875,2,valid
good_posture_20241013_222757_png.rf.dde627f4ad54320fb1a7f1f6755e0fb3.jpg,train,Good,ND_GROUP_0008,640,640,0.25625,0.025,0.45703125,0.73125,0.38722,0.697644,2,0.401505,0.263987,2,0.494345,0.142634,2,0.26875,0.40625,2,train
bad_posture_20241021_143008_png.rf.e4219080ea89fe4c65fce8c779f2a3f4.jpg,train,Bad,ND_GROUP_0001,640,640,0.1703125,0.284375,0.55703125,0.6671875,0.323242,0.849334,2,0.358952,0.501339,2,0.513687,0.415678,2,0.197917,0.570312,2,train
good_posture_20241021_142153_png.rf.e06a2ffac509cb1cc9c1a852ace0cdb6.jpg,train,Good,ND_GROUP_0001,640,640,0.3015625,0.184375,0.43828125,0.7375,0.43007,0.852903,2,0.427691,0.460292,2,0.470541,0.315741,2,0.34375,0.56875,2,train
bad_posture_20241021_142555_png.rf.e313463ebdee7eea418ec43162fcd683.jpg,train,Bad,ND_GROUP_0001,640,640,0.259375,0.3265625,0.584375,0.59296875,0.370556,0.817212,2,0.50863,0.519184,2,0.68717,0.446016,2,0.322917,0.565625,2,train
good_posture_20241013_225737_png.rf.e1c15d7f07506d6650761e065d27409d.jpg,train,Good,ND_GROUP_0009,640,640,0.153125,0.025,0.525,0.740625,0.282477,0.660167,2,0.275334,0.287188,2,0.349131,0.137281,2,0.18125,0.4375,2,valid
image_20241008_201334_jpg.rf.e742353a85cfddcbe8cb5bd96c8db275.jpg,train,Good,ND_GROUP_0034,640,640,0.1609375,0.065625,0.56875,0.8,0.358655,0.786873,2,0.365795,0.340725,2,0.403884,0.215803,2,0.25,0.454688,2,valid
good_posture_20241012_174139_png.rf.e820667afa93896a51f53c1dfc11f41d.jpg,train,Good,ND_GROUP_0010,640,640,0.1703125,0.0875,0.48359375,0.72578125,0.30152,0.751181,2,0.29438,0.35857,2,0.33723,0.18725,2,0.210417,0.426563,2,train
bad_posture_20241013_222600_png.rf.e3bbbd81cbad152f54f470ee95ffdd17.jpg,train,Bad,ND_GROUP_0058,640,640,0.1796875,0.0859375,0.5796875,0.65,0.406266,0.672659,2,0.356273,0.324664,2,0.51577,0.21045,2,0.225,0.435937,2,train
good_posture_20241021_180549_png.rf.df4763572605f1adce89580b52af8c75.jpg,train,Good,ND_GROUP_0006,640,640,0.25,0.15,0.50078125,0.7921875,0.425309,0.845766,2,0.446734,0.462077,2,0.513391,0.297895,2,0.3375,0.575,2,train
bad_posture_20241021_143245_png.rf.e182e517d8fbba0a6f1da3597693b1b9.jpg,train,Bad,ND_GROUP_0001,640,640,0.1875,0.2953125,0.56796875,0.659375,0.311042,0.852903,2,0.413406,0.501339,2,0.55862,0.413894,2,0.2375,0.579688,2,train
image_20241008_205601_jpg.rf.dfbb727b39a24d63a7339b8458c76403.jpg,train,Good,ND_GROUP_0011,640,640,0.0875,0.0359375,0.62421875,0.85234375,0.30152,0.783305,2,0.291998,0.362141,2,0.320566,0.196172,2,0.172917,0.49375,2,test
image_20241007_215802_jpg.rf.e5a92a843b04789f63bab3bca2dfcbfb.jpg,train,Good,ND_GROUP_0007,640,640,0.0421875,0.103125,0.64453125,0.775,0.242006,0.835058,2,0.211059,0.355002,2,0.213441,0.192603,2,0.095833,0.471875,2,valid
image_20241009_225822_jpg.rf.de5e20aaab1341db95b6df0ffb16cd6d.jpg,train,Bad,ND_GROUP_0012,640,640,0.1328125,0.0703125,0.5625,0.703125,0.389583,0.692187,2,0.299141,0.33537,2,0.38008,0.190819,2,0.175,0.421875,2,train
bad_posture_20241021_180437_png.rf.dc6b37401fc09622a7a83ca31f0d00e7.jpg,train,Bad,ND_GROUP_0013,640,640,0.246875,0.2859375,0.65859375,0.66171875,0.418167,0.891942,2,0.549098,0.511823,2,0.715738,0.417241,2,0.352083,0.570312,2,train
good_posture_20241021_142205_png.rf.e6b1271d5b97553fd11b79e8f6a7fd46.jpg,train,Good,ND_GROUP_0001,640,640,0.28125,0.1953125,0.3421875,0.69765625,0.401505,0.835058,2,0.411027,0.479923,2,0.458638,0.310387,2,0.325,0.548438,2,train
bad_posture_20241021_143853_png.rf.e3d52257219aede77d89bfbcd6f43220.jpg,train,Bad,ND_GROUP_0001,640,640,0.1828125,0.2796875,0.58515625,0.61953125,0.358952,0.844203,2,0.401802,0.501561,2,0.506545,0.419469,2,0.25,0.567187,2,train
image_20241008_210224_jpg.rf.de71181b87b246d9e5938dd0950cf09e.jpg,train,Bad,ND_GROUP_0014,640,640,0.0578125,0.1484375,0.59453125,0.740625,0.330087,0.783305,2,0.275334,0.410323,2,0.43007,0.292541,2,0.120833,0.525,2,test
bad_posture_20241012_173243_png.rf.e7f0383f72da060d1eef964fc5aa463e.jpg,train,Bad,ND_GROUP_0015,640,640,0.271875,0.15625,0.54921875,0.725,0.434831,0.786873,2,0.456256,0.378202,2,0.570523,0.281833,2,0.333333,0.5125,2,test
image_20241008_205202_jpg.rf.e1740bbe1c03691d901528cd9ef4dce9.jpg,train,Good,ND_GROUP_0016,640,640,0.0875,0.0828125,0.58359375,0.7734375,0.361034,0.808289,2,0.282477,0.376417,2,0.280095,0.199742,2,0.1875,0.496875,2,valid
bad_posture_20241013_222740_png.rf.e8c8ca5209b2a23b87dcf419aaac4a21.jpg,train,Bad,ND_GROUP_0008,640,640,0.209375,0.05625,0.45234375,0.65234375,0.415787,0.670875,2,0.363416,0.285403,2,0.470541,0.158697,2,0.216667,0.432812,2,train
bad_posture_20241021_142555_png.rf.e556ca0952c2259fb392b373fdc479ba.jpg,train,Bad,ND_GROUP_0001,640,640,0.259375,0.3265625,0.584375,0.59296875,0.370556,0.817212,2,0.50863,0.519184,2,0.68717,0.446016,2,0.322917,0.565625,2,train
bad_posture_20241013_221218_png.rf.e5217e924397ca5e2727880291313b91.jpg,train,Bad,ND_GROUP_0032,640,640,0.175,0.0515625,0.57578125,0.68359375,0.403884,0.647675,2,0.363416,0.297895,2,0.456256,0.18368,2,0.197917,0.364063,2,train
image_20241008_200801_jpg.rf.de40fa9292fbeb3b79a1e2390e71ce3a.jpg,train,Good,ND_GROUP_0017,640,640,0.0984375,0.1046875,0.5078125,0.76171875,0.299141,0.820781,2,0.299141,0.353217,2,0.349131,0.237219,2,0.2125,0.453125,2,train
bad_posture_20241021_144118_png.rf.ece80e777476ee0de4a99a37680eabf6.jpg,train,Good,ND_GROUP_0046,640,640,0.209375,0.2125,0.459375,0.73671875,0.363416,0.80472,2,0.332467,0.454939,2,0.427691,0.319309,2,0.277083,0.590625,2,train
bad_posture_20241012_173121_png.rf.ec6ba94e66b786a035b8fbe653a089b3.jpg,train,Bad,ND_GROUP_0018,640,640,0.1375,0.1953125,0.5421875,0.67421875,0.270573,0.80472,2,0.277716,0.419247,2,0.413406,0.308602,2,0.166667,0.546875,2,train
bad_posture_20241021_143641_png.rf.ea6c252145d940577205cc91e4374c22.jpg,train,Bad,ND_GROUP_0001,640,640,0.1875,0.284375,0.49453125,0.653125,0.375317,0.840411,2,0.451495,0.506692,2,0.539577,0.399617,2,0.2625,0.55,2,train
good_posture_20241021_142159_png.rf.f1fa4579559fd4ecb7a6ad8061547111.jpg,train,Good,ND_GROUP_0001,640,640,0.284375,0.1609375,0.47421875,0.74609375,0.439594,0.849334,2,0.425309,0.462077,2,0.482442,0.308602,2,0.329167,0.576562,2,train
bad_posture_20241021_145052_png.rf.ea493141ec32fb18b7bc3c7616db058a.jpg,train,Bad,ND_GROUP_0001,640,640,0.140625,0.253125,0.60390625,0.7,0.346752,0.863611,2,0.311042,0.531677,2,0.432452,0.40497,2,0.189583,0.596875,2,train
good_posture_20241021_142330_png.rf.ee893cf99d03ac67f71b40b3ec608328.jpg,train,Good,ND_GROUP_0001,640,640,0.2671875,0.0421875,0.33671875,0.89765625,0.38722,0.881458,2,0.377698,0.465647,2,0.435555,0.307534,2,0.3125,0.56875,2,train
image_20241007_210150_jpg.rf.eb00cdb45a29b5c2aae969e153b0fc51.jpg,train,Good,ND_GROUP_0019,640,640,0.084375,0.1171875,0.59140625,0.78828125,0.25153,0.836842,2,0.249148,0.351433,2,0.284856,0.214019,2,0.147917,0.446875,2,train
bad_posture_20241021_143139_png.rf.ea1a53ed56f0282bc1fe25bad848457e.jpg,train,Bad,ND_GROUP_0062,640,640,0.14375,0.2734375,0.53359375,0.653125,0.282773,0.833273,2,0.285155,0.520969,2,0.39942,0.387125,2,0.152083,0.596875,2,valid
bad_posture_20241012_174037_png.rf.ed42a931d35ac793968ad39d77fa992c.jpg,train,Bad,ND_GROUP_0020,640,640,0.1546875,0.1453125,0.51328125,0.69609375,0.282477,0.75832,2,0.420548,0.360355,2,0.484823,0.274695,2,0.208333,0.44375,2,test
image_20241008_202735_jpg.rf.edb3da9c33fff3ad166ea9b6bd3cb8e4.jpg,train,Bad,ND_GROUP_0021,640,640,0.0203125,0.0953125,0.61015625,0.85703125,0.284856,0.815427,2,0.153927,0.379986,2,0.256291,0.21045,2,0.060417,0.53125,2,test
bad_posture_20241021_144100_png.rf.ebf008e461617492a59e7075a6cc2814.jpg,train,Bad,ND_GROUP_0001,640,640,0.18125,0.2859375,0.51484375,0.61171875,0.325327,0.874319,2,0.415787,0.512045,2,0.532434,0.406755,2,0.252083,0.559375,2,train
good_posture_20241021_142336_png.rf.e9c0605e1ef61453fc5b498a093e9d24.jpg,train,Good,ND_GROUP_0001,640,640,0.259375,0.196875,0.5203125,0.71171875,0.394363,0.854688,2,0.375317,0.463863,2,0.446734,0.321094,2,0.304167,0.59375,2,train
bad_posture_20241021_180437_png.rf.f2c5e87510d565cc280af6904f62a1ae.jpg,train,Bad,ND_GROUP_0013,640,640,0.246875,0.2859375,0.65859375,0.66171875,0.418167,0.891942,2,0.549098,0.511823,2,0.715738,0.417241,2,0.352083,0.570312,2,train
good_posture_20241013_222655_png.rf.eea38fe9371bd3278e00ee729b402653.jpg,train,Bad,ND_GROUP_0058,640,640,0.196875,0.0890625,0.5171875,0.65078125,0.396742,0.670875,2,0.341991,0.317525,2,0.496727,0.205095,2,0.222917,0.440625,2,train
bad_posture_20241021_144550_png.rf.f05717560cb461708608bc9e06788860.jpg,train,Bad,ND_GROUP_0001,640,640,0.1796875,0.2984375,0.5390625,0.6109375,0.358655,0.831489,2,0.361034,0.513831,2,0.55862,0.422816,2,0.2125,0.623437,2,train
bad_posture_20241021_143020_png.rf.f307ba23ff4a17822ff5b64783c8b96f.jpg,train,Bad,ND_GROUP_0001,640,640,0.1609375,0.2984375,0.50234375,0.61015625,0.303902,0.815427,2,0.34437,0.519184,2,0.51577,0.399617,2,0.202083,0.58125,2,train
bad_posture_20241021_142713_png.rf.efe8c12388966a59518e2a570cceacdb.jpg,train,Bad,ND_GROUP_0001,640,640,0.2296875,0.2390625,0.621875,0.67109375,0.415787,0.840411,2,0.42293,0.499553,2,0.537195,0.383555,2,0.275,0.5625,2,train
image_20241008_202338_jpg.rf.ef4b87637bf07005a97394f1410d5ded.jpg,train,Good,ND_GROUP_0063,640,640,0.065625,0.078125,0.65,0.73515625,0.253909,0.770813,2,0.253909,0.344294,2,0.287237,0.194387,2,0.170833,0.432812,2,test
bad_posture_20241021_144538_png.rf.edc0c0e5bfdc28b873284fa499e2446c.jpg,train,Bad,ND_GROUP_0001,640,640,0.19375,0.2984375,0.5171875,0.63515625,0.332467,0.851119,2,0.368177,0.526323,2,0.556241,0.42817,2,0.222917,0.6,2,train
bad_posture_20241013_221208_png.rf.f2ec5da19278a24514ce20a5ff9f9dfd.jpg,train,Bad,ND_GROUP_0022,640,640,0.1640625,0.0625,0.5015625,0.71875,0.351513,0.635183,2,0.322945,0.312172,2,0.415787,0.158697,2,0.185417,0.4,2,valid
bad_posture_20241021_143853_png.rf.ef3747494971fc058e8d7513c463fe7f.jpg,train,Bad,ND_GROUP_0001,640,640,0.1828125,0.2796875,0.58515625,0.61953125,0.358952,0.844203,2,0.401802,0.501561,2,0.506545,0.419469,2,0.25,0.567187,2,train
bad_posture_20241021_145052_png.rf.f389bc74390fb91c7ae0927c87de0b5f.jpg,train,Bad,ND_GROUP_0001,640,640,0.140625,0.253125,0.60390625,0.7,0.346752,0.863611,2,0.311042,0.531677,2,0.432452,0.40497,2,0.189583,0.596875,2,train
image_20241009_225721_jpg.rf.f33f6061f5485d84fd9e01babde47069.jpg,train,Bad,ND_GROUP_0064,640,640,0.1015625,0.0609375,0.578125,0.78828125,0.353892,0.749397,2,0.21582,0.351433,2,0.325327,0.201527,2,0.127083,0.459375,2,valid
good_posture_20241012_174331_png.rf.f2b9fe1d473a7dfe004f8525003bdbd5.jpg,train,Good,ND_GROUP_0010,640,640,0.1734375,0.0828125,0.73984375,0.809375,0.275334,0.729767,2,0.275334,0.362141,2,0.322945,0.185466,2,0.222917,0.50625,2,train
bad_posture_20241013_215714_png.rf.f349c9621eb7217e238cc5e6b23a2a74.jpg,train,Bad,ND_GROUP_0023,640,640,0.090625,0.0796875,0.47109375,0.68359375,0.325327,0.665522,2,0.168209,0.33537,2,0.291998,0.199742,2,0.095833,0.454688,2,valid
bad_posture_20241021_143504_png.rf.e937beb5ee8b56583aae19e685e5943b.jpg,train,Bad,ND_GROUP_0001,640,640,0.1859375,0.26875,0.44140625,0.65234375,0.341991,0.849334,2,0.353894,0.485277,2,0.484823,0.38177,2,0.202083,0.590625,2,train
image_20241008_210538_jpg.rf.f3cb2123ff63eacbdb6ed49eb42b6fe0.jpg,train,Bad,ND_GROUP_0024,640,640,0.0609375,0.134375,0.5203125,0.75234375,0.289617,0.802934,2,0.222963,0.385339,2,0.313423,0.25328,2,0.09375,0.51875,2,test
image_20241007_193153_jpg.rf.f3fef5e7170671e81482e38e394a237b.jpg,train,Good,ND_GROUP_0025,640,640,0.0671875,0.08125,0.5421875,0.77421875,0.237245,0.779736,2,0.237245,0.353217,2,0.315805,0.203311,2,0.129167,0.464062,2,valid
good_posture_20241021_142053_png.rf.f92853fe64ced1e2dc89a574b320af0e.jpg,train,Good,ND_GROUP_0003,640,640,0.1203125,0.1453125,0.41015625,0.721875,0.33723,0.811858,2,0.339609,0.454939,2,0.406266,0.306817,2,0.270833,0.535937,2,train
image_20241009_142917_jpg.rf.fb0a0b469f692507e6e27313cc8813dd.jpg,train,Bad,ND_GROUP_0026,640,640,0.025,0.1140625,0.5453125,0.67421875,0.289119,0.707866,2,0.177731,0.362141,2,0.261052,0.23008,2,0.064583,0.475,2,train
good_posture_20241013_225721_png.rf.fc829bf0c43f345124e0cf4c649013ab.jpg,train,Good,ND_GROUP_0009,640,640,0.184375,0.0078125,0.41640625,0.759375,0.284856,0.660167,2,0.277716,0.281833,2,0.363416,0.106944,2,0.235417,0.35,2,valid
bad_posture_20241012_174240_png.rf.f80f91fed4f49cab3b62493a0a0be712.jpg,train,Bad,ND_GROUP_0027,640,640,0.196875,0.096875,0.75,0.76875,0.330087,0.73512,2,0.33723,0.346078,2,0.463398,0.212234,2,0.264583,0.470313,2,valid
good_posture_20241021_141707_png.rf.f9f21b893af868635c0e9345f8a9ce06.jpg,train,Bad,ND_GROUP_0001,640,640,0.19375,0.20625,0.42890625,0.72421875,0.401677,0.842923,2,0.291998,0.481708,2,0.456256,0.342509,2,0.233333,0.623437,2,train
bad_posture_20241021_143817_png.rf.fce9931214aba09f752c25071ec4fed4.jpg,train,Bad,ND_GROUP_0001,640,640,0.196875,0.3,0.5375,0.60703125,0.38722,0.835058,2,0.482442,0.497769,2,0.587187,0.417462,2,0.279167,0.54375,2,train
good_posture_20241012_174341_png.rf.fcb36e161afe196f2d337ac81f7a0eb8.jpg,train,Good,ND_GROUP_0010,640,640,0.1734375,0.0828125,0.45,0.784375,0.325327,0.747613,2,0.275334,0.378202,2,0.322945,0.199742,2,0.208333,0.473438,2,train
image_20241007_225038_jpg.rf.f4383e7779f57cf16eb99203ee85bc6c.jpg,train,Bad,ND_GROUP_0028,640,640,0.1171875,0.1703125,0.55390625,0.70234375,0.384811,0.788378,2,0.327706,0.401402,2,0.475302,0.296109,2,0.183333,0.496875,2,train
image_20241007_230212_jpg.rf.f5fa1be50ad414568d876054634dbf1e.jpg,train,Bad,ND_GROUP_0029,640,640,0.096875,0.1078125,0.6125,0.75078125,0.327706,0.808289,2,0.284856,0.369278,2,0.403884,0.222942,2,0.18125,0.529687,2,test
bad_posture_20241013_222753_png.rf.f4479323bacdba1c4bebfd64ffb274f1.jpg,train,Bad,ND_GROUP_0008,640,640,0.21875,0.08125,0.4859375,0.7203125,0.403884,0.678014,2,0.427691,0.283617,2,0.544337,0.189034,2,0.260417,0.390625,2,train
good_posture_20241021_141454_png.rf.fbc52ca1393f47f07c04a4c8b628f2cf.jpg,train,Good,ND_GROUP_0003,640,640,0.2328125,0.1640625,0.43046875,0.746875,0.382459,0.842197,2,0.377698,0.453155,2,0.413406,0.290756,2,0.289583,0.529687,2,train
good_posture_20241013_222724_png.rf.fb6d8a669da29eded4d85eeeb3430dd0.jpg,train,Good,ND_GROUP_0008,640,640,0.2390625,0.0078125,0.4078125,0.74375,0.358655,0.690505,2,0.361034,0.263987,2,0.43007,0.119434,2,0.2875,0.35,2,train
bad_posture_20241013_221410_png.rf.f7d3de0ebaa9d1fab842b5a3fa34b488.jpg,train,Bad,ND_GROUP_0058,640,640,0.215625,0.0515625,0.54375,0.69765625,0.420548,0.71192,2,0.401505,0.328233,2,0.527673,0.185466,2,0.254167,0.460938,2,train
good_posture_20241013_222741_png.rf.ff1ac68a3734ace377a3933d70f66edf.jpg,train,Good,ND_GROUP_0008,640,640,0.225,0.0140625,0.4109375,0.76015625,0.372938,0.754752,2,0.363416,0.271125,2,0.425309,0.112297,2,0.275,0.36875,2,train
bad_posture_20241013_222753_png.rf.f6f12156a10a5dfda824997b58722b2d.jpg,train,Bad,ND_GROUP_0008,640,640,0.21875,0.08125,0.4859375,0.7203125,0.403884,0.678014,2,0.427691,0.283617,2,0.544337,0.189034,2,0.260417,0.390625,2,train
bad_posture_20241012_173243_png.rf.f8c08381facf73050fe1ed988bce0d77.jpg,train,Bad,ND_GROUP_0015,640,640,0.271875,0.15625,0.54921875,0.725,0.434831,0.786873,2,0.456256,0.378202,2,0.570523,0.281833,2,0.333333,0.5125,2,test
good_posture_20241012_174331_png.rf.fc8417ffb2dfb41dcbbdce5e0fc421d5.jpg,train,Good,ND_GROUP_0010,640,640,0.1734375,0.0828125,0.73984375,0.809375,0.275334,0.729767,2,0.275334,0.362141,2,0.322945,0.185466,2,0.222917,0.50625,2,train
bad_posture_20241013_225803_png.rf.fe9f632c24aa7899ce995c70c476f485.jpg,train,Bad,ND_GROUP_0000,640,640,0.15,0.0703125,0.5234375,0.6671875,0.339609,0.663736,2,0.358655,0.294325,2,0.487205,0.181895,2,0.210417,0.396875,2,train
good_posture_20241021_141548_png.rf.fe437b70d46340ecf1f31223f4a0c8b5.jpg,train,Good,ND_GROUP_0003,640,640,0.209375,0.1625,0.43046875,0.73125,0.322945,0.818775,2,0.315805,0.470778,2,0.34437,0.30838,2,0.245833,0.5375,2,train
bad_posture_20241012_172310_png.rf.ffebb843d5de7bda8fcbbd234c98db30.jpg,train,Bad,ND_GROUP_0015,640,640,0.25,0.1828125,0.625,0.69296875,0.403884,0.788658,2,0.491966,0.42817,2,0.580045,0.294325,2,0.345833,0.479687,2,test
good_posture_20241012_172239_png.rf.fe1d25262987db371a4c9db72053e1f6.jpg,train,Bad,ND_GROUP_0030,640,640,0.1796875,0.2015625,0.5578125,0.65546875,0.406266,0.795797,2,0.38722,0.415678,2,0.46578,0.324664,2,0.227083,0.5375,2,test
good_posture_20241013_222738_png.rf.008882c9aa85b771e709a46d49a626f6.jpg,train,Good,ND_GROUP_0008,640,640,0.2421875,0.025,0.421875,0.728125,0.384841,0.678014,2,0.368177,0.27648,2,0.453877,0.135497,2,0.275,0.407813,2,train
