capture_id,label,status_3d,reason,nose_x,nose_y,nose_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,shoulder_roll_deg,hip_roll_deg,torso_3d_inclination_deg,head_torso_angle_3d_deg,head_depth_offset_norm,head_lateral_offset_norm,shoulder_depth_asymmetry_norm
CAP000011,upright,USABLE,,0.08249869324053775,0.9871060855655989,-0.1371697541477873,-0.1396485556470362,0.7091000636746028,-0.0009312591272016734,0.13964855564703627,0.6363661400376847,0.0009312591272015384,-0.08178556964931444,0.01567399299214314,-7.526741763766129e-17,0.08178556964931454,-0.015673992992143167,-5.541559226281676e-17,-14.596633333421043,-10.849040661843924,0.0,26.98355709239733,-0.13716975414778723,0.08249869324053773,0.0018625182544032117
CAP000012,upright,USABLE,,0.06524467867183466,0.9904621534822348,-0.12135837187579294,-0.1508758902313477,0.7063678374749025,-0.003539659955947659,0.15087589023134765,0.6278931912266614,0.00353965995594757,-0.09237976402153354,0.016637172818302248,7.327922134414136e-17,0.09237976402153349,-0.016637172818302147,7.182002422056327e-17,-14.577627981446158,-10.209269470616057,0.0,23.08087069279722,-0.1213583718757929,0.06524467867183469,0.007079319911895228
CAP000013,upright,USABLE,,0.06827617063498846,0.9896768799833358,-0.126008086049555,-0.15307536030776825,0.7160147059741047,0.0018044920171233468,0.15307536030776836,0.6305786144089914,-0.0018044920171234847,-0.0907655349072806,0.019255804957043404,-6.552758593938818e-17,0.09076553490728073,-0.01925580495704335,-6.096551450299197e-17,-15.592581953072774,-11.977648454312417,0.0,24.369992798817623,-0.12600808604955493,0.0682761706349884,-0.0036089840342468315
CAP000014,upright,USABLE,,0.07803545130293452,0.9889011112550242,-0.12643203905073067,-0.15604581608999998,0.7209807180213413,0.00028726536616874884,0.15604581608999982,0.6288515606078018,-0.00028726536616863787,-0.09244089090455633,0.019926349287552953,2.1609978999977383e-18,0.09244089090455633,-0.019926349287552953,-2.1609978999977383e-18,-16.446551032914037,-12.164420766024762,0.0,25.323142642461608,-0.12643203905073072,0.0780354513029346,-0.0005745307323373867
CAP000015,upright,USABLE,,0.08169326006613861,0.9874477013116599,-0.1351785797901611,-0.15389814317502928,0.7202470178017389,0.0032776742508475528,0.15389814317502926,0.6236327660947095,-0.0032776742508475445,-0.09040876236868295,0.020211760590667177,6.927568502741578e-17,0.09040876236868285,-0.020211760590667153,6.528080939934303e-17,-17.426564294028054,-12.601815516462004,0.0,26.592996941167574,-0.1351785797901611,0.08169326006613863,-0.006555348501695098
CAP000016,leaning_forward,USABLE,,0.05959532862525211,0.9911679438748933,-0.11846731127557729,-0.16510887786110345,0.7484985017793682,-0.0008743141804288692,0.1651088778611036,0.6445350388123585,0.000874314180429017,-0.09508822343781502,0.017312549107775806,6.311359482558625e-17,0.0950882234378149,-0.01731254910777581,8.63370110892e-17,-17.475724802729633,-10.318716775959048,0.0,24.230913420242814,-0.11846731127557736,0.05959532862525204,0.001748628360857886
CAP000017,leaning_forward,USABLE,,0.08120091008713347,0.9895549939987012,-0.11911056230768034,-0.18557178196647223,0.7145801830346215,0.005594303800601511,0.18557178196647206,0.656932656019124,-0.005594303800601322,-0.09850884574920685,0.0009628441422906189,1.2008566062114324e-17,0.0985088457492069,-0.0009628441422905434,1.7855624421571326e-17,-8.828864028026326,-0.5600019833462381,0.0,25.38486947112364,-0.11911056230768044,0.08120091008713355,-0.011188607601202834
CAP000018,leaning_forward,USABLE,,0.10719046505305324,0.9856031215796484,-0.1307543151645987,-0.17087594602328116,0.6981992276766772,0.012630198675521854,0.17087594602328118,0.6203240074001262,-0.012630198675521676,-0.09035670255378002,0.006240623631675218,1.1345685848790316e-17,0.09035670255378002,-0.006240623631675218,-1.1345685848790316e-17,-12.836836789683426,-3.950946222725806,0.0,27.38837691522782,-0.1307543151645988,0.10719046505305323,-0.02526039735104353
CAP000019,leaning_forward,USABLE,,0.08564900565211016,0.9898762125720283,-0.11317831777713257,-0.18098271197698504,0.7108693801627463,0.006119594383736625,0.18098271197698515,0.6391736853520902,-0.0061195943837366,-0.0980282281215774,0.0034385737950619914,-1.0150026101850326e-17,0.09802822812157734,-0.003438573795062064,-1.7883287519757666e-17,-11.203748651848489,-2.0089623687206735,0.0,24.26538106522883,-0.11317831777713258,0.0856490056521101,-0.012239188767473225
CAP000020,leaning_forward,USABLE,,0.10465759437155821,0.9864369318106946,-0.12644748910224185,-0.17308390127354598,0.7098619095574128,0.014949218072643987,0.17308390127354611,0.630412208874334,-0.014949218072644089,-0.09206765202194776,0.005085189681657076,-8.242242618146986e-17,0.09206765202194786,-0.0050851896816570845,-5.879306175761022e-17,-12.926211790397163,-3.1614161671971166,0.0,27.426614983151765,-0.1264474891022418,0.10465759437155814,-0.029898436145288074
CAP000021,leaning_backward,USABLE,,0.06285818920993665,0.9895290761250155,-0.12992711630918746,-0.17211698222459076,0.7291593867373856,-0.005218737317917827,0.17211698222459093,0.6292295463253462,0.005218737317917832,-0.10633700583446112,0.023758033891777285,-5.1810518866019157e-17,0.10633700583446126,-0.023758033891777237,-7.487119479095495e-17,-16.187816637791364,-12.594302101628648,0.0,24.942689175888766,-0.12992711630918746,0.06285818920993656,0.010437474635835659
CAP000022,leaning_backward,USABLE,,0.05716164758701473,0.9894176984505608,-0.13336102893249324,-0.16195069858183744,0.7179404369529188,-0.0060600708653626946,0.1619506985818375,0.6300925100711758,0.006060070865362702,-0.09851342449729215,0.0225611796791573,4.1879665401214754e-18,0.0985134244972921,-0.022561179679157377,-1.5058064289949845e-17,-15.174605897218186,-12.89922274299645,0.0,24.704025464455245,-0.13336102893249324,0.057161647587014704,0.012120141730725398
CAP000023,leaning_backward,USABLE,,0.06791046816722707,0.9884389877701273,-0.1355600817692076,-0.15890899866880856,0.7304159618706147,-0.007179787175337651,0.15890899866880867,0.643174100586807,0.007179787175337693,-0.09857934033741184,0.01975942167885803,-5.89227618705361e-17,0.09857934033741197,-0.019759421678857997,-7.177595981786615e-17,-15.349751770644167,-11.33427079605077,0.0,26.686058550571953,-0.13556008176920764,0.06791046816722701,0.014359574350675343
CAP000024,leaning_backward,USABLE,,0.07225125393674066,0.9874528557969017,-0.14041586051123917,-0.16289640808105718,0.7290756123950667,-0.00541068091236607,0.1628964080810572,0.6378721790473788,0.005410680912366092,-0.09866245718122749,0.020840236800552185,-7.82536606734362e-18,0.09866245718122749,-0.020840236800552185,7.82536606734362e-18,-15.639220430274316,-11.927129476585613,0.0,27.451433384636427,-0.14041586051123917,0.07225125393674064,0.010821361824732163
CAP000025,leaning_backward,USABLE,,0.07364377658085836,0.9880398444545277,-0.1354764183951626,-0.16414360703672934,0.7421852527507674,-0.0068496492019245805,0.1641436070367293,0.6505238659781306,0.006849649201924538,-0.10072373328778379,0.021464256004690718,-1.078025966010318e-17,0.10072373328778379,-0.021464256004690714,-4.058390006357924e-19,-15.600315665024711,-12.02980294810085,0.0,27.863071136878286,-0.13547641839516258,0.07364377658085837,0.01369929840384912
CAP000026,leaning_left,USABLE,,,,,-0.2162982247853001,0.9763138817980386,0.005126613226430711,0.21629822478530047,0.8741310916969705,-0.005126613226430965,-0.13089629584754886,0.023562519094629367,-1.1476713434897544e-16,0.130896295847549,-0.023562519094629423,-7.669757686556038e-17,-13.290130573515201,-10.20447649646877,0.0,,,,-0.010253226452861676
CAP000027,leaning_left,USABLE,,,,,-0.21472710358144229,0.9766664631677765,0.0038588483865910467,0.21472710358144248,0.8718146023352217,-0.0038588483865912046,-0.12832722585102294,0.026524967804275115,-2.23577013889855e-19,0.12832722585102294,-0.026524967804275115,2.23577013889855e-19,-13.720425602146298,-11.678453931157177,0.0,,,,-0.007717696773182251
CAP000028,leaning_left,USABLE,,,,,-0.22256416644354057,0.9748885287118358,0.007586066264157779,0.22256416644354024,0.8608666511566512,-0.007586066264157804,-0.13507579991363272,0.02521971178097683,-9.626937089466125e-18,0.13507579991363272,-0.02521971178097683,9.626937089466125e-18,-14.367674418135087,-10.575803414012068,0.0,,,,-0.015172132528315584
CAP000029,leaning_left,USABLE,,,,,-0.2318280479758482,0.972572268941002,0.018945655403259338,0.23182804797584836,0.9072750440844141,-0.01894565540325953,-0.1321208284339803,0.016796453979521897,-1.423599660290723e-17,0.1321208284339802,-0.01679645397952199,-1.670546181926072e-17,-8.016311448209922,-7.245118584490687,0.0,,,,-0.03789131080651886
CAP000030,leaning_left,USABLE,,,,,-0.21452903938076107,0.9767117792275153,0.0033751415658131558,0.21452903938076084,0.8667261635888784,-0.0033751415658133587,-0.13436132045436094,0.02446796818592893,-9.88096274081916e-17,0.13436132045436106,-0.024467968185928977,-1.0194586141613574e-16,-14.377726189866484,-10.320794508787332,0.0,,,,-0.0067502831316265145
CAP000031,leaning_right,USABLE,,-0.03634129564703848,0.9909277014881316,-0.12938933748243167,-0.15906542286485664,0.7025706583935534,0.012274456172966467,0.1590654228648565,0.6232899776966433,-0.012274456172966292,-0.09038136131919453,0.021829622027635047,-8.519281057254714e-17,0.0903813613191946,-0.021829622027635134,-8.852674351679788e-17,-13.99351450989358,-13.578479924285606,0.0,22.281229820227217,-0.12938933748243175,-0.03634129564703841,-0.02454891234593276
CAP000032,leaning_right,USABLE,,-0.06450137447602954,0.990973857934823,-0.1175175968971294,-0.1607696850262341,0.6981546511043911,0.025149694768186733,0.16076968502623393,0.6513337463892673,-0.025149694768186587,-0.0885218015501537,0.013992506669794482,8.950565225049903e-17,0.08852180155015367,-0.013992506669794392,9.41422755158315e-17,-8.284886676137205,-8.982338994724879,0.0,22.972933786774796,-0.11751759689712947,-0.06450137447602945,-0.05029938953637332
CAP000033,leaning_right,USABLE,,-0.02586369876833832,0.9878633661812506,-0.15315690922406686,-0.1557279829577122,0.6911070322603573,0.010178196356345467,0.15572798295771206,0.6312631269336182,-0.010178196356345507,-0.09233413140578488,0.015222529341315644,4.457817901298842e-18,0.09233413140578486,-0.015222529341315731,-1.0238929241696871e-17,-10.876395489990413,-9.361772101971864,0.0,25.42963462306983,-0.15315690922406683,-0.02586369876833825,-0.020356392712690977
CAP000034,leaning_right,CANON_FAILED,Mandatory joint 12 is NaN — cannot canonicalize,,,,,,,,,,,,,,,,,,,,,,
CAP000035,leaning_right,CANON_FAILED,Mandatory joint 12 is NaN — cannot canonicalize,,,,,,,,,,,,,,,,,,,,,,
CAP000036,slouching,USABLE,,0.061133688810378395,0.9884064548083739,-0.13897968263590788,-0.17685939334167966,0.7488665759071925,0.0023022028886143025,0.17685939334167966,0.6553716114274204,-0.0023022028886142947,-0.10829671924928173,0.01766007428221567,1.134012210558331e-17,0.10829671924928178,-0.01766007428221559,1.2686173884127605e-17,-14.80581855449808,-9.261767866541,0.0,27.939022807624877,-0.13897968263590788,0.061133688810378395,-0.004604405777228597
CAP000037,slouching,USABLE,,0.06221350956899949,0.9878668103965114,-0.14229773063591472,-0.17576848270913378,0.7387769711670359,-0.003421687604887803,0.1757684827091341,0.6449355416639261,0.0034216876048878205,-0.11016406711944718,0.020296882087125673,-8.774032546550863e-17,0.11016406711944728,-0.020296882087125687,-7.500008749474979e-17,-14.946364713896724,-10.439236585540293,0.0,27.68398124834783,-0.14229773063591472,0.062213509568999334,0.006843375209775624
CAP000038,slouching,USABLE,,0.07047471945755376,0.9870451282540073,-0.1441361464290254,-0.1741653815251292,0.7537405524304456,0.017262006403744236,0.17416538152512936,0.6506448225492898,-0.017262006403744132,-0.1002345005704851,0.01631207611194998,3.988061087892268e-18,0.1002345005704851,-0.01631207611194998,-3.988061087892268e-18,-16.487214718774148,-9.243234776035056,0.0,29.390345685720785,-0.14413614642902545,0.07047471945755368,-0.03452401280748837
CAP000039,slouching,USABLE,,0.050661319285316475,0.9907895675151258,-0.12557652500153454,-0.19693720145703364,0.7551909178008482,-8.163556901340019e-05,0.1969372014570334,0.6660146857870824,8.16355690136496e-05,-0.12181537079734084,0.016532329812070538,1.1253496616089224e-16,0.12181537079734074,-0.016532329812070444,9.43883188725358e-17,-12.757133910028317,-7.728749581819737,0.0,25.793872336523883,-0.12557652500153466,0.0506613192853166,0.0001632711380270498
CAP000040,slouching,USABLE,,0.07661640005173714,0.9874414518585954,-0.13816405608732502,-0.1613495933218636,0.727500162025409,-0.00242703969492342,0.16134959332186352,0.6575976380097798,0.0024270396949234024,-0.10290949747944568,0.015464217937601029,6.887840148047781e-17,0.10290949747944556,-0.015464217937601004,8.54347227604959e-17,-12.22247142793589,-8.545898678593424,0.0,28.179680630240615,-0.13816405608732502,0.07661640005173719,0.004854079389846822
CAP000048,upright,USABLE,,0.09626782573407236,0.9837801486525597,-0.1513576058398844,-0.16165938341443917,0.7358907845168517,0.002279346690929112,0.16165938341443925,0.6607109684578435,-0.002279346690929189,-0.09017062134910146,0.015154064232845285,8.27602579146907e-17,0.0901706213491014,-0.015154064232845191,6.511917536560238e-17,-13.090111859034934,-9.53997268751623,0.0,32.142844012152416,-0.15135760583988436,0.09626782573407232,-0.004558693381858301
CAP000049,upright,USABLE,,0.09809582464419508,0.9844765883334253,-0.1455440009438893,-0.16296307586042286,0.7327477597216292,0.0023875103353837674,0.16296307586042283,0.6578077191090772,-0.002387510335383752,-0.09073113908400679,0.014681437330316812,-6.555485826948564e-17,0.0907311390840069,-0.014681437330316835,-6.529664199562286e-17,-12.948928633877852,-9.19150763532783,0.0,31.25373217424124,-0.1455440009438893,0.0980958246441951,-0.004775020670767519
CAP000050,upright,USABLE,,0.09709391960383756,0.9846178208927513,-0.14526017195492172,-0.16198742362739818,0.7284835742364522,0.0019976845613228463,0.16198742362739815,0.6538641512544093,-0.0019976845613228628,-0.0903233093119798,0.014839742300779907,-5.6846008221450405e-18,0.0903233093119798,-0.014839742300779907,5.6846008221450405e-18,-12.97043476058266,-9.330103521461064,0.0,30.770344169363156,-0.14526017195492172,0.09709391960383758,-0.003995369122645709
CAP000051,upright,USABLE,,0.09173567630980996,0.9859116036120441,-0.13986734985374263,-0.16032624361124292,0.7347655385858166,0.0007154708489071624,0.16032624361124284,0.6701428852328386,-0.0007154708489072604,-0.08931747055423898,0.013150806472748891,5.999785238238181e-17,0.0893174705542389,-0.01315080647274887,7.612257189913295e-17,-11.39446598336077,-8.375859725230422,0.0,30.54470098753007,-0.13986734985374258,0.09173567630981,-0.0014309416978144228
CAP000052,upright,USABLE,,0.09689323657929722,0.9844033430757224,-0.1468392278872712,-0.1608083865637246,0.7305659303621077,0.0021129715076647197,0.1608083865637245,0.6606408889899072,-0.0021129715076647695,-0.08914247035395689,0.013863292919734286,6.694174478205555e-17,0.08914247035395675,-0.013863292919734331,4.877501713893524e-17,-12.266194404442581,-8.839735083176212,0.0,31.348234394912055,-0.14683922788727116,0.09689323657929726,-0.004225943015329489
CAP000053,leaning_forward,USABLE,,0.09384649203918752,0.9863810304661285,-0.13507515933182193,-0.1760195282564742,0.7509070439275092,0.004629868604937711,0.17601952825647416,0.6872485191265497,-0.004629868604937767,-0.09597187969811308,0.004927224624402209,5.4220757784526695e-18,0.09597187969811308,-0.004927224624402209,-5.4220757784526695e-18,-10.249920129096337,-2.939001807981081,0.0,31.604707069344226,-0.1350751593318219,0.09384649203918755,-0.009259737209875479
CAP000054,leaning_forward,USABLE,,0.10423902919725324,0.9862364214685296,-0.12834307835237213,-0.18075517320251244,0.7487235133564623,0.007749108275117006,0.1807551732025125,0.6559625110862871,-0.007749108275117176,-0.09256823759701824,0.008815145527243856,1.7831113020383955e-17,0.09256823759701828,-0.008815145527243788,2.631316970801346e-18,-14.391215392897177,-5.439794022388323,0.0,30.216778565108005,-0.12834307835237205,0.10423902919725321,-0.015498216550234182
CAP000055,leaning_forward,USABLE,,0.10539703005047102,0.9859297496890818,-0.1297458852317267,-0.18620273898369466,0.7617024445342616,0.008738557545961945,0.18620273898369485,0.6620157792659674,-0.008738557545961863,-0.09536544976971949,0.009128239857659847,8.36039901632177e-17,0.09536544976971945,-0.009128239857659766,7.252717879674686e-17,-14.985776157377092,-5.4676097630546225,0.0,31.3797017982289,-0.12974588523172673,0.10539703005047092,-0.01747711509192381
CAP000056,leaning_forward,USABLE,,0.1065103878493132,0.9856939139079532,-0.13062559230491308,-0.18308698823734892,0.7561962449646029,0.00832623238474071,0.18308698823734884,0.6592039237431244,-0.008326232384740806,-0.09342521568152286,0.009457188548065347,-4.8648552701654936e-17,0.093425215681523,-0.009457188548065291,-6.056054948260228e-17,-14.835825673371849,-5.780211296920817,0.0,31.228073276552244,-0.13062559230491302,0.10651038784931324,-0.016652464769481515
CAP000057,leaning_forward,USABLE,,0.10721617092209175,0.9855689312699671,-0.13099074168879096,-0.18202884634697314,0.7551415225830955,0.008448043184814551,0.18202884634697306,0.6577139501792839,-0.008448043184814643,-0.09332769877482947,0.009414210459560922,6.159885225141617e-18,0.0933276987748295,-0.009414210459560852,1.432968842132333e-17,-14.982173442167237,-5.760091854387548,0.0,31.23312599139597,-0.1309907416887909,0.10721617092209179,-0.016896086369629193
CAP000058,leaning_backward,USABLE,,0.058880947485892024,0.9890080156785184,-0.13563251434225937,-0.17779122809098472,0.7272847819455333,0.011606821007379359,0.1777912280909847,0.6434799554696111,-0.011606821007379368,-0.09910154672817356,0.013871161193404142,-6.8237774818512e-17,0.0991015467281736,-0.013871161193404258,-8.340639211062272e-17,-13.26164374314551,-7.967877887429457,0.0,25.965505815943448,-0.13563251434225937,0.05888094748589204,-0.02321364201475873
CAP000059,leaning_backward,USABLE,,0.06129652400424048,0.9906631188561748,-0.12177569988776181,-0.1788280978600045,0.7139162991104478,0.0009362306190468271,0.17882809786000442,0.6413643009722279,-0.0009362306190467055,-0.1038193310647653,0.014732864898959535,-1.0595029852059716e-17,0.1038193310647653,-0.014732864898959528,5.029355310245257e-18,-11.467079935253171,-8.07683959856032,0.0,23.534846795564704,-0.12177569988776187,0.06129652400424052,-0.0018724612380935325
CAP000060,leaning_backward,USABLE,,0.06410034472510968,0.99039270569545,-0.12252932021099215,-0.17893243247715213,0.7162534709276346,0.0011778110060817692,0.17893243247715218,0.6385889004545596,-0.0011778110060819838,-0.10359582402640181,0.015666095161007962,-1.1945942856049419e-19,0.10359582402640181,-0.015666095161007962,1.1945942856049419e-19,-12.244570779720112,-8.599296983141224,0.0,23.837763234581853,-0.12252932021099204,0.06410034472510966,-0.002355622012163753
CAP000061,leaning_backward,USABLE,,0.06369483355401975,0.9904437007038591,-0.12232842643707109,-0.17980555027482353,0.716161569689773,0.0012823672218938123,0.17980555027482353,0.6401521790844803,-0.001282367221893692,-0.10399197620864534,0.015367319909223904,6.380875287548027e-17,0.1039919762086452,-0.01536731990922395,6.663560205046902e-17,-11.934692958708482,-8.405996354468861,0.0,23.828061532533717,-0.12232842643707115,0.06369483355401975,-0.002564734443787504
CAP000062,leaning_backward,USABLE,,0.06897052436071595,0.9895731064255333,-0.1264441924673802,-0.1784459415918825,0.7272992931585838,0.0009189875963735638,0.17844594159188254,0.6459336692944061,-0.0009189875963735329,-0.10231737485467614,0.017146980395184978,6.662116691744541e-17,0.10231737485467607,-0.017146980395184863,7.881898412834704e-17,-12.843009087430582,-9.513576191940773,0.0,25.427324571367926,-0.12644419246738023,0.06897052436071593,-0.0018379751927470969
CAP000063,leaning_left,USABLE,,0.08372985053920547,0.9868768974277375,-0.13806991508683253,-0.18758332394170632,0.747762783536068,0.01116691289080628,0.18758332394170646,0.7044203995318814,-0.011166912890806456,-0.09709341011064686,0.0068993760263871655,2.0203942215984174e-17,0.09709341011064691,-0.006899376026387096,6.505099602315995e-18,-6.5900717367969355,-4.064557871697282,0.0,31.76518200512359,-0.13806991508683245,0.0837298505392054,-0.022333825781612734
CAP000064,leaning_left,USABLE,,0.10299215334675842,0.9845750882862924,-0.14143730722492384,-0.19155498718298627,0.7619654194739824,0.0075010984758302835,0.1915549871829864,0.6945575193936837,-0.007501098475830426,-0.10344243663557198,0.010861040873994513,5.076621762723703e-18,0.10344243663557202,-0.010861040873994442,1.7032268676590694e-17,-9.979007042632233,-5.993865606025218,0.0,34.3178840688256,-0.14143730722492376,0.10299215334675835,-0.01500219695166071
CAP000065,leaning_left,USABLE,,0.10444987315740273,0.984780325640301,-0.1389170048236895,-0.18847934129584504,0.7554758288216697,0.006642299434616879,0.188479341295845,0.6903523025035948,-0.006642299434616836,-0.10254733167290729,0.010586134946498515,-1.881627618776917e-17,0.10254733167290729,-0.01058613494649851,1.3306395370690492e-17,-9.801690769314684,-5.89386310799177,0.0,33.572687956214175,-0.13891700482368952,0.10444987315740274,-0.013284598869233714
CAP000066,leaning_left,USABLE,,0.1061653308588816,0.9846504170199564,-0.1385369221040013,-0.18837596286434108,0.7522879138347918,0.006314384666809138,0.18837596286434094,0.6888307661038362,-0.006314384666809148,-0.1025046443724992,0.010167491923904788,-2.2368535240826168e-17,0.10250464437249913,-0.01016749192390486,4.538479902132926e-19,-9.560716380398615,-5.664670515628287,0.0,33.460765743980915,-0.1385369221040013,0.10616533085888168,-0.012628769333618287
CAP000067,leaning_left,USABLE,,0.10556522492710824,0.9843254685004318,-0.14127758260776688,-0.1879799132169381,0.7513061416166763,0.006787454601466401,0.18797991321693816,0.6867049917098673,-0.006787454601466644,-0.1023430986638618,0.01081002318479599,5.954695824211319e-17,0.1023430986638617,-0.010810023184795963,8.2057679223196e-17,-9.74991658618473,-6.029528495349533,0.0,33.61248691049546,-0.14127758260776677,0.10556522492710821,-0.013574909202933045
CAP000068,leaning_right,USABLE,,0.0944048376846117,0.9862541174810363,-0.13561173390766876,-0.1677506695135969,0.7420439861401762,-0.005682761482284151,0.16775066951359702,0.6316216567871299,0.00568276148228417,-0.10113014645369786,0.01579767376583163,-2.410102324916588e-19,0.10113014645369786,-0.01579767376583163,2.410102324916588e-19,-18.21773729599767,-8.87849580736636,0.0,28.89210921059853,-0.13561173390766876,0.09440483768461165,0.01136552296456832
CAP000069,leaning_right,USABLE,,0.07700685167256216,0.9875588974793488,-0.13710349669083272,-0.16701107080427918,0.7315546718678932,-0.004368222773731963,0.16701107080427918,0.6380343476400655,0.004368222773731797,-0.09912551614810666,0.013556573199751124,-1.3396358034235423e-17,0.09912551614810662,-0.0135565731997512,-3.1905211957198744e-18,-15.641311894198894,-7.787555316987889,0.0,27.446431162256392,-0.13710349669083263,0.07700685167256216,0.00873644554746376
CAP000070,leaning_right,USABLE,,0.08343572597232451,0.986921064629841,-0.13793220008892926,-0.16960827648266594,0.7364262410734436,-0.0030011197741696017,0.16960827648266577,0.6304493416319423,0.0030011197741698042,-0.10031556093336016,0.015212329066469039,3.09205901998723e-19,0.10031556093336016,-0.015212329066469039,-3.09205901998723e-19,-17.349673857783795,-8.622907358466202,0.0,27.976347998017292,-0.13793220008892937,0.0834357259723246,0.006002239548339406
CAP000071,leaning_right,USABLE,,0.07895315220239796,0.9876320685936083,-0.13545957641604825,-0.16818128938931354,0.7338864472720252,-0.0020507649395089408,0.16818128938931348,0.6301424227583059,0.00205076493950911,-0.09944806595147865,0.014956236066824344,-7.852093015954003e-17,0.09944806595147873,-0.014956236066824362,-6.484108283452002e-17,-17.141287687867358,-8.552754025173668,0.0,27.158935802286514,-0.13545957641604833,0.07895315220239799,0.004101529879018051
